date_confirmed,delaware_cases,delaware_deaths,delaware_negative,newcastle_cases,newcastle_deaths,newcastle_negative,kent_cases,kent_deaths,kent_negative,sussex_cases,sussex_deaths,sussex_negative,delaware_tests
2020-12-23,53032,941,429082,30561,468,254149,8333,171,55911,14012,302,92938,482114
2020-12-24,53667,948,431498,30993,472,255688,8427,173,56162,14121,303,93481,485165
2020-12-25,54471,955,434328,31381,473,256983,8655,174,56610,14308,308,94325,488799
2020-12-26,55030,962,436286,31694,477,258029,8762,176,56948,14443,309,94789,491316
2020-12-27,55461,973,437685,31962,487,258989,8828,177,57051,14538,309,95052,493146
2020-12-28,56157,980,439423,32417,489,260096,8933,180,57257,14671,311,95371,495580
2020-12-29,56565,986,440844,32679,492,261022,9007,182,57432,14743,312,95668,497409
2020-12-3,38504,819,380254,21839,407,226465,5661,135,48712,10911,277,82255,418758
2020-12-30,57435,993,442996,33211,495,262287,9157,183,57733,14926,315,96170,500431
2020-12-31,58053,997,444456,33443,496,263034,9310,183,57949,15159,318,96616,502509
2020-12-4,39192,821,382333,22283,408,227761,5798,135,48978,11017,278,82638,421525
2020-12-5,39962,823,384911,22758,408,229189,5946,136,49348,11163,279,83285,424873
2020-12-6,40771,829,388041,23166,410,230726,6157,140,50032,11353,279,83924,428812
2020-12-7,41473,834,390399,23594,412,232215,6291,143,50342,11492,279,84365,431872
2020-12-8,42392,836,393082,24263,413,234132,6426,144,50594,11606,279,84734,435474
2020-12-9,43029,849,395284,24718,417,235544,6523,150,50878,11687,282,85103,438313
2020-3-10,5,0,19,NA,0,11,0,0,NA,0,0,NA,24
2020-3-11,9,0,23,NA,0,13,0,0,NA,NA,0,NA,32
2020-3-12,9,0,33,NA,0,20,0,0,NA,NA,0,NA,42
2020-3-13,10,0,53,NA,0,31,0,0,NA,NA,0,18,63
2020-3-14,10,0,72,NA,0,43,0,0,NA,NA,0,21,82
2020-3-15,13,0,88,NA,0,53,NA,0,11,NA,0,24,101
2020-3-16,14,0,106,11,0,60,NA,0,16,NA,0,30,120
2020-3-17,18,0,147,11,0,84,NA,0,26,NA,0,36,165
2020-3-18,29,0,207,18,0,92,NA,0,30,NA,0,84,236
2020-3-19,42,0,471,25,0,168,NA,0,58,NA,0,239,513
2020-3-20,50,0,563,29,0,216,NA,0,72,12,0,269,613
2020-3-21,57,0,625,34,0,251,NA,0,80,14,0,287,682
2020-3-22,69,0,653,42,0,267,NA,0,86,18,0,293,722
2020-3-23,107,0,928,66,0,425,14,0,118,27,0,364,1035
2020-3-24,138,1,1297,87,0,712,21,0,160,30,NA,384,1435
2020-3-25,156,2,1515,98,NA,856,24,0,179,34,NA,424,1671
2020-3-26,178,3,1777,109,NA,972,28,0,244,41,NA,483,1955
2020-3-27,215,5,1989,133,NA,1039,34,0,314,48,NA,521,2204
2020-3-28,262,9,2288,151,NA,1169,39,NA,367,72,NA,617,2550
2020-3-29,308,10,2505,173,NA,1303,46,NA,404,89,NA,642,2813
2020-3-30,344,11,2831,205,NA,1480,46,NA,431,93,NA,747,3175
2020-3-31,414,12,3354,247,NA,1710,58,NA,547,109,NA,884,3768
2020-3-8,5,0,10,NA,0,NA,0,0,NA,0,0,NA,15
2020-3-9,5,0,15,NA,0,NA,0,0,NA,0,0,NA,20
2020-4-1,451,13,3740,271,NA,1878,63,NA,585,117,NA,1029,4191
2020-4-10,1474,36,8388,834,19,4470,253,NA,1280,386,14,2074,9862
2020-4-11,1611,44,8851,876,21,4643,277,NA,1400,457,19,2216,10462
2020-4-12,1719,49,9237,938,23,4938,297,NA,1442,483,21,2246,10956
2020-4-13,1865,54,9558,985,25,5101,306,NA,1467,573,22,2370,11423
2020-4-14,2059,61,9940,1023,29,5212,355,NA,1581,680,24,2480,11999
2020-4-15,2121,68,10036,1043,31,5249,367,NA,1599,710,28,2518,12157
2020-4-16,2234,71,10327,1101,32,5448,378,NA,1622,754,29,2575,12561
2020-4-17,2519,77,10814,1187,33,5687,426,12,1724,904,32,2679,13333
2020-4-18,2637,87,11175,1270,37,5949,449,15,1783,916,35,2702,13812
2020-4-19,2839,91,11419,1290,38,6006,462,16,1805,1085,37,2857,14258
2020-4-2,482,16,4155,289,NA,2231,69,NA,618,124,NA,1041,4637
2020-4-20,3028,101,11795,1366,42,6186,491,17,1890,1169,42,2950,14823
2020-4-21,3306,106,12156,1426,43,6252,534,19,1976,1344,44,3134,15462
2020-4-22,3434,119,12382,1468,51,6320,569,20,2044,1395,48,3209,15816
2020-4-23,3577,133,12680,1572,61,6559,587,20,2083,1416,52,3224,16257
2020-4-24,3713,149,12868,1590,69,6596,609,24,2139,1512,56,3309,16581
2020-4-25,4168,157,13859,1689,72,7040,653,26,2265,1823,59,3692,18027
2020-4-26,4298,170,14091,1720,79,7120,681,27,2302,1894,64,3791,18389
2020-4-27,4702,183,15144,1788,83,7360,763,29,2531,2148,71,4276,19846
2020-4-28,4810,194,15505,1805,88,7446,776,30,2574,2226,76,4484,20315
2020-4-29,4849,206,15616,1823,94,7489,788,33,2609,2235,79,4493,20465
2020-4-3,655,17,5165,428,NA,2937,89,NA,737,138,NA,1156,5820
2020-4-30,5045,212,16192,1943,96,7899,812,35,2669,2287,81,4584,21237
2020-4-4,714,17,5494,458,NA,3022,104,NA,850,152,NA,1249,6208
2020-4-5,784,19,5794,501,12,3216,114,NA,869,169,NA,1320,6578
2020-4-6,878,24,6245,546,15,3414,149,NA,1005,183,NA,1388,7123
2020-4-7,1104,28,7245,654,18,3851,177,NA,1099,273,NA,1794,8349
2020-4-8,1220,32,7581,687,19,3936,223,NA,1207,309,NA,1902,8801
2020-4-9,1319,34,7875,761,19,4139,231,NA,1238,326,12,1948,9194
2020-5-1,5175,224,16540,1969,102,8001,843,36,2749,2359,86,4726,21715
2020-5-10,7149,316,26132,2573,141,10635,1133,54,4312,3432,121,9092,33281
2020-5-11,7265,328,26967,2607,146,10821,1161,57,4472,3486,125,9463,34232
2020-5-12,7331,339,27470,2651,150,11066,1174,58,4596,3495,131,9541,34801
2020-5-13,7394,355,28026,2675,163,11243,1182,58,4686,3526,134,9793,35420
2020-5-14,7513,367,29076,2723,168,11702,1201,61,4853,3578,138,10142,36589
2020-5-15,7960,378,31982,2840,177,12727,1272,62,5153,3837,139,11582,39942
2020-5-16,8098,388,33118,2950,184,13408,1286,62,5315,3850,142,11813,41216
2020-5-17,8287,398,34824,3032,192,13926,1311,63,5473,3932,143,12757,43111
2020-5-18,8397,405,35832,3084,198,14319,1323,63,5583,3977,144,13194,44229
2020-5-19,8474,416,36337,3137,204,14647,1338,65,5655,3986,147,13259,44811
2020-5-2,5328,236,16918,1994,109,8054,872,37,2852,2458,90,4933,22246
2020-5-20,8573,424,37055,3196,210,15017,1354,65,5734,4010,149,13482,45628
2020-5-21,8705,429,38036,3268,212,15433,1371,66,5807,4053,151,13920,46741
2020-5-22,8816,434,39050,3345,214,15976,1386,66,5910,4072,154,14227,47866
2020-5-23,8948,440,40146,3426,218,16610,1414,66,6076,4095,156,14458,49094
2020-5-24,9105,448,41920,3553,221,17851,1428,70,6240,4110,157,14760,51025
2020-5-25,9198,454,42823,3617,224,18419,1438,71,6359,4129,159,14937,52021
2020-5-26,9233,464,43277,3638,230,18657,1443,74,6479,4138,160,14995,52510
2020-5-27,9309,474,44502,3682,238,19124,1462,74,7006,4151,162,15137,53811
2020-5-28,9388,482,45119,3748,242,19500,1469,76,7119,4157,164,15222,54507
2020-5-29,9544,489,46374,3825,245,19970,1502,78,7226,4203,166,15816,55918
2020-5-3,5629,248,18105,2142,113,8629,894,41,2958,2588,94,5387,23734
2020-5-30,9613,493,47507,3864,248,20475,1510,78,7352,4224,167,16263,57120
2020-5-31,9741,496,49339,3962,249,21174,1517,80,7461,4247,167,17206,59080
2020-5-4,5845,258,18826,2175,117,8727,926,42,3068,2739,99,5819,24671
2020-5-5,6011,269,19231,2214,122,8893,990,42,3188,2801,105,5892,25242
2020-5-6,6201,272,19930,2253,123,9026,1001,42,3258,2941,107,6357,26131
2020-5-7,6376,288,20810,2344,126,9398,1026,45,3386,3000,117,6610,27186
2020-5-8,6542,301,22218,2403,132,9692,1057,49,3747,3075,120,7017,28760
2020-5-9,6664,305,23340,2447,134,9928,1091,51,4155,3118,120,7296,30004
2020-6-1,9799,499,50553,3989,250,21897,1526,81,7548,4269,168,17548,60352
2020-6-10,10299,532,60025,4333,264,27549,1598,90,8680,4351,178,19745,70324
2020-6-11,10357,534,62679,4384,264,29286,1601,91,9064,4355,179,20109,73036
2020-6-12,10417,536,64828,4424,265,30734,1608,92,9254,4368,179,20439,75245
2020-6-13,10460,539,66303,4458,267,31722,1610,93,9345,4375,179,20696,76763
2020-6-14,10535,540,68893,4512,268,33624,1619,93,9631,4387,179,20946,79428
2020-6-15,10595,542,70143,4546,269,34324,1630,93,9796,4402,180,21238,80738
2020-6-16,10642,543,70600,4584,269,34554,1636,93,9902,4405,181,21307,81242
2020-6-17,10705,546,72511,4639,271,36240,1640,93,9967,4409,182,21378,83216
2020-6-18,10745,547,74112,4672,272,37385,1644,93,10111,4412,182,21583,84857
2020-6-19,10794,551,75922,4706,273,38444,1648,94,10249,4423,184,22099,86716
2020-6-2,9835,500,51321,4013,250,22181,1529,81,7822,4278,169,17679,61156
2020-6-20,10883,551,78232,4781,273,40260,1653,94,10490,4432,184,22252,89115
2020-6-21,10928,554,79847,4814,275,41363,1659,95,10566,4438,184,22624,90775
2020-6-22,10975,556,80575,4844,275,41749,1667,96,10682,4447,185,22816,91550
2020-6-23,11018,556,81188,4863,275,41935,1676,96,10784,4462,185,23100,92206
2020-6-24,11116,558,83710,4942,276,43750,1681,96,11097,4476,186,23381,94826
2020-6-25,11198,558,84684,5002,276,44342,1690,96,11228,4486,186,23535,95882
2020-6-26,11310,560,86993,5055,277,45551,1718,97,11859,4517,186,23847,98303
2020-6-27,11443,561,88416,5101,278,46077,1727,97,11955,4595,186,24576,99859
2020-6-28,11598,563,91581,5214,279,48828,1737,98,12047,4624,186,24770,103179
2020-6-29,11678,564,92386,5238,279,49163,1755,99,12153,4662,186,25093,104064
2020-6-3,9878,504,52185,4042,250,22672,1532,84,7920,4289,170,17906,62063
2020-6-30,11719,565,92835,5257,280,49395,1768,99,12257,4671,186,25169,104554
2020-6-4,9936,516,52920,4079,255,23092,1545,86,8021,4297,175,18067,62856
2020-6-5,10013,520,53686,4133,259,23573,1554,86,8123,4311,175,18219,63699
2020-6-6,10095,520,54878,4196,259,24501,1571,86,8234,4313,175,18318,64973
2020-6-7,10142,523,55742,4237,261,25163,1572,87,8292,4318,175,18419,65884
2020-6-8,10194,526,56473,4272,262,25583,1579,88,8366,4328,176,18633,66667
2020-6-9,10230,530,57392,4291,262,25883,1583,90,8453,4341,178,19071,67622
2020-7-1,11906,566,96816,5350,280,51317,1782,100,12846,4747,186,26326,108722
2020-7-10,12967,574,113045,5829,286,59844,1969,102,14424,5130,186,31349,126012
2020-7-11,13186,575,116042,5879,286,60963,2023,103,15357,5243,186,32168,129228
2020-7-12,13367,578,117836,5922,286,62035,2040,105,15497,5364,187,32619,131203
2020-7-13,13494,580,119931,5992,287,63616,2058,105,15637,5403,188,32861,133425
2020-7-14,13588,580,121577,6047,287,64646,2071,105,15809,5428,188,33205,135165
2020-7-15,13669,580,122910,6083,287,65483,2090,105,15985,5454,188,33421,136579
2020-7-16,13795,580,126062,6130,287,66475,2116,105,16930,5506,188,34462,139857
2020-7-17,13875,580,128032,6174,287,67951,2137,105,17072,5521,188,34707,141907
2020-7-18,13961,582,130046,6214,289,69001,2144,105,17259,5560,188,35351,144007
2020-7-19,14074,585,132721,6275,291,70896,2164,106,17468,5592,188,35775,146795
2020-7-2,12064,567,98908,5430,280,52477,1798,101,12955,4806,186,26996,110972
2020-7-20,14218,585,134857,6370,291,72273,2173,106,17653,5632,188,36184,149075
2020-7-21,14278,587,135844,6394,291,72787,2187,106,17848,5653,190,36393,150122
2020-7-22,14427,589,138449,6465,292,74192,2228,106,18489,5690,191,36794,152876
2020-7-23,14503,589,140022,6499,292,74835,2242,106,18705,5717,191,37403,154525
2020-7-24,14615,591,142532,6560,293,76363,2254,106,18993,5755,192,37868,157147
2020-7-25,14732,593,145343,6632,294,77919,2279,106,19445,5772,193,38321,160075
2020-7-26,14844,594,148132,6707,295,79763,2291,106,19660,5794,193,38862,162976
2020-7-27,14916,595,149537,6742,295,80552,2298,107,19813,5824,193,39235,164453
2020-7-28,15059,595,151671,6843,295,82053,2313,107,20023,5844,193,39570,166730
2020-7-29,15151,596,153329,6909,296,83195,2329,107,20280,5853,193,39717,168480
2020-7-3,12139,567,101006,5480,280,54179,1813,101,13078,4816,186,27184,113145
2020-7-30,15251,596,155276,6974,296,84371,2348,107,20504,5869,193,40129,170527
2020-7-31,15343,597,156674,7023,297,85018,2362,107,20712,5898,193,40591,172017
2020-7-4,12346,568,105341,5587,281,56110,1839,101,13404,4887,186,29000,117687
2020-7-5,12458,570,106816,5650,283,56677,1852,101,13535,4922,186,29685,119274
2020-7-6,12578,571,108151,5686,284,57293,1894,101,13753,4962,186,30068,120729
2020-7-7,12632,572,108446,5700,285,57511,1906,101,13781,4989,186,30104,121078
2020-7-8,12707,573,109455,5744,285,58093,1916,102,13954,5010,186,30300,122162
2020-7-9,12851,573,111683,5790,285,59387,1949,102,14249,5073,186,30762,124534
2020-8-1,15437,599,158508,7070,298,85949,2379,107,20979,5926,194,41072,173945
2020-8-10,16097,605,174141,7481,301,95663,2487,109,23077,6061,195,43887,190238
2020-8-11,16165,607,175243,7512,302,96238,2508,109,23301,6076,196,44087,191408
2020-8-12,16260,607,177002,7564,302,97413,2529,109,23597,6098,196,44258,193262
2020-8-13,16332,607,178406,7599,302,98113,2544,109,23828,6119,196,44566,194738
2020-8-14,16401,607,179602,7650,302,98756,2550,109,24044,6130,196,44825,196003
2020-8-15,16458,607,181094,7685,302,99881,2562,109,24178,6140,196,44992,197552
2020-8-16,16548,607,183154,7740,302,101148,2577,109,24414,6160,196,45436,199702
2020-8-17,16602,609,184238,7767,302,101699,2588,110,24661,6176,197,45684,200840
2020-8-18,16647,610,185194,7802,302,102419,2595,111,24747,6179,197,45785,201841
2020-8-19,16731,610,187110,7849,302,103656,2621,111,25064,6190,197,46017,203841
2020-8-2,15548,599,160987,7146,298,87495,2398,107,21298,5942,194,41509,176535
2020-8-20,16787,610,188033,7885,302,104110,2628,111,25168,6203,197,46335,204820
2020-8-21,16871,611,189787,7929,303,105248,2645,111,25473,6225,197,46550,206658
2020-8-22,16960,612,191628,7994,303,106394,2652,111,25762,6241,198,46879,208588
2020-8-23,17027,613,193184,8041,303,107434,2658,112,25986,6255,198,47099,210211
2020-8-24,17107,613,194955,8093,303,108561,2671,112,26150,6270,198,47512,212062
2020-8-25,17176,613,196655,8141,303,109771,2680,112,26331,6281,198,47710,213831
2020-8-26,17243,613,197611,8178,303,110387,2698,112,26489,6293,198,47840,214854
2020-8-27,17373,613,200349,8250,303,112279,2721,112,26787,6328,198,48249,217722
2020-8-28,17477,614,201935,8315,304,113272,2729,112,27061,6359,198,48486,219412
2020-8-29,17586,614,203699,8387,304,114463,2742,112,27271,6383,198,48762,221285
2020-8-3,15625,599,162479,7200,298,88334,2409,107,21540,5954,194,41814,178104
2020-8-30,17686,614,205825,8441,304,115872,2762,112,27525,6409,198,49125,223511
2020-8-31,17782,616,207228,8504,306,116774,2777,112,27658,6427,198,49434,225010
2020-8-4,15686,600,163631,7238,299,89088,2422,107,21652,5963,194,42043,179317
2020-8-5,15760,605,165450,7293,301,90497,2433,109,21824,5971,195,42173,181210
2020-8-6,15846,605,167343,7344,301,91635,2451,109,22082,5988,195,42507,183189
2020-8-7,15906,605,168370,7373,301,92112,2461,109,22262,6009,195,42816,184276
2020-8-8,15959,605,170418,7403,301,93369,2469,109,22522,6024,195,43229,186377
2020-8-9,16029,605,172734,7444,301,94755,2479,109,22913,6038,195,43621,188763
2020-9-1,17849,619,210016,8554,308,118517,2784,112,27886,6437,199,50223,227865
2020-9-10,18724,627,224235,9174,311,127944,2905,116,29736,6571,200,52625,242959
2020-9-11,18858,629,225711,9267,312,128975,2926,116,29911,6591,201,52835,244569
2020-9-12,18992,629,227243,9383,312,130038,2931,116,30085,6604,201,53081,246235
2020-9-13,19094,629,228331,9440,312,130592,2954,116,30327,6626,201,53317,247425
2020-9-14,19180,630,229710,9508,312,131522,2963,116,30470,6635,202,53563,248890
2020-9-15,19264,631,231305,9580,312,132652,2971,116,30566,6639,203,53862,250569
2020-9-16,19354,633,232455,9649,314,133426,2980,116,30703,6651,203,54047,251809
2020-9-17,19496,633,233873,9749,314,134433,2995,116,30867,6677,203,54245,253369
2020-9-18,19578,633,234822,9789,314,134917,3006,116,31002,6708,203,54516,254400
2020-9-19,19699,634,236387,9863,315,135898,3023,116,31229,6737,203,54804,256086
2020-9-2,17961,621,212332,8630,310,120281,2806,112,28159,6451,199,50415,230293
2020-9-20,19800,634,238020,9934,315,137014,3037,116,31404,6753,203,55073,257820
2020-9-21,19890,635,239475,10002,315,137871,3046,116,31673,6766,204,55335,259365
2020-9-22,19973,637,240539,10055,316,138512,3064,117,31857,6778,204,55517,260512
2020-9-23,20094,639,242216,10150,317,139843,3073,117,31976,6795,205,55699,262310
2020-9-24,20215,641,243513,10243,318,140755,3076,117,32040,6820,206,55952,263728
2020-9-25,20303,642,244430,10309,319,141410,3087,117,32145,6831,206,56059,264733
2020-9-26,20403,645,245888,10387,321,142420,3100,118,32313,6840,206,56284,266291
2020-9-27,20547,645,247849,10490,321,143648,3114,118,32558,6867,206,56652,268396
2020-9-28,20642,647,248975,10563,323,144243,3125,118,32730,6878,206,56961,269617
2020-9-29,20741,650,249941,10642,325,144840,3135,118,32878,6888,207,57143,270682
2020-9-3,18051,621,214210,8683,310,121263,2828,112,28432,6466,199,50956,232261
2020-9-30,20919,651,251362,10797,326,145983,3140,118,32962,6906,207,57296,272281
2020-9-4,18199,621,215961,8796,310,122593,2849,112,28562,6480,199,51169,234160
2020-9-5,18307,622,217907,8874,310,123907,2860,113,28706,6499,199,51606,236214
2020-9-6,18389,623,219454,8927,311,124943,2872,113,28914,6516,199,51843,237843
2020-9-7,18451,625,220711,8963,311,125484,2885,114,29337,6529,200,52094,239162
2020-9-8,18518,626,222021,9012,311,126423,2893,115,29526,6539,200,52214,240539
2020-9-9,18621,627,223156,9090,311,127331,2901,116,29603,6556,200,52324,241777
2021-1-1,58836,997,446881,33843,496,264221,9465,183,58430,15387,318,97238,505717
2021-1-10,65900,1028,466288,37717,511,275118,10592,188,61091,17437,329,101947,532188
2021-1-11,66407,1032,467718,38030,513,276050,10669,189,61259,17553,330,102201,534125
2021-1-12,67131,1037,470905,38449,514,277898,10797,191,61729,17730,332,102903,538036
2021-1-13,67994,1043,473435,38941,517,279238,10947,191,62035,17949,335,103637,541429
2021-1-14,68660,1048,475707,39319,521,280679,11067,192,62318,18115,335,104081,544367
2021-1-15,69303,1048,477573,39643,521,281686,11188,192,62671,18313,335,104475,546876
2021-1-16,70236,1048,480696,40172,521,283421,11349,192,63114,18555,335,105242,550932
2021-1-17,70865,1051,482571,40481,524,284363,11474,192,63395,18749,335,105771,553436
2021-1-18,71263,1056,483770,40734,528,285138,11535,192,63542,18832,336,105976,555033
2021-1-19,71729,1060,485715,40992,529,286247,11607,192,63834,18967,339,106445,557444
2021-1-2,59442,1003,448520,34174,497,265173,9574,184,58677,15553,322,97593,507962
2021-1-20,72483,1061,487834,41447,529,287542,11725,193,64067,19148,339,106948,560317
2021-1-21,73191,1062,490240,41798,530,288896,11856,193,64465,19367,339,107480,563431
2021-1-22,73869,1065,492809,42155,530,290371,12006,195,64953,19536,340,107972,566678
2021-1-23,74528,1065,494580,42480,530,291321,12141,195,65237,19733,340,108402,569108
2021-1-24,75148,1072,496977,42852,534,292730,12228,197,65468,19893,341,108997,572125
2021-1-25,75454,1073,497773,43003,535,293151,12296,197,65659,19980,341,109143,573227
2021-1-26,75798,1076,499629,43173,536,294179,12363,197,66010,20087,343,109595,575427
2021-1-27,76463,1078,501955,43527,538,295522,12511,197,66390,20248,343,110083,578418
2021-1-28,76922,1081,503741,43759,538,296493,12631,199,66724,20355,344,110480,580663
2021-1-29,77551,1081,506261,44073,538,297897,12746,199,67178,20550,344,111047,583812
2021-1-3,60286,1005,450709,34634,497,266346,9703,185,58950,15808,323,98177,510995
2021-1-4,61051,1006,452627,35077,497,267330,9826,185,59225,16006,324,98686,513678
2021-1-5,61680,1010,454452,35432,499,268419,9921,186,59463,16182,325,99145,516132
2021-1-6,62867,1015,456796,36154,502,269847,10077,188,59719,16487,325,99622,519663
2021-1-7,63432,1018,458458,36408,504,270643,10193,188,60014,16682,326,100129,521890
2021-1-8,64414,1019,461143,36901,504,272053,10348,188,60451,17014,327,100785,525557
2021-1-9,65209,1024,464123,37383,508,273988,10455,188,60795,17218,328,101327,529332
