date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-11-12,19701,5716,1450,50,11.1
2021-11-12,19702,8007,1450.6,61,17.1
2021-11-12,19703,2183,1511.9,19,12
2021-11-12,19706,NA,NA,NA,NA
2021-11-12,19707,1912,1354.4,49,17.2
2021-11-12,19709,7037,1737.6,60,16.4
2021-11-12,19711,7334,1266.9,75,12.1
2021-11-12,19713,4674,1591.8,75,18
2021-11-12,19716,NA,NA,NA,NA
2021-11-12,19717,381,390.6,0,0
2021-11-12,19720,10503,1787.5,111,17.8
2021-11-12,19730,NA,NA,NA,NA
2021-11-12,19731,NA,NA,NA,NA
2021-11-12,19732,NA,NA,NA,NA
2021-11-12,19733,NA,NA,NA,NA
2021-11-12,19734,2218,1876.7,20,19.6
2021-11-12,19736,NA,NA,NA,NA
2021-11-12,19801,3094,1835.8,24,24.4
2021-11-12,19802,4106,1642.3,43,14.6
2021-11-12,19803,2634,1390.6,80,17
2021-11-12,19804,3006,1777.1,39,16.4
2021-11-12,19805,7193,1910.2,84,26
2021-11-12,19806,1242,1317.1,41,23.7
2021-11-12,19807,910,1544.9,12,6.3
2021-11-12,19808,5291,1457.2,86,15.4
2021-11-12,19809,1718,1164.2,29,17.6
2021-11-12,19810,2607,1099.2,47,10.5
2021-11-12,19901,5140,1420.3,89,21.4
2021-11-12,19902,NA,NA,NA,NA
2021-11-12,19904,5583,1530.6,142,30.6
2021-11-12,19930,NA,NA,NA,NA
2021-11-12,19931,NA,NA,NA,NA
2021-11-12,19933,1606,1616.3,31,30.9
2021-11-12,19934,1834,1404.4,24,12.8
2021-11-12,19938,1498,1792.1,14,14.3
2021-11-12,19939,1011,1534.4,12,8.1
2021-11-12,19940,1064,2001.1,NA,NA
2021-11-12,19941,478,1820.9,NA,NA
2021-11-12,19943,1826,1461.6,22,14.2
2021-11-12,19944,NA,NA,NA,NA
2021-11-12,19945,1235,2264.6,11,9.6
2021-11-12,19946,756,1538.3,NA,NA
2021-11-12,19947,4189,2236.2,60,28.6
2021-11-12,19950,1174,1679.4,31,26.3
2021-11-12,19951,NA,NA,NA,NA
2021-11-12,19952,1564,1689.8,20,13.5
2021-11-12,19953,562,1401.6,NA,NA
2021-11-12,19954,NA,NA,NA,NA
2021-11-12,19956,2886,2019.5,40,23.7
2021-11-12,19958,3114,1526.3,88,14.6
2021-11-12,19960,1173,1908.9,12,13.8
2021-11-12,19962,1934,1726.3,13,7.8
2021-11-12,19963,3282,1649.4,90,29.3
2021-11-12,19964,NA,NA,NA,NA
2021-11-12,19966,4539,1747.8,93,18.4
2021-11-12,19967,NA,NA,NA,NA
2021-11-12,19968,1463,1463.1,17,11.9
2021-11-12,19970,968,1488.9,NA,NA
2021-11-12,19971,1812,1932,35,10.1
2021-11-12,19973,4522,1907.6,83,24
2021-11-12,19975,1425,1847.3,15,6.2
2021-11-12,19977,4683,1855.3,84,29.3
2021-11-12,19979,NA,NA,NA,NA
