date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21061,669,235907,1854,10917,334,136801,1135,3138,119,30693,259,6927,216,54195,277
2020-10-10,22307,686,252921,2627,11737,346,148716,1970,3240,120,32420,234,7249,220,56752,347
2020-10-11,22469,691,256088,3329,11831,350,151186,2564,3259,120,32616,215,7298,221,57098,395
2020-10-12,22572,692,257302,1317,11890,351,151954,827,3270,120,32763,158,7331,221,57361,296
2020-10-13,22643,694,258187,956,11930,352,152445,531,3275,120,32892,134,7357,222,57570,235
2020-10-14,22733,695,259696,1599,11987,352,153477,1089,3288,120,33079,200,7377,223,57779,229
2020-10-15,22899,699,261757,2227,12092,356,154823,1451,3303,120,33260,196,7423,223,58134,401
2020-10-16,23136,700,264535,3015,12215,356,156420,1720,3340,120,33556,333,7500,224,58887,830
2020-10-17,23282,703,266941,2552,12308,359,158042,1715,3352,120,33848,304,7541,224,59249,403
2020-10-18,23389,705,268407,1573,12360,360,158920,930,3365,120,34005,170,7583,225,59607,400
2020-10-19,23503,710,269842,1549,12425,361,159792,937,3381,120,34195,206,7616,229,59923,349
2020-10-2,21235,673,237673,1940,11028,337,137894,1204,3152,119,30888,209,6976,217,54531,385
2020-10-20,23564,714,270483,702,12471,363,160212,466,3383,121,34262,69,7629,230,60053,143
2020-10-21,23705,716,271770,1428,12547,364,160949,813,3396,121,34450,201,7681,231,60346,345
2020-10-22,23872,720,273454,1851,12642,364,161999,1145,3415,121,34629,198,7734,235,60728,435
2020-10-23,24031,724,275223,1928,12730,364,163010,1099,3427,121,34829,212,7793,239,61213,544
2020-10-24,24153,728,276985,1884,12799,367,164209,1268,3444,121,35022,210,7829,240,61499,322
2020-10-25,24354,735,279254,2470,12923,371,165722,1637,3467,121,35281,282,7883,243,61913,468
2020-10-26,24439,736,280155,986,12963,372,166217,535,3484,121,35442,178,7911,243,62130,245
2020-10-27,24575,736,281647,1628,13039,372,167133,992,3502,121,35585,161,7953,243,62455,367
2020-10-28,24735,740,282862,1375,13133,374,167862,823,3526,121,35691,130,7995,245,62697,284
2020-10-29,24929,748,284630,1962,13222,378,168933,1160,3559,122,35904,246,8067,248,63081,456
2020-10-3,21360,675,239037,1489,11105,338,138674,857,3166,119,31086,212,7010,218,54848,351
2020-10-30,25124,750,286461,2026,13334,378,170165,1344,3582,123,36076,195,8127,249,63442,421
2020-10-31,25312,754,287794,1521,13411,379,170828,740,3623,123,36307,272,8197,252,63806,434
2020-10-4,21517,676,241043,2163,11220,339,139948,1389,3175,119,31320,243,7042,218,55243,427
2020-10-5,21604,678,241889,933,11275,341,140472,579,3181,119,31437,123,7068,218,55396,179
2020-10-6,21737,678,243582,1826,11355,341,141678,1286,3195,119,31588,165,7107,218,55650,293
2020-10-7,21836,681,245207,1724,11424,343,142961,1352,3198,120,31646,61,7134,218,55861,238
2020-10-8,21993,683,247632,2582,11534,344,144849,1998,3205,120,31851,212,7174,219,56099,278
2020-10-9,22174,685,250427,2976,11651,345,146832,2100,3227,120,32199,370,7215,220,56439,381
2020-11-1,25498,757,289706,2098,13548,382,172204,1513,3631,123,36455,156,8238,252,64115,350
2020-11-10,27533,779,302697,1451,14826,393,180176,764,3892,125,38167,268,8732,261,66688,327
2020-11-11,27732,782,303994,1496,14950,394,180852,800,3916,125,38368,225,8783,263,66989,352
2020-11-12,28197,784,306367,2838,15262,395,182433,1893,3969,125,38574,259,8883,264,67456,567
2020-11-13,28578,788,308045,2059,15490,396,183380,1175,4041,125,38881,379,8962,267,67793,416
2020-11-14,28986,789,309996,2359,15777,396,184573,1480,4058,125,39089,225,9066,268,68241,552
2020-11-15,29388,793,312517,2923,16019,397,185975,1644,4115,126,39436,404,9169,270,68883,745
2020-11-16,29753,797,314639,2487,16283,398,187383,1672,4156,126,39673,278,9229,273,69244,421
2020-11-17,29975,800,315593,1176,16411,400,187888,633,4190,127,39840,201,9289,273,69457,273
2020-11-18,30371,803,317440,2243,16652,402,188939,1292,4247,127,40107,324,9386,274,69829,469
2020-11-19,31019,806,320802,4010,17056,403,190879,2344,4348,129,40565,559,9529,274,70565,879
2020-11-2,25599,759,290540,935,13600,383,172682,530,3644,124,36549,107,8274,252,64343,264
2020-11-20,31539,810,323765,3483,17429,404,192809,2303,4401,130,40843,331,9623,276,71127,656
2020-11-21,32032,812,326621,3349,17762,404,194316,1840,4464,130,41319,539,9720,278,71813,783
2020-11-22,32419,817,328599,2365,17994,406,195436,1352,4516,132,41547,280,9822,279,72339,628
2020-11-23,32872,824,331357,3211,18292,409,197267,2129,4578,135,41833,348,9911,280,72840,590
2020-11-24,33192,828,333394,2357,18520,412,198656,1617,4621,136,42002,212,9960,280,73193,402
2020-11-25,33779,830,336462,3655,18872,412,200243,1939,4702,136,42273,352,10112,282,74175,1134
2020-11-26,34354,833,339380,3493,19253,413,201877,2015,4798,137,42719,542,10210,283,74803,726
2020-11-27,34866,838,341927,3059,19585,415,203397,1852,4902,138,43090,475,10285,285,75152,424
2020-11-28,35473,841,344453,3133,19978,417,205101,2097,4980,139,43311,299,10419,285,75610,592
2020-11-29,35895,846,345991,1960,20207,419,205861,989,5109,141,43701,519,10482,286,75890,343
2020-11-3,25716,763,291358,935,13656,383,173144,518,3653,124,36672,132,8326,256,64544,253
2020-11-30,36581,850,348233,2928,20684,421,207298,1914,5204,141,43949,343,10595,288,76277,500
2020-11-4,25938,764,292764,1628,13787,384,173882,869,3699,124,36866,240,8371,256,64915,416
2020-11-5,26233,766,294795,2326,13983,386,175247,1561,3733,124,37076,244,8436,256,65236,386
2020-11-6,26454,768,296490,1916,14129,387,176262,1161,3756,124,37386,333,8488,257,65525,341
2020-11-7,26771,771,298333,2160,14346,389,177366,1321,3794,124,37663,315,8548,258,65883,418
2020-11-8,27084,772,300215,2195,14563,390,178665,1516,3824,124,37869,236,8614,258,66168,351
2020-11-9,27289,774,301490,1480,14699,390,179539,1010,3840,124,37951,98,8667,260,66426,311
2020-12-1,36952,857,349202,1340,20891,426,207815,724,5299,143,44167,313,10664,288,76468,260
2020-12-10,44145,917,370524,3154,25345,457,220447,1621,6732,165,47236,499,11959,295,80564,817
2020-12-11,45236,922,373858,4425,26032,459,222540,2780,6930,166,47609,571,12159,297,81205,841
2020-12-12,45855,929,376056,2817,26368,464,223640,1436,7025,167,47949,435,12345,298,81799,780
2020-12-13,46894,943,379288,4271,26955,474,225343,2290,7217,168,48503,746,12602,301,82548,1006
2020-12-14,47601,950,381531,2950,27423,478,226813,1938,7323,169,48730,333,12732,303,82915,497
2020-12-15,48446,959,384295,3609,27965,482,228441,2170,7480,172,49225,652,12876,305,83380,609
2020-12-16,49319,972,386911,3489,28476,490,229798,1868,7639,175,49653,587,13078,307,84017,839
2020-12-17,49673,980,388134,1577,28650,494,230460,836,7715,178,49813,236,13181,308,84330,416
2020-12-18,50721,988,391238,4152,29297,498,232288,2475,7869,181,50186,527,13426,309,85060,975
2020-12-19,51221,1002,392905,2167,29563,506,233115,1093,7950,183,50407,302,13578,313,85594,686
2020-12-2,37746,860,351539,3131,21424,429,209203,1921,5425,143,44485,444,10798,288,76871,537
2020-12-20,51696,1017,394582,2152,29762,517,233760,844,8067,184,50779,489,13737,316,86096,661
2020-12-21,52291,1024,396303,2316,30130,521,234756,1364,8178,187,51067,399,13851,316,86422,440
2020-12-22,52920,1033,397861,2187,30559,526,235745,1418,8298,190,51323,376,13931,317,86685,343
2020-12-23,53724,1044,400686,3629,31047,531,237370,2113,8407,194,51625,411,14137,319,87395,916
2020-12-24,54372,1054,402953,2915,31494,536,238822,1899,8496,197,51860,324,14249,321,87900,617
2020-12-25,55202,1066,405668,3545,31896,542,240075,1655,8732,198,52287,663,14440,326,88702,993
2020-12-26,55793,1077,407540,2463,32229,549,241096,1354,8843,201,52599,423,14583,327,89132,573
2020-12-27,56270,1094,408910,1847,32523,563,242051,1249,8921,204,52701,180,14686,327,89375,346
2020-12-28,56996,1105,410626,2442,33002,567,243152,1580,9032,207,52909,319,14819,331,89684,442
2020-12-29,57412,1112,411969,1759,33272,570,244019,1137,9108,210,53075,242,14889,332,89971,357
2020-12-3,38684,868,353979,3378,21960,434,210619,1952,5671,145,44902,663,10953,289,77297,581
2020-12-30,58296,1121,414017,2932,33821,575,245221,1751,9257,211,53360,434,15071,335,90448,659
2020-12-31,58923,1132,415402,2012,34059,581,245919,936,9411,213,53568,362,15306,338,90880,667
2020-12-4,39378,872,355932,2647,22410,437,211834,1665,5806,145,45149,382,11061,290,77656,467
2020-12-5,40188,879,358339,3217,22902,441,213184,1842,5972,147,45480,497,11212,291,78253,748
2020-12-6,41016,886,361306,3795,23327,444,214649,1890,6183,151,46122,853,11404,291,78858,797
2020-12-7,41754,892,363551,2983,23774,446,216088,1886,6327,155,46410,432,11550,291,79263,551
2020-12-8,42699,896,366077,3471,24461,448,217897,2496,6466,157,46647,376,11668,291,79602,457
2020-12-9,43345,910,368170,2739,24924,453,219247,1813,6563,163,46906,356,11750,294,79956,436
2020-3-10,13,0,17,4,12,0,11,3,0,0,NA,0,0,0,NA,1
2020-3-11,17,0,21,8,11,0,12,5,0,0,NA,0,NA,0,NA,3
2020-3-12,17,0,31,10,11,0,19,7,0,0,NA,0,NA,0,NA,3
2020-3-13,18,0,50,20,12,0,29,11,0,0,NA,NA,NA,0,17,8
2020-3-14,18,0,68,18,12,0,41,12,0,0,NA,NA,NA,0,19,2
2020-3-15,21,0,84,19,12,0,51,10,NA,0,11,6,NA,0,22,3
2020-3-16,22,0,102,19,11,0,58,8,NA,0,16,5,NA,0,28,6
2020-3-17,26,0,140,42,13,0,82,27,NA,0,24,9,NA,0,34,6
2020-3-18,37,0,194,65,21,0,90,16,NA,0,28,5,NA,0,76,44
2020-3-19,50,0,436,255,28,0,158,75,NA,0,52,27,12,0,221,148
2020-3-20,59,0,522,95,32,0,205,51,NA,0,64,12,16,0,248,31
2020-3-21,66,0,578,63,37,0,237,37,NA,0,72,8,18,0,264,18
2020-3-22,79,0,604,39,46,0,253,25,NA,0,76,4,22,0,270,10
2020-3-23,118,0,861,296,70,0,400,171,15,0,106,35,32,0,336,76
2020-3-24,149,1,1186,356,91,0,652,273,22,0,141,42,35,NA,356,23
2020-3-25,167,2,1391,223,102,NA,789,148,25,0,157,19,39,NA,395,43
2020-3-26,190,3,1641,273,114,NA,899,122,29,0,220,67,46,NA,451,63
2020-3-27,228,5,1839,236,139,NA,960,86,35,0,287,73,53,NA,488,44
2020-3-28,276,9,2118,327,158,NA,1080,139,40,NA,333,51,77,NA,581,117
2020-3-29,322,10,2320,248,180,NA,1203,145,47,NA,369,43,94,NA,605,41
2020-3-30,358,11,2624,340,212,NA,1369,198,47,NA,392,23,98,NA,703,102
2020-3-31,428,12,3109,555,254,NA,1583,256,59,NA,500,120,114,NA,828,141
2020-3-8,13,0,9,0,12,0,NA,0,0,0,NA,0,0,0,NA,0
2020-3-9,13,0,13,4,12,0,NA,2,0,0,NA,NA,0,0,NA,1
2020-4-1,465,13,3468,396,278,NA,1736,177,64,NA,537,42,122,NA,963,143
2020-4-10,1489,36,7758,635,842,19,4116,383,253,NA,1171,60,392,14,1948,180
