date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-03-22,19701,3580,920,30,7.5
2021-03-22,19702,5082,922.2,42,12.7
2021-03-22,19703,1328,947.3,15,9.1
2021-03-22,19706,NA,NA,NA,NA
2021-03-22,19707,1301,884.9,41,13.7
2021-03-22,19709,4272,1099.1,39,12
2021-03-22,19711,5075,835.7,54,8.8
2021-03-22,19713,3136,1060.6,58,13.8
2021-03-22,19716,NA,NA,NA,NA
2021-03-22,19717,174,378.5,0,0
2021-03-22,19720,6814,1112.1,78,12.6
2021-03-22,19730,NA,NA,NA,NA
2021-03-22,19731,NA,NA,NA,NA
2021-03-22,19732,NA,NA,NA,NA
2021-03-22,19733,NA,NA,NA,NA
2021-03-22,19734,1304,1090.4,12,12
2021-03-22,19736,NA,NA,NA,NA
2021-03-22,19801,1854,1112.5,18,16.3
2021-03-22,19802,2371,908.1,27,10.6
2021-03-22,19803,1782,881,69,14.7
2021-03-22,19804,2000,1167.3,27,12.5
2021-03-22,19805,4587,1211.5,71,21.4
2021-03-22,19806,863,865,30,17.6
2021-03-22,19807,595,1048.6,NA,NA
2021-03-22,19808,3550,907.6,64,10.7
2021-03-22,19809,1057,714.5,24,14
2021-03-22,19810,1691,709.4,34,7.8
2021-03-22,19901,2905,777.9,64,15.3
2021-03-22,19902,NA,NA,NA,NA
2021-03-22,19904,3268,922.2,107,23.6
2021-03-22,19930,NA,NA,NA,NA
2021-03-22,19931,NA,NA,NA,NA
2021-03-22,19933,997,1007,20,20.1
2021-03-22,19934,990,715.6,14,7.4
2021-03-22,19938,814,983.6,NA,NA
2021-03-22,19939,634,941.3,NA,NA
2021-03-22,19940,604,1099.2,NA,NA
2021-03-22,19941,299,1197.6,NA,NA
2021-03-22,19943,923,808.9,14,10
2021-03-22,19944,NA,NA,NA,NA
2021-03-22,19945,755,1225.3,NA,NA
2021-03-22,19946,422,854.5,NA,NA
2021-03-22,19947,3087,1628.4,41,17.7
2021-03-22,19950,642,870,19,16.3
2021-03-22,19951,NA,NA,NA,NA
2021-03-22,19952,828,828.7,12,7.9
2021-03-22,19953,341,794.3,NA,NA
2021-03-22,19954,NA,NA,NA,NA
2021-03-22,19956,1725,1213.6,26,16
2021-03-22,19958,2086,1021.9,70,12.9
2021-03-22,19960,752,1169.7,NA,NA
2021-03-22,19962,1039,922.6,NA,NA
2021-03-22,19963,2066,989.6,68,20.4
2021-03-22,19964,NA,NA,NA,NA
2021-03-22,19966,2898,1106.5,71,14.1
2021-03-22,19967,NA,NA,NA,NA
2021-03-22,19968,894,852.5,13,9.9
2021-03-22,19970,666,920.6,NA,NA
2021-03-22,19971,1286,1372.8,26,8.6
2021-03-22,19973,2794,1139,59,16.1
2021-03-22,19975,997,1180.8,NA,NA
2021-03-22,19977,2788,1067.3,60,23.3
2021-03-22,19979,NA,NA,NA,NA
