date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21065,655,244883,1934,110,10916,327,141611,1174,73,3141,118,32149,279,NA,6931,210,56288,282,22
2020-10-10,22305,672,262585,2725,128,11732,339,153970,2040,81,3243,119,33982,250,NA,7251,214,58945,354,37
2020-10-11,22464,676,265852,3426,129,11823,342,156514,2635,81,3262,119,34183,220,NA,7300,215,59305,409,34
2020-10-12,22567,677,267113,1364,56,11882,343,157317,862,29,3273,119,34335,163,NA,7333,215,59574,302,22
2020-10-13,22638,678,268035,993,108,11922,344,157824,547,53,3278,119,34471,141,17,7359,215,59793,245,32
2020-10-14,22729,679,269622,1678,162,11980,344,158902,1136,108,3291,119,34672,214,NA,7379,216,60014,241,38
2020-10-15,22893,683,271776,2318,131,12085,348,160309,1512,74,3306,119,34865,208,17,7423,216,60381,411,36
2020-10-16,23132,684,274665,3128,181,12208,348,161969,1783,118,3344,119,35179,352,13,7501,217,61158,855,50
2020-10-17,23278,687,277153,2634,50,12301,351,163636,1760,25,3356,119,35483,316,NA,7542,217,61537,420,16
2020-10-18,23382,689,278682,1633,113,12350,352,164546,959,56,3369,119,35654,184,NA,7584,218,61912,417,45
2020-10-19,23496,693,280163,1595,81,12415,353,165440,959,46,3385,119,35858,220,NA,7617,221,62236,357,24
2020-10-2,21239,659,246718,2009,156,11027,330,142743,1243,128,3156,118,32356,222,NA,6979,211,56637,397,21
2020-10-20,23554,696,280826,721,105,12458,354,165876,479,68,3387,120,35928,72,NA,7630,222,62368,145,29
2020-10-21,23695,698,282171,1486,145,12534,355,166642,842,92,3400,120,36128,213,12,7682,223,62677,361,38
2020-10-22,23864,702,283930,1928,147,12631,355,167727,1182,82,3419,120,36314,205,NA,7735,227,63082,458,52
2020-10-23,24023,706,285783,2012,179,12719,355,168782,1143,85,3431,120,36527,225,23,7794,231,63589,566,62
2020-10-24,24146,710,287612,1952,123,12789,358,170021,1309,75,3447,120,36730,219,NA,7831,232,63887,335,32
2020-10-25,24349,717,289982,2573,96,12915,362,171604,1709,54,3470,120,37003,296,11,7885,235,64314,481,30
