date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21044,654,247327,1948,110,10902,326,143181,1185,73,3138,118,32477,281,NA,6927,210,56684,282,22
2020-10-10,22280,671,265245,2763,128,11714,338,155696,2069,81,3240,119,34325,252,NA,7247,214,59374,361,37
2020-10-11,22439,675,268547,3461,129,11805,341,158267,2662,81,3259,119,34531,225,NA,7296,215,59737,412,34
2020-10-12,22542,676,269824,1380,55,11864,342,159079,871,28,3270,119,34684,164,NA,7329,215,60011,307,22
2020-10-13,22613,677,270758,1005,108,11904,343,159593,554,53,3275,119,34823,144,17,7355,215,60231,246,32
2020-10-14,22705,678,272364,1698,162,11962,343,160683,1148,108,3289,119,35029,220,NA,7375,216,60454,243,38
2020-10-15,22871,682,274549,2351,130,12067,347,162111,1533,73,3304,119,35224,210,17,7421,216,60823,415,36
2020-10-16,23109,683,277476,3165,181,12189,347,163794,1805,118,3342,119,35545,359,13,7499,217,61607,862,50
2020-10-17,23254,686,279985,2654,50,12281,350,165480,1778,25,3354,119,35850,317,NA,7540,217,61987,421,16
2020-10-18,23358,688,281537,1656,113,12330,351,166401,970,56,3367,119,36027,190,NA,7582,218,62368,423,45
2020-10-19,23472,692,283046,1623,81,12395,352,167310,974,46,3383,119,36235,224,NA,7615,221,62701,366,24
2020-10-2,21217,658,249181,2027,156,11012,329,144325,1254,128,3153,118,32685,223,NA,6975,211,57037,401,21
2020-10-20,23530,695,283713,725,105,12438,353,167750,483,68,3385,120,36305,72,NA,7628,222,62833,145,29
2020-10-21,23671,697,285068,1496,145,12514,354,168524,850,92,3398,120,36506,214,12,7680,223,63142,361,38
2020-10-22,23839,701,286848,1948,147,12610,354,169625,1197,82,3417,120,36692,205,NA,7733,227,63552,463,52
2020-10-23,23998,705,288713,2024,179,12698,354,170688,1151,85,3429,120,36906,226,23,7792,231,64062,569,62
2020-10-24,24120,709,290557,1966,123,12768,357,171937,1319,75,3445,120,37109,219,NA,7828,232,64363,337,32
2020-10-25,24322,716,292953,2598,96,12893,361,173541,1729,54,3468,120,37384,298,11,7882,235,64793,484,30
2020-10-26,24408,717,293895,1028,68,12934,362,174060,560,30,3485,120,37551,184,NA,7910,235,65019,254,28
2020-10-27,24542,717,295477,1716,150,13009,362,175028,1043,109,3503,120,37701,168,15,7951,235,65371,393,22
2020-10-28,24700,721,296763,1444,175,13102,364,175799,864,101,3527,120,37819,142,22,7992,237,65624,294,44
2020-10-29,24892,729,298595,2024,176,13190,368,176906,1195,91,3560,121,38042,256,23,8063,240,66023,470,51
2020-10-3,21338,660,250605,1545,101,11086,330,145135,884,57,3167,118,32894,223,NA,7008,212,57371,367,34
2020-10-30,25091,731,300523,2127,159,13303,368,178203,1410,78,3585,122,38229,212,15,8124,241,66396,434,58
2020-10-31,25276,735,301936,1598,126,13378,369,178894,766,73,3625,122,38475,286,12,8194,244,66789,463,36
2020-10-4,21494,661,252729,2280,92,11200,331,146485,1464,70,3176,118,33142,257,NA,7040,212,57787,448,15
2020-10-5,21581,663,253628,986,78,11255,333,147035,605,45,3182,118,33273,137,14,7066,212,57949,188,17
2020-10-6,21711,663,255419,1921,102,11333,333,148309,1352,70,3195,118,33431,171,NA,7105,212,58219,309,22
2020-10-7,21811,666,257119,1800,124,11403,335,149650,1411,89,3198,119,33495,67,NA,7132,212,58439,247,23
2020-10-8,21968,668,259678,2716,185,11512,336,151640,2099,133,3205,119,33712,224,NA,7173,213,58693,295,34
2020-10-9,22148,670,262614,3116,133,11628,337,153713,2189,74,3227,119,34086,396,NA,7214,214,59046,394,47
2020-11-1,25460,738,303954,2202,113,13513,372,180338,1579,77,3633,122,38637,170,NA,8235,244,67115,367,29
2020-11-10,27479,758,317638,1516,219,14783,383,188680,804,132,3886,123,40473,276,28,8730,252,69843,335,51
2020-11-11,27676,760,319009,1568,446,14907,383,189385,829,318,3910,123,40682,233,22,8779,254,70164,370,79
2020-11-12,28138,762,321500,2953,304,15216,384,191043,1967,155,3962,123,40901,271,62,8880,255,70655,592,66
2020-11-13,28519,765,323263,2144,442,15444,385,192042,1227,319,4035,123,41218,390,27,8958,257,71010,433,87
2020-11-14,28920,766,325312,2450,232,15727,385,193302,1543,131,4052,123,41437,236,25,9059,258,71472,563,71
2020-11-15,29322,769,327958,3048,429,15969,386,194774,1714,313,4109,123,41802,422,33,9162,260,72147,778,70
2020-11-16,29683,773,330176,2579,187,16233,387,196234,1724,120,4150,123,42062,301,20,9218,263,72522,431,37
2020-11-17,29905,776,331172,1218,396,16360,389,196760,653,255,4184,124,42235,207,49,9279,263,72746,285,76
2020-11-18,30301,779,333107,2331,577,16600,391,197856,1336,364,4243,124,42514,338,57,9375,264,73143,493,122
2020-11-19,30945,782,336655,4192,455,17003,392,199897,2444,307,4342,126,42992,577,41,9517,264,73927,926,87
2020-11-2,25561,740,304820,967,81,13566,373,180831,546,55,3645,123,38740,115,NA,8271,244,67348,269,17
2020-11-20,31462,784,339764,3626,444,17372,392,201915,2387,254,4396,126,43293,355,74,9611,266,74515,682,91
2020-11-21,31959,786,342752,3485,396,17706,392,203485,1904,243,4459,126,43799,569,65,9711,268,75232,817,72
2020-11-22,32346,790,344842,2477,346,17937,394,204662,1408,227,4511,128,44047,300,27,9814,268,75788,659,70
2020-11-23,32792,796,347771,3375,425,18231,397,206603,2235,293,4573,130,44357,372,57,9900,269,76318,616,55
2020-11-24,33105,800,349907,2449,314,18454,400,208051,1671,230,4614,131,44542,226,27,9949,269,76689,420,48
2020-11-25,33694,802,353132,3814,640,18809,400,209712,2016,357,4695,131,44834,373,103,10100,271,77724,1186,154
2020-11-26,34271,805,356191,3636,506,19192,401,211410,2081,297,4790,132,45306,567,88,10199,272,78386,761,93
2020-11-27,34779,810,358868,3185,831,19523,403,212997,1918,543,4892,133,45696,492,126,10273,274,78760,448,131
2020-11-28,35387,813,361522,3262,351,19915,405,214777,2172,187,4971,134,45931,314,65,10408,274,79244,619,86
2020-11-29,35807,817,363139,2037,467,20141,407,215577,1026,310,5101,135,46344,543,53,10471,275,79539,358,94
2020-11-3,25678,744,305682,979,166,13622,373,181312,537,93,3654,123,38873,142,20,8323,248,67562,266,41
2020-11-30,36489,820,365507,3050,784,20616,408,217091,1989,582,5194,135,46614,363,78,10584,277,79947,521,94
2020-11-4,25896,745,307159,1695,222,13751,374,182089,906,140,3698,123,39078,249,31,8368,248,67951,434,38
2020-11-5,26190,747,309313,2448,206,13946,376,183528,1634,139,3731,123,39299,254,13,8434,248,68305,420,45
2020-11-6,26407,749,311101,2005,302,14090,377,184587,1203,169,3752,123,39635,357,40,8486,249,68611,358,80
2020-11-7,26719,752,313048,2259,243,14305,379,185742,1370,163,3789,123,39932,334,15,8545,250,68994,442,52
2020-11-8,27035,753,315018,2286,223,14523,380,187082,1558,148,3820,123,40157,256,11,8612,250,69302,375,61
2020-11-9,27241,755,316360,1548,148,14658,380,188001,1054,95,3836,123,40247,106,16,8667,252,69571,324,35
2020-12-1,36855,826,366523,1382,555,20818,412,217633,744,352,5289,137,46847,328,94,10653,277,80143,265,92
2020-12-10,43961,880,388784,3260,778,25205,441,230727,1674,465,6714,155,50107,524,145,11936,284,84462,843,140
2020-12-11,45047,885,392293,4595,1027,25890,443,232902,2860,616,6912,156,50511,602,153,12133,286,85148,883,209
2020-12-12,45660,892,394566,2886,762,26222,448,234035,1465,470,7007,157,50864,448,82,12317,287,85765,801,192
2020-12-13,46698,905,397936,4408,941,26806,457,235789,2338,544,7201,158,51458,788,176,12574,290,86551,1043,182
2020-12-14,47409,912,400239,3014,1056,27272,461,237281,1958,716,7311,159,51695,347,135,12706,292,86936,517,174
2020-12-15,48247,919,403101,3700,1053,27809,464,238945,2201,676,7467,162,52216,677,203,12849,293,87424,631,137
2020-12-16,49117,932,405819,3588,608,28314,472,240326,1886,287,7627,165,52674,618,108,13053,295,88099,879,192
2020-12-17,49472,939,407084,1620,899,28489,476,241011,860,537,7703,167,52845,247,184,13156,296,88419,423,155
2020-12-18,50515,946,410300,4259,812,29134,480,242887,2521,406,7858,169,53243,553,151,13397,297,89181,1003,230
2020-12-19,51003,959,412005,2193,398,29387,488,243711,1077,177,7941,171,53482,322,97,13548,300,89735,705,110
2020-12-2,37643,829,368993,3258,841,21347,415,219103,1999,463,5415,137,47180,459,165,10785,277,80568,557,161
2020-12-20,51467,973,413725,2184,370,29572,498,244349,823,183,8059,172,53870,506,73,13709,303,90264,690,97
2020-12-21,52044,980,415501,2353,857,29927,502,245362,1368,559,8165,175,54175,411,115,13823,303,90609,459,158
2020-12-22,52653,988,417071,2179,662,30339,507,246352,1402,363,8282,177,54431,373,101,13903,304,90880,351,174
2020-12-23,53450,998,419955,3681,851,30822,512,247985,2116,607,8389,181,54751,427,95,14109,305,91624,950,129
2020-12-24,54097,1008,422326,3018,578,31266,517,249496,1955,331,8481,184,54997,338,86,14220,307,92156,643,144
2020-12-25,54913,1020,425115,3605,688,31660,523,250768,1666,389,8711,185,55441,674,127,14411,312,92988,1023,149
2020-12-26,55488,1031,427033,2493,768,31984,530,251791,1347,466,8820,188,55768,436,96,14549,313,93448,598,187
2020-12-27,55939,1047,428407,1825,493,32266,544,252732,1223,332,8888,190,55870,170,57,14648,313,93709,360,85
2020-12-28,56644,1058,430099,2397,783,32730,548,253805,1537,428,8994,193,56072,308,153,14780,317,94024,447,180
2020-12-29,57060,1065,431493,1810,650,32998,551,254710,1173,435,9069,196,56243,246,81,14853,318,94319,368,122
2020-12-3,38571,835,371550,3485,1041,21881,419,220577,2008,578,5655,138,47624,684,243,10938,278,81013,598,182
2020-12-30,57935,1073,433612,2994,668,33538,555,255948,1778,295,9219,197,56543,450,160,15034,321,94816,678,196
2020-12-31,58563,1084,435045,2061,450,33775,561,256674,963,221,9374,199,56757,369,72,15270,324,95258,678,140
2020-12-4,39259,839,373580,2718,950,22324,422,221838,1704,560,5790,138,47883,394,172,11047,279,81390,486,198
2020-12-5,40056,845,376100,3317,698,22806,426,223234,1878,388,5957,139,48236,520,124,11194,280,82027,784,163
2020-12-6,40876,852,379180,3900,507,23224,429,224740,1924,265,6168,143,48915,890,117,11385,280,82653,817,101
2020-12-7,41599,857,381508,3051,844,23656,431,226205,1897,595,6312,146,49221,450,59,11531,280,83094,587,166
2020-12-8,42527,860,384127,3547,802,24329,433,228068,2536,546,6448,147,49473,388,114,11649,280,83453,477,120
2020-12-9,43168,873,386317,2831,900,24788,437,229470,1861,527,6545,153,49752,376,151,11730,283,83825,453,183
2020-3-10,19,0,19,4,0,11,0,11,NA,0,0,0,NA,0,0,0,0,NA,NA,0
2020-3-11,23,0,23,8,0,14,0,13,NA,0,0,0,NA,0,0,NA,0,NA,NA,0
2020-3-12,23,0,33,10,0,14,0,20,NA,0,0,0,NA,0,0,NA,0,NA,NA,0
2020-3-13,24,0,52,20,0,15,0,30,11,0,0,0,NA,NA,0,NA,0,18,NA,0
2020-3-14,24,0,71,19,2,15,0,42,12,NA,0,0,NA,NA,0,NA,0,21,NA,0
2020-3-15,27,0,87,19,0,15,0,52,11,0,NA,0,11,NA,0,NA,0,24,NA,0
2020-3-16,28,0,105,19,15,16,0,59,NA,NA,NA,0,16,NA,NA,NA,0,30,NA,NA
2020-3-17,32,0,143,42,5,19,0,83,27,NA,NA,0,24,11,0,NA,0,36,NA,NA
2020-3-18,43,0,200,68,4,27,0,91,16,NA,NA,0,28,NA,0,NA,0,81,47,0
2020-3-19,56,0,460,273,11,34,0,165,81,NA,NA,0,56,31,NA,12,0,234,156,NA
2020-3-20,64,0,547,95,5,38,0,212,51,NA,NA,0,69,13,0,16,0,261,31,NA
2020-3-21,71,0,609,69,26,43,0,247,40,NA,NA,0,77,NA,NA,18,0,279,20,19
2020-3-22,84,0,637,41,14,52,0,263,25,NA,NA,0,83,NA,NA,22,0,285,11,NA
2020-3-23,123,0,906,308,12,76,0,417,178,NA,15,0,114,36,NA,32,0,355,80,NA
2020-3-24,154,1,1259,384,7,97,0,691,295,NA,22,0,153,46,NA,35,NA,375,23,NA
2020-3-25,172,2,1471,230,44,108,NA,832,152,28,25,0,171,21,NA,39,NA,415,44,NA
2020-3-26,194,3,1730,281,38,119,NA,948,127,20,29,0,235,68,NA,46,NA,472,64,NA
2020-3-27,232,5,1938,246,61,144,NA,1012,89,28,35,0,305,76,11,53,NA,510,45,20
2020-3-28,279,9,2233,342,48,162,NA,1138,144,31,40,NA,358,58,0,77,NA,606,120,12
2020-3-29,325,10,2443,256,61,184,NA,1266,150,46,47,NA,394,43,NA,94,NA,631,42,NA
2020-3-30,361,11,2762,355,84,216,NA,1440,206,45,47,NA,419,25,NA,98,NA,734,107,20
2020-3-31,431,12,3273,581,67,258,NA,1665,267,29,59,NA,533,126,NA,114,NA,867,149,26
2020-3-8,19,0,10,0,0,11,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0
