date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21064,655,244814,1933,10916,327,141566,1174,3141,118,32140,279,6930,210,56275,281
2020-10-10,22304,672,262514,2725,11732,339,153925,2040,3243,119,33974,250,7250,214,58930,354
2020-10-11,22463,676,265780,3425,11823,342,156468,2634,3262,119,34175,220,7299,215,59290,409
2020-10-12,22566,677,267041,1364,11882,343,157271,862,3273,119,34327,163,7332,215,59559,302
2020-10-13,22637,678,267963,993,11922,344,157778,547,3278,119,34463,141,7358,215,59778,245
2020-10-14,22728,679,269550,1678,11980,344,158856,1136,3291,119,34664,214,7378,216,59999,241
2020-10-15,22892,683,271703,2317,12085,348,160262,1511,3306,119,34857,208,7422,216,60366,411
2020-10-16,23131,684,274590,3126,12208,348,161920,1781,3344,119,35171,352,7500,217,61143,855
2020-10-17,23277,687,277077,2633,12301,351,163586,1759,3356,119,35475,316,7541,217,61522,420
2020-10-18,23381,689,278606,1633,12350,352,164496,959,3369,119,35646,184,7583,218,61897,417
2020-10-19,23495,693,280086,1594,12415,353,165390,959,3385,119,35850,220,7616,221,62220,356
2020-10-2,21238,659,246649,2009,11027,330,142698,1243,3156,118,32347,222,6978,211,56624,397
2020-10-20,23553,696,280749,721,12458,354,165826,479,3387,120,35920,72,7629,222,62352,145
2020-10-21,23694,698,282094,1486,12534,355,166592,842,3400,120,36120,213,7681,223,62661,361
2020-10-22,23863,702,283853,1928,12631,355,167677,1182,3419,120,36306,205,7734,227,63066,458
2020-10-23,24022,706,285706,2012,12719,355,168732,1143,3431,120,36519,225,7793,231,63573,566
2020-10-24,24145,710,287533,1950,12789,358,169970,1308,3447,120,36722,219,7830,232,63870,334
2020-10-25,24348,717,289903,2573,12915,362,171553,1709,3470,120,36995,296,7884,235,64297,481
2020-10-26,24434,718,290836,1019,12956,363,172066,554,3487,120,37161,183,7912,235,64521,252
2020-10-27,24569,718,292393,1692,13032,363,173016,1026,3505,120,37311,168,7953,235,64867,387
2020-10-28,24727,722,293664,1429,13125,365,173781,858,3529,120,37423,136,7994,237,65118,292
2020-10-29,24918,730,295484,2011,13212,369,174881,1187,3562,121,37644,254,8065,240,65516,469
2020-10-3,21360,661,248067,1540,11102,331,143504,881,3170,118,32557,224,7011,212,56957,366
2020-10-30,25117,732,297383,2098,13325,369,176154,1386,3587,122,37829,210,8126,241,65886,431
2020-10-31,25303,736,298779,1582,13401,370,176838,760,3627,122,38072,283,8196,244,66273,457
2020-10-4,21517,662,250161,2251,11217,332,144832,1443,3179,118,32801,253,7043,212,57370,445
2020-10-5,21604,664,251049,975,11272,334,145375,598,3185,118,32931,136,7069,212,57531,187
2020-10-6,21734,664,252813,1894,11350,334,146632,1335,3198,118,33088,170,7108,212,57793,301
2020-10-7,21834,667,254501,1788,11420,336,147962,1400,3201,119,33152,67,7135,212,58012,246
2020-10-8,21991,669,257015,2671,11529,337,149916,2063,3208,119,33367,222,7176,213,58260,289
2020-10-9,22172,671,259921,3087,11646,338,151971,2172,3230,119,33737,392,7217,214,58609,390
2020-11-1,25488,739,300772,2178,13537,373,178267,1565,3635,122,38230,166,8237,244,66594,362
2020-11-10,27512,759,314322,1502,14810,384,186532,795,3890,123,40042,275,8731,252,69297,333
2020-11-11,27709,761,315683,1558,14934,384,187232,824,3914,123,40251,233,8780,254,69615,367
2020-11-12,28172,763,318144,2924,15243,385,188866,1943,3966,123,40468,269,8882,255,70103,590
2020-11-13,28553,766,319888,2125,15471,386,189850,1212,4039,123,40784,389,8960,257,70456,431
2020-11-14,28953,767,321913,2425,15752,386,191093,1524,4056,123,41002,235,9062,258,70914,560
2020-11-15,29355,770,324536,3025,15994,387,192550,1699,4113,123,41365,420,9165,260,71585,774
2020-11-16,29718,774,326732,2559,16257,388,193999,1712,4154,123,41621,297,9224,263,71955,429
2020-11-17,29940,777,327718,1208,16384,390,194519,647,4188,124,41792,205,9285,263,72177,283
2020-11-18,30334,780,329640,2316,16624,392,195607,1328,4245,124,42070,335,9381,264,72570,489
2020-11-19,30978,783,333147,4151,17027,393,197625,2421,4344,126,42545,574,9523,264,73347,919
2020-11-2,25589,741,301631,960,13590,374,178756,542,3647,123,38332,114,8273,244,66825,267
2020-11-20,31497,785,336217,3589,17398,393,199620,2366,4398,126,42841,350,9617,266,73926,673
2020-11-21,31994,787,339181,3461,17732,393,201175,1889,4461,126,43342,564,9717,268,74641,815
