date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-07-18,19701,4509,1137.3,34,7.9
2021-07-18,19702,6271,1134.3,50,14
2021-07-18,19703,1666,1143.3,18,11.4
2021-07-18,19706,NA,NA,NA,NA
2021-07-18,19707,1493,1058.9,43,14.9
2021-07-18,19709,5364,1328.4,49,13.8
2021-07-18,19711,5964,1007.3,60,9.7
2021-07-18,19713,3808,1287.2,62,14.6
2021-07-18,19716,NA,NA,NA,NA
2021-07-18,19717,227,325.5,0,0
2021-07-18,19720,8350,1412.3,83,13.3
2021-07-18,19730,NA,NA,NA,NA
2021-07-18,19731,NA,NA,NA,NA
2021-07-18,19732,NA,NA,NA,NA
2021-07-18,19733,NA,NA,NA,NA
2021-07-18,19734,1622,1370.9,14,16.6
2021-07-18,19736,NA,NA,NA,NA
2021-07-18,19801,2282,1340.7,22,23
2021-07-18,19802,2986,1182.4,33,11.1
2021-07-18,19803,2091,1100.7,71,14.7
2021-07-18,19804,2404,1403.5,32,13.6
2021-07-18,19805,5574,1485.5,75,23.2
2021-07-18,19806,1009,1040.5,36,21.1
2021-07-18,19807,713,1213,NA,NA
2021-07-18,19808,4200,1149,70,12.5
2021-07-18,19809,1316,887,25,14.8
2021-07-18,19810,2051,857.3,40,8.6
2021-07-18,19901,3603,984,68,16.3
2021-07-18,19902,NA,NA,NA,NA
2021-07-18,19904,3933,1057.4,117,25.3
2021-07-18,19930,NA,NA,NA,NA
2021-07-18,19931,NA,NA,NA,NA
2021-07-18,19933,1099,1098.6,21,21.7
2021-07-18,19934,1219,925.2,16,8.4
2021-07-18,19938,993,1187.7,13,13.5
2021-07-18,19939,730,1103.8,NA,NA
2021-07-18,19940,714,1319.6,NA,NA
2021-07-18,19941,330,1310.6,NA,NA
2021-07-18,19943,1161,916.3,14,9.3
2021-07-18,19944,NA,NA,NA,NA
2021-07-18,19945,888,1575.8,NA,NA
2021-07-18,19946,494,1018.3,NA,NA
2021-07-18,19947,3319,1764.6,46,21.8
2021-07-18,19950,784,1095.6,23,19.6
2021-07-18,19951,NA,NA,NA,NA
2021-07-18,19952,974,1025.7,12,7.8
2021-07-18,19953,405,980.2,NA,NA
2021-07-18,19954,NA,NA,NA,NA
2021-07-18,19956,1956,1361.2,27,16.2
2021-07-18,19958,2322,1126.4,77,12.9
2021-07-18,19960,832,1346,NA,NA
2021-07-18,19962,1269,1114.3,NA,NA
2021-07-18,19963,2358,1162.8,72,23.1
2021-07-18,19964,NA,NA,NA,NA
2021-07-18,19966,3240,1222.9,81,16.1
2021-07-18,19967,NA,NA,NA,NA
2021-07-18,19968,1046,1029.8,15,11
2021-07-18,19970,762,1126.9,NA,NA
2021-07-18,19971,1450,1551.8,26,7.4
2021-07-18,19973,3117,1283,65,18.5
2021-07-18,19975,1137,1464.7,NA,NA
2021-07-18,19977,3372,1320.4,65,23.2
2021-07-18,19979,NA,NA,NA,NA
