date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21061,669,235838,1852,10917,334,136760,1134,3138,119,30681,259,6927,216,54180,276
2020-10-10,22307,686,252849,2626,11737,346,148672,1969,3240,120,32408,234,7249,220,56737,347
2020-10-11,22469,691,256016,3329,11831,350,151142,2564,3259,120,32604,215,7298,221,57083,395
2020-10-12,22572,692,257230,1317,11890,351,151910,827,3270,120,32751,158,7331,221,57346,296
2020-10-13,22643,694,258115,956,11930,352,152401,531,3275,120,32880,134,7357,222,57555,235
2020-10-14,22733,695,259621,1596,11987,352,153430,1086,3288,120,33067,200,7377,223,57764,229
2020-10-15,22899,699,261680,2225,12092,356,154775,1450,3303,120,33247,195,7423,223,58119,401
2020-10-16,23136,700,264457,3014,12215,356,156371,1719,3340,120,33543,333,7500,224,58872,830
2020-10-17,23282,703,266863,2552,12308,359,157993,1715,3352,120,33835,304,7541,224,59234,403
2020-10-18,23389,705,268329,1573,12360,360,158871,930,3365,120,33992,170,7583,225,59592,400
2020-10-19,23503,710,269764,1549,12425,361,159743,937,3381,120,34182,206,7616,229,59908,349
2020-10-2,21235,673,237604,1940,11028,337,137853,1204,3152,119,30876,209,6976,217,54516,385
2020-10-20,23564,714,270405,702,12471,363,160163,466,3383,121,34249,69,7629,230,60038,143
2020-10-21,23705,716,271692,1428,12547,364,160900,813,3396,121,34437,201,7681,231,60331,345
2020-10-22,23872,720,273375,1850,12642,364,161949,1144,3415,121,34616,198,7734,235,60713,435
2020-10-23,24031,724,275142,1926,12730,364,162958,1097,3427,121,34816,212,7793,239,61198,544
2020-10-24,24153,728,276904,1884,12799,367,164157,1268,3444,121,35009,210,7829,240,61484,322
2020-10-25,24354,735,279173,2470,12923,371,165670,1637,3467,121,35268,282,7883,243,61898,468
2020-10-26,24439,736,280073,985,12963,372,166164,534,3484,121,35429,178,7911,243,62115,245
2020-10-27,24575,736,281565,1628,13039,372,167080,992,3502,121,35572,161,7953,243,62440,367
2020-10-28,24735,740,282780,1375,13133,374,167809,823,3526,121,35678,130,7995,245,62682,284
2020-10-29,24929,748,284547,1961,13222,378,168880,1160,3559,122,35890,245,8067,248,63066,456
2020-10-3,21360,675,238968,1489,11105,338,138633,857,3166,119,31074,212,7010,218,54833,351
2020-10-30,25124,750,286378,2026,13334,378,170112,1344,3582,123,36062,195,8127,249,63427,421
2020-10-31,25312,754,287711,1521,13411,379,170775,740,3623,123,36293,272,8197,252,63791,434
2020-10-4,21517,676,240974,2163,11220,339,139907,1389,3175,119,31308,243,7042,218,55228,427
