date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21053,654,245500,1938,110,10905,326,142013,1176,73,3141,118,32226,281,NA,6930,210,56393,282,22
2020-10-10,22291,671,263252,2735,128,11719,338,154403,2045,81,3243,119,34063,250,NA,7250,214,59064,359,37
2020-10-11,22450,675,266526,3433,129,11810,341,156952,2640,81,3262,119,34265,221,NA,7299,215,59425,410,34
2020-10-12,22553,676,267793,1370,55,11869,342,157758,865,28,3273,119,34418,164,NA,7332,215,59695,303,22
2020-10-13,22624,677,268717,995,108,11909,343,158266,548,53,3278,119,34554,141,17,7358,215,59914,245,32
2020-10-14,22715,678,270307,1681,162,11967,343,159344,1136,108,3291,119,34757,216,NA,7378,216,60136,242,38
2020-10-15,22880,682,272466,2324,130,12072,347,160756,1517,73,3306,119,34950,208,17,7423,216,60503,412,36
2020-10-16,23118,683,275365,3137,181,12194,347,162423,1789,118,3344,119,35265,353,13,7501,217,61282,857,50
2020-10-17,23264,686,277859,2640,50,12287,350,164095,1765,25,3356,119,35570,317,NA,7542,217,61661,420,16
2020-10-18,23368,688,279392,1637,113,12336,351,165005,959,56,3369,119,35743,186,NA,7584,218,62038,419,45
2020-10-19,23482,692,280879,1601,81,12401,352,165901,961,46,3385,119,35948,221,NA,7617,221,62365,360,24
2020-10-2,21226,658,247340,2013,156,11015,329,143149,1246,128,3156,118,32433,222,NA,6978,211,56743,398,21
2020-10-20,23540,695,281545,724,105,12444,353,166340,482,68,3387,120,36018,72,NA,7630,222,62497,145,29
2020-10-21,23681,697,282895,1491,145,12520,354,167111,847,92,3400,120,36218,213,12,7682,223,62806,361,38
2020-10-22,23850,701,284663,1937,147,12617,354,168201,1187,82,3419,120,36404,205,NA,7735,227,63215,462,52
2020-10-23,24009,705,286519,2015,179,12705,354,169256,1143,85,3431,120,36618,226,23,7794,231,63724,568,62
2020-10-24,24132,709,288352,1956,123,12775,357,170497,1311,75,3447,120,36821,219,NA,7831,232,64023,336,32
2020-10-25,24335,716,290730,2581,96,12901,361,172087,1716,54,3470,120,37094,296,11,7885,235,64451,482,30
2020-10-26,24421,717,291664,1020,68,12942,362,172601,555,30,3487,120,37260,183,NA,7913,235,64675,252,28
2020-10-27,24556,717,293229,1700,150,13018,362,173558,1033,109,3505,120,37410,168,15,7954,235,65022,388,22
2020-10-28,24714,721,294503,1432,175,13111,364,174324,859,101,3529,120,37523,137,22,7995,237,65274,293,44
2020-10-29,24905,729,296327,2015,176,13198,368,175426,1189,91,3562,121,37745,255,23,8066,240,65673,470,51
2020-10-3,21348,660,248757,1539,101,11090,330,143954,880,57,3170,118,32642,223,NA,7011,212,57076,366,34
2020-10-30,25104,731,298234,2106,159,13311,368,176707,1394,78,3587,122,37930,210,15,8127,241,66043,431,58
2020-10-31,25289,735,299632,1583,126,13386,369,177392,760,73,3627,122,38173,283,12,8197,244,66430,457,36
2020-10-4,21504,661,250857,2256,92,11204,331,145286,1446,70,3179,118,32887,254,NA,7043,212,57490,446,15
2020-10-5,21591,663,251747,977,78,11259,333,145829,598,45,3185,118,33018,137,14,7069,212,57651,187,17
2020-10-6,21721,663,253515,1898,102,11337,333,147088,1337,70,3198,118,33175,170,NA,7108,212,57915,303,22
2020-10-7,21821,666,255209,1794,124,11407,335,148423,1405,89,3201,119,33239,67,NA,7135,212,58135,247,23
2020-10-8,21978,668,257735,2683,185,11516,336,150384,2070,133,3208,119,33455,223,NA,7176,213,58387,293,34
2020-10-9,22159,670,260649,3095,133,11633,337,152444,2177,74,3230,119,33826,393,NA,7217,214,58738,392,47
2020-11-1,25472,738,301634,2185,113,13520,372,178829,1571,77,3635,122,38331,166,NA,8238,244,66752,363,29
2020-11-10,27490,758,315217,1506,219,14789,383,187105,798,132,3889,123,40147,274,28,8732,252,69467,333,51
2020-11-11,27687,760,316581,1561,446,14913,383,187807,826,318,3913,123,40356,233,22,8781,254,69786,368,79
2020-11-12,28149,762,319054,2935,304,15222,384,189451,1953,155,3965,123,40574,270,62,8882,255,70274,589,66
2020-11-13,28530,765,320806,2133,442,15450,385,190441,1218,319,4038,123,40890,389,27,8960,257,70629,433,87
2020-11-14,28930,766,322838,2432,232,15732,385,191690,1531,131,4055,123,41108,235,25,9061,258,71087,559,71
2020-11-15,29332,769,325464,3028,429,15974,386,193148,1700,313,4112,123,41471,420,33,9164,260,71760,776,70
2020-11-16,29693,773,327663,2560,187,16238,387,194598,1714,120,4153,123,41727,297,20,9220,263,72132,428,37
2020-11-17,29915,776,328652,1211,396,16365,389,195120,649,255,4187,124,41898,205,49,9281,263,72355,284,76
2020-11-18,30310,779,330575,2318,577,16605,391,196209,1329,364,4245,124,42176,336,57,9377,264,72748,489,122
