date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-11-26,19701,5878,1490.3,51,11.4
2021-11-26,19702,8234,1493,62,17.3
2021-11-26,19703,2252,1559.4,20,12.7
2021-11-26,19706,NA,NA,NA,NA
2021-11-26,19707,1967,1391.2,49,17.2
2021-11-26,19709,7301,1800.3,61,16.5
2021-11-26,19711,7486,1300.4,76,12.3
2021-11-26,19713,4790,1632.6,76,18.2
2021-11-26,19716,NA,NA,NA,NA
2021-11-26,19717,395,716.4,0,0
2021-11-26,19720,10777,1834.1,115,18.4
2021-11-26,19730,NA,NA,NA,NA
2021-11-26,19731,NA,NA,NA,NA
2021-11-26,19732,NA,NA,NA,NA
2021-11-26,19733,NA,NA,NA,NA
2021-11-26,19734,2309,1954.6,20,19.6
2021-11-26,19736,NA,NA,NA,NA
2021-11-26,19801,3203,1900.9,24,24.4
2021-11-26,19802,4250,1699.8,45,15.3
2021-11-26,19803,2735,1445.5,81,17.2
2021-11-26,19804,3096,1831.5,40,16.8
2021-11-26,19805,7383,1960.8,84,26
2021-11-26,19806,1288,1371.7,42,25.2
2021-11-26,19807,943,1594.3,12,6.3
2021-11-26,19808,5454,1502.4,89,16.1
2021-11-26,19809,1778,1203.3,29,17.6
2021-11-26,19810,2700,1136.6,48,10.7
2021-11-26,19901,5285,1464.9,90,21.8
2021-11-26,19902,NA,NA,NA,NA
2021-11-26,19904,5796,1590.8,146,31.6
2021-11-26,19930,NA,NA,NA,NA
2021-11-26,19931,NA,NA,NA,NA
2021-11-26,19933,1651,1660.8,31,30.9
2021-11-26,19934,1905,1458.6,25,13.4
2021-11-26,19938,1556,1861.9,16,16.2
2021-11-26,19939,1033,1570.2,13,8.7
2021-11-26,19940,1089,2050.5,NA,NA
2021-11-26,19941,499,1902.8,NA,NA
2021-11-26,19943,1886,1508.9,22,14.2
2021-11-26,19944,NA,NA,NA,NA
2021-11-26,19945,1255,2293.2,11,9.6
2021-11-26,19946,773,1577.4,NA,NA
2021-11-26,19947,4292,2293.6,63,30
2021-11-26,19950,1215,1743,32,27.1
2021-11-26,19951,NA,NA,NA,NA
2021-11-26,19952,1622,1754.9,23,16.7
2021-11-26,19953,589,1468.7,NA,NA
2021-11-26,19954,NA,NA,NA,NA
2021-11-26,19956,2956,2066.8,40,23.7
2021-11-26,19958,3191,1562.7,88,14.6
2021-11-26,19960,1199,1952.7,13,15
2021-11-26,19962,2035,1821.5,13,7.8
2021-11-26,19963,3367,1693.3,92,29.8
2021-11-26,19964,NA,NA,NA,NA
2021-11-26,19966,4678,1801.7,96,18.9
2021-11-26,19967,NA,NA,NA,NA
2021-11-26,19968,1508,1510.4,17,11.9
2021-11-26,19970,988,1520.6,NA,NA
2021-11-26,19971,1856,2000.9,35,10.1
2021-11-26,19973,4604,1941.1,85,24.9
2021-11-26,19975,1451,1882.7,15,6.2
2021-11-26,19977,4877,1933.5,87,30.3
2021-11-26,19979,NA,NA,NA,NA
