date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-09-19,19701,5139,1300,45,10
2021-09-19,19702,7079,1280.2,56,15.3
2021-09-19,19703,1906,1311.1,18,11.4
2021-09-19,19706,NA,NA,NA,NA
2021-09-19,19707,1678,1189.2,47,16.5
2021-09-19,19709,6060,1501.8,55,15.1
2021-09-19,19711,6732,1135.6,70,11.3
2021-09-19,19713,4213,1426.7,68,16.2
2021-09-20,19716,NA,NA,NA,NA
2021-09-19,19717,366,414.6,0,0
2021-09-19,19720,9378,1591.5,95,15.3
2021-09-20,19730,NA,NA,NA,NA
2021-09-19,19731,NA,NA,NA,NA
2021-09-19,19732,NA,NA,NA,NA
2021-09-20,19733,NA,NA,NA,NA
2021-09-19,19734,1869,1590.7,16,17.6
2021-09-19,19736,NA,NA,NA,NA
2021-09-19,19801,2649,1564.2,23,23.9
2021-09-19,19802,3474,1383.7,38,12.7
2021-09-19,19803,2358,1249,77,16.1
2021-09-19,19804,2680,1570.2,35,14.8
2021-09-19,19805,6283,1671,83,25.7
2021-09-19,19806,1122,1164.6,40,23.1
2021-09-19,19807,812,1391.3,NA,NA
2021-09-19,19808,4698,1288.4,79,14
2021-09-19,19809,1493,1010.9,28,16.8
2021-09-19,19810,2336,983.2,42,9
2021-09-19,19901,4393,1209.7,81,19.7
2021-09-19,19902,NA,NA,NA,NA
2021-09-19,19904,4734,1283.2,131,28.2
2021-09-19,19930,NA,NA,NA,NA
2021-09-19,19931,NA,NA,NA,NA
2021-09-19,19933,1379,1381.1,25,26.2
2021-09-19,19934,1533,1174.6,18,9.5
2021-09-19,19938,1175,1413.6,14,14.3
2021-09-19,19939,862,1298.6,NA,NA
2021-09-19,19940,889,1672.8,NA,NA
2021-09-19,19941,388,1512.8,NA,NA
2021-09-19,19943,1491,1188.7,17,11.3
2021-09-19,19944,NA,NA,NA,NA
2021-09-19,19945,1040,1863.3,NA,NA
2021-09-19,19946,632,1287.5,NA,NA
2021-09-19,19947,3713,1976.1,54,25.6
2021-09-19,19950,995,1401.4,27,22.7
2021-09-19,19951,NA,NA,NA,NA
2021-09-19,19952,1276,1364,13,8.5
2021-09-19,19953,473,1144.5,NA,NA
2021-09-19,19954,NA,NA,NA,NA
2021-09-19,19956,2372,1659.4,33,20.1
2021-09-19,19958,2725,1328.1,84,14
2021-09-19,19960,1011,1640.3,NA,NA
2021-09-19,19962,1629,1446,12,7.2
2021-09-19,19963,2817,1401.4,78,25
2021-09-19,19964,NA,NA,NA,NA
2021-09-19,19966,3863,1474.7,87,17.2
2021-09-19,19967,NA,NA,NA,NA
2021-09-19,19968,1259,1254.2,17,11.9
2021-09-19,19970,863,1305.6,NA,NA
2021-09-19,19971,1671,1780,33,9.5
2021-09-19,19973,3801,1589.5,75,21.7
2021-09-19,19975,1264,1629,13,5.5
2021-09-19,19977,3992,1573.7,75,26.4
2021-09-19,19979,NA,NA,NA,NA
