date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-06-10,19701,4456,1126.4,33,7.6
2021-06-10,19702,6198,1120.9,49,13.8
2021-06-10,19703,1642,1126.6,18,11.4
2021-06-10,19706,NA,NA,NA,NA
2021-06-10,19707,1483,1049.9,43,14.9
2021-06-10,19709,5284,1309.2,44,12.8
2021-06-10,19711,5922,998.9,60,9.7
2021-06-10,19713,3772,1275.6,62,14.6
2021-06-10,19716,NA,NA,NA,NA
2021-06-10,19717,227,325.5,0,0
2021-06-10,19720,8272,1399.2,82,13.1
2021-06-10,19730,NA,NA,NA,NA
2021-06-10,19731,NA,NA,NA,NA
2021-06-10,19732,NA,NA,NA,NA
2021-06-10,19733,NA,NA,NA,NA
2021-06-10,19734,1605,1354.9,14,16.6
2021-06-10,19736,NA,NA,NA,NA
2021-06-10,19801,2265,1328.4,22,23
2021-06-10,19802,2955,1171.2,31,10.6
2021-06-10,19803,2069,1088,71,14.7
2021-06-10,19804,2385,1393.9,32,13.6
2021-06-10,19805,5526,1473.6,74,23
2021-06-10,19806,997,1023.1,36,21.1
2021-06-10,19807,709,1197.9,NA,NA
2021-06-10,19808,4167,1141.6,70,12.5
2021-06-10,19809,1299,874.9,25,14.8
2021-06-10,19810,2039,851.5,40,8.6
2021-06-10,19901,3567,973.7,67,16
2021-06-10,19902,NA,NA,NA,NA
2021-06-10,19904,3891,1046,116,25.1
2021-06-10,19930,NA,NA,NA,NA
2021-06-10,19931,NA,NA,NA,NA
2021-06-10,19933,1091,1088.3,21,21.7
2021-06-10,19934,1208,916.7,16,8.4
2021-06-10,19938,978,1171.3,13,13.5
2021-06-10,19939,727,1101,NA,NA
2021-06-10,19940,707,1307.9,NA,NA
2021-06-10,19941,328,1308.9,NA,NA
2021-06-10,19943,1148,906.6,14,9.3
2021-06-10,19944,NA,NA,NA,NA
2021-06-10,19945,876,1556.3,NA,NA
2021-06-10,19946,491,1013.4,NA,NA
2021-06-10,19947,3301,1756,46,21.8
2021-06-10,19950,767,1077,23,19.6
2021-06-10,19951,NA,NA,NA,NA
2021-06-10,19952,967,1020.4,12,7.8
2021-06-10,19953,402,976,NA,NA
2021-06-10,19954,NA,NA,NA,NA
2021-06-10,19956,1927,1340.5,27,16.2
2021-06-10,19958,2306,1120.4,77,12.9
2021-06-10,19960,830,1340.4,NA,NA
2021-06-10,19962,1252,1099.6,NA,NA
2021-06-10,19963,2332,1148,71,22.7
2021-06-10,19964,NA,NA,NA,NA
2021-06-10,19966,3193,1204.2,79,15.8
2021-06-10,19967,NA,NA,NA,NA
2021-06-10,19968,1038,1021.8,15,11
2021-06-10,19970,757,1121,NA,NA
2021-06-10,19971,1426,1533,26,7.4
2021-06-10,19973,3072,1264.7,65,18.5
2021-06-10,19975,1125,1453.6,NA,NA
2021-06-10,19977,3328,1302.2,65,23.2
2021-06-10,19979,NA,NA,NA,NA
