date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-03-09,19701,3393,871.5,28,7
2021-03-09,19702,4862,882.8,40,11.9
2021-03-09,19703,1251,892.1,14,7.8
2021-03-09,19706,NA,NA,NA,NA
2021-03-09,19707,1209,833.3,40,12.6
2021-03-09,19709,4034,1045.7,39,10
2021-03-09,19711,4801,793.8,53,8.5
2021-03-09,19713,3005,1010.2,57,11.9
2021-03-09,19716,NA,NA,NA,NA
2021-03-09,19717,140,370.3,0,0
2021-03-09,19720,6464,1053.7,72,10.4
2021-03-09,19730,NA,NA,NA,NA
2021-03-09,19731,NA,NA,NA,NA
2021-03-09,19732,NA,NA,NA,NA
2021-03-09,19733,NA,NA,NA,NA
2021-03-09,19734,1234,1032.8,12,11.6
2021-03-09,19736,NA,NA,NA,NA
2021-03-09,19801,1731,1035.3,16,11.4
2021-03-09,19802,2172,834.4,24,9.6
2021-03-09,19803,1706,842.3,68,14.1
2021-03-09,19804,1927,1135.1,27,10.6
2021-03-09,19805,4350,1141.2,68,19.1
2021-03-09,19806,810,823.4,29,15.4
2021-03-09,19807,554,971.5,NA,NA
2021-03-09,19808,3386,869.2,63,10.1
2021-03-09,19809,1002,677,24,12.8
2021-03-09,19810,1611,679.3,33,7.6
2021-03-09,19901,2799,749.9,59,13.5
2021-03-09,19902,NA,NA,NA,NA
2021-03-09,19904,3177,897.3,104,22.8
2021-03-09,19930,NA,NA,NA,NA
2021-03-09,19931,NA,NA,NA,NA
2021-03-09,19933,983,988.7,19,18.5
2021-03-09,19934,966,698.2,14,7
2021-03-09,19938,786,951.8,NA,NA
2021-03-09,19939,619,943.7,NA,NA
2021-03-09,19940,594,1091.6,NA,NA
2021-03-09,19941,292,1431.8,NA,NA
2021-03-09,19943,896,800.8,14,9.7
2021-03-09,19944,NA,NA,NA,NA
2021-03-09,19945,739,1214.2,NA,NA
2021-03-09,19946,414,821.4,NA,NA
2021-03-09,19947,3054,1614.6,41,16.6
2021-03-09,19950,622,847.8,19,17.2
2021-03-09,19951,NA,NA,NA,NA
2021-03-09,19952,815,811.5,12,7.9
2021-03-09,19953,331,773.3,NA,NA
2021-03-09,19954,NA,NA,NA,NA
2021-03-09,19956,1693,1202,25,13.9
2021-03-09,19958,2052,1004,68,11.6
2021-03-09,19960,741,1172.4,NA,NA
2021-03-09,19962,1005,876.7,NA,NA
2021-03-09,19963,2010,977,68,16.4
2021-03-09,19964,NA,NA,NA,NA
2021-03-09,19966,2849,1135,69,12.3
2021-03-09,19967,NA,NA,NA,NA
2021-03-09,19968,871,821.6,13,7.3
2021-03-09,19970,644,894.6,NA,NA
2021-03-09,19971,1245,1316,24,7.7
2021-03-09,19973,2736,1116.2,59,15.6
2021-03-09,19975,968,1158.3,NA,NA
2021-03-09,19977,2709,1042.7,58,22.1
2021-03-09,19979,NA,NA,NA,NA
