date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21066,669,242190,1907,10921,334,140196,1162,3138,119,31704,272,6930,216,55654,278
2020-10-10,22305,686,259715,2701,11737,346,152438,2022,3240,120,33512,247,7249,220,58288,352
2020-10-11,22464,691,262961,3405,11828,350,154965,2618,3259,120,33713,220,7298,221,58646,407
2020-10-12,22567,692,264215,1357,11887,351,155763,857,3270,120,33864,162,7331,221,58915,302
2020-10-13,22638,694,265128,984,11927,352,156267,544,3275,120,34000,141,7357,222,59130,241
2020-10-14,22729,695,266698,1661,11985,352,157337,1128,3288,120,34196,209,7377,223,59349,239
2020-10-15,22893,699,268822,2288,12090,356,158728,1496,3303,120,34386,205,7421,223,59710,405
2020-10-16,23131,700,271684,3100,12213,356,160372,1767,3340,120,34694,345,7499,224,60482,850
2020-10-17,23277,703,274150,2612,12306,359,162025,1746,3352,120,34992,310,7540,224,60860,419
2020-10-18,23381,705,275658,1612,12355,360,162924,948,3365,120,35158,179,7582,225,61230,412
2020-10-19,23495,710,277126,1582,12420,361,163811,952,3381,120,35359,217,7615,229,61552,355
2020-10-2,21240,673,244010,1994,11032,337,141318,1233,3153,119,31910,221,6978,217,56000,394
2020-10-20,23553,714,277782,714,12463,363,164240,472,3383,121,35429,72,7628,230,61684,145
2020-10-21,23694,716,279115,1474,12539,364,165001,837,3396,121,35627,211,7680,231,61989,357
2020-10-22,23863,720,280856,1910,12636,364,166083,1179,3415,121,35812,204,7733,235,62385,449
2020-10-23,24022,724,282681,1984,12724,364,167130,1135,3427,121,36018,218,7792,239,62882,556
2020-10-24,24145,728,284495,1937,12794,367,168362,1302,3443,121,36218,216,7829,240,63176,331
2020-10-25,24348,735,286827,2535,12920,371,169917,1681,3466,121,36487,292,7883,243,63598,476
2020-10-26,24434,736,287754,1013,12961,372,170428,552,3483,121,36651,181,7911,243,63822,252
2020-10-27,24569,736,289298,1679,13037,372,171372,1020,3501,121,36800,167,7952,243,64162,381
