date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,20811,672,188652,1464,10918,334,112041,1113,3134,119,24553,249,6917,216,46068,270
2020-10-10,22051,689,202242,2069,11738,346,121783,1911,3236,120,25926,229,7239,220,48211,341
2020-10-11,22211,694,204727,2645,11832,350,123774,2496,3255,120,26074,209,7288,221,48488,385
2020-10-12,22315,695,205700,1077,11891,351,124399,809,3266,120,26193,153,7321,221,48710,290
2020-10-13,22385,697,206422,792,11931,352,124812,525,3271,120,26302,132,7347,222,48887,231
2020-10-14,22474,698,207574,1241,11988,352,125607,1060,3284,120,26450,192,7367,223,49060,224
2020-10-15,22636,702,209193,1781,12093,356,126701,1419,3299,120,26594,191,7412,223,49342,388
2020-10-16,22873,703,211426,2470,12216,356,128023,1701,3336,120,26831,327,7489,224,49978,817
2020-10-17,23017,706,213365,2083,12309,359,129334,1671,3348,120,27076,302,7530,224,50283,398
2020-10-18,23123,708,214556,1297,12361,360,130057,907,3361,120,27201,166,7572,225,50593,394
2020-10-19,23237,713,215699,1257,12426,361,130775,920,3377,120,27354,201,7605,229,50860,344
2020-10-2,20986,676,190059,1582,11029,337,112943,1187,3148,119,24704,202,6966,217,46349,377
2020-10-20,23297,717,216203,564,12472,363,131106,455,3379,121,27406,69,7618,230,50977,141
2020-10-21,23437,719,217265,1202,12548,364,131721,803,3392,121,27569,199,7670,231,51236,341
2020-10-22,23598,723,218625,1521,12643,364,132587,1127,3411,121,27715,195,7723,235,51569,431
2020-10-23,23755,727,220079,1611,12731,364,133445,1087,3423,121,27885,211,7782,239,51976,533
2020-10-24,23875,731,221456,1497,12799,367,134405,1245,3439,121,28036,202,7818,240,52210,309
2020-10-25,24073,738,223251,1993,12923,371,135642,1604,3462,121,28232,274,7872,243,52549,456
2020-10-26,24157,739,223976,809,12963,372,136049,527,3479,121,28366,175,7900,243,52734,243
2020-10-27,24294,739,225156,1317,13039,372,136787,973,3497,121,28481,160,7942,243,53013,363
2020-10-28,24451,743,226146,1147,13133,374,137403,813,3521,121,28565,127,7984,245,53215,281
2020-10-29,24637,751,227586,1626,13222,378,138291,1139,3554,122,28741,241,8056,248,53538,454
2020-10-3,21111,678,191175,1241,11106,338,113597,845,3162,119,24869,203,7000,218,46622,346
