date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21062,669,235205,1847,10918,334,136373,1131,3139,119,30586,258,6927,216,54069,276
2020-10-10,22308,686,252148,2618,11738,346,148234,1963,3241,120,32309,233,7249,220,56617,346
2020-10-11,22470,691,255301,3315,11832,350,150693,2553,3260,120,32502,212,7298,221,56963,395
2020-10-12,22573,692,256512,1314,11891,351,151458,824,3271,120,32649,158,7331,221,57226,296
2020-10-13,22644,694,257394,953,11931,352,151949,531,3276,120,32777,133,7357,222,57434,234
2020-10-14,22734,695,258889,1585,11988,352,152967,1075,3289,120,32964,200,7377,223,57643,229
2020-10-15,22900,699,260939,2216,12093,356,154304,1442,3304,120,33144,195,7423,223,57997,400
2020-10-16,23137,700,263713,3011,12216,356,155900,1719,3341,120,33438,331,7500,224,58750,830
2020-10-17,23283,703,266112,2545,12309,359,157516,1709,3353,120,33730,304,7541,224,59111,402
2020-10-18,23390,705,267570,1565,12361,360,158391,927,3366,120,33886,169,7583,225,59467,398
2020-10-19,23504,710,269000,1544,12426,361,159260,934,3382,120,34075,205,7616,229,59783,349
2020-10-2,21236,673,236962,1931,11029,337,137463,1201,3153,119,30780,208,6976,217,54403,383
2020-10-20,23565,714,269641,702,12472,363,159680,466,3384,121,34142,69,7629,230,59913,143
2020-10-21,23706,716,270924,1424,12548,364,160414,810,3397,121,34329,200,7681,231,60206,345
2020-10-22,23873,720,272605,1848,12643,364,161461,1142,3416,121,34508,198,7734,235,60588,435
2020-10-23,24032,724,274371,1925,12731,364,162469,1096,3428,121,34708,212,7793,239,61073,544
2020-10-24,24153,728,276124,1874,12799,367,163664,1263,3445,121,34900,209,7829,240,61355,318
2020-10-25,24354,735,278377,2454,12923,371,165169,1629,3468,121,35155,278,7883,243,61765,464
2020-10-26,24439,736,279276,984,12963,372,165662,533,3485,121,35316,178,7911,243,61982,245
2020-10-27,24575,736,280766,1626,13039,372,166578,992,3503,121,35459,161,7953,243,62305,365
2020-10-28,24735,740,281972,1366,13133,374,167301,817,3527,121,35565,130,7995,245,62546,283
2020-10-29,24929,748,283736,1958,13222,378,168370,1158,3560,122,35776,244,8067,248,62930,456
2020-10-3,21361,675,238321,1484,11106,338,138240,854,3167,119,30977,211,7010,218,54719,350
2020-10-30,25124,750,285563,2022,13334,378,169600,1342,3583,123,35948,195,8127,249,63289,419
2020-10-31,25312,754,286895,1520,13411,379,170263,740,3624,123,36178,271,8197,252,63653,434
2020-10-4,21518,676,240320,2156,11221,339,139509,1384,3176,119,31211,243,7042,218,55113,426
2020-10-5,21605,678,241164,931,11276,341,140032,578,3182,119,31327,122,7068,218,55266,179
2020-10-6,21738,678,242845,1814,11356,341,141228,1276,3196,119,31478,165,7107,218,55518,291
2020-10-7,21837,681,244466,1720,11425,343,142507,1348,3199,120,31536,61,7134,218,55729,238
2020-10-8,21994,683,246881,2572,11535,344,144387,1990,3206,120,31741,212,7174,219,55965,276
2020-10-9,22175,685,249663,2963,11652,345,146357,2087,3228,120,32089,370,7215,220,56305,381
2020-11-1,25498,757,288804,2095,13548,382,171637,1511,3632,123,36326,156,8238,252,63961,349
2020-11-10,27532,779,301749,1446,14826,393,179584,761,3892,125,38027,267,8732,261,66527,327
2020-11-11,27731,782,303035,1485,14950,394,180250,790,3916,125,38228,225,8783,263,66827,351
2020-11-12,28196,784,305404,2834,15262,395,181828,1890,3969,125,38433,258,8883,264,67294,567
2020-11-13,28577,788,307073,2050,15490,396,182772,1172,4041,125,38738,377,8962,267,67629,414
2020-11-14,28985,789,309015,2350,15777,396,183959,1474,4058,125,38946,225,9066,268,68074,549
2020-11-15,29387,793,311529,2916,16019,397,185357,1640,4115,126,39292,403,9169,270,68716,745
2020-11-16,29752,797,313644,2480,16283,398,186759,1666,4156,126,39528,277,9229,273,69077,421
2020-11-17,29975,800,314594,1173,16411,400,187263,632,4190,127,39693,199,9290,273,69289,273
