date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-05-04,19701,4188,1056.7,32,7.3
2021-05-04,19702,5937,1073.1,46,13.3
2021-05-04,19703,1549,1060.8,18,11.4
2021-05-04,19706,NA,NA,NA,NA
2021-05-04,19707,1447,1022.4,42,14.4
2021-05-04,19709,5067,1257.2,40,12.1
2021-05-04,19711,5736,958.4,60,9.7
2021-05-04,19713,3601,1215.8,62,14.6
2021-05-04,19716,NA,NA,NA,NA
2021-05-04,19717,225,393,0,0
2021-05-04,19720,7928,1339.8,80,12.8
2021-05-04,19730,NA,NA,NA,NA
2021-05-04,19731,NA,NA,NA,NA
2021-05-04,19732,NA,NA,NA,NA
2021-05-04,19733,NA,NA,NA,NA
2021-05-04,19734,1542,1303.1,13,14.2
2021-05-04,19736,NA,NA,NA,NA
2021-05-04,19801,2185,1273.7,21,22.5
2021-05-04,19802,2866,1135.6,29,9.9
2021-05-04,19803,2018,1059,71,14.7
2021-05-04,19804,2279,1331,30,12.8
2021-05-04,19805,5303,1415,72,22.6
2021-05-04,19806,967,990.7,34,20.1
2021-05-04,19807,697,1179,NA,NA
2021-05-04,19808,4017,1100.9,69,12.3
2021-05-04,19809,1235,831.6,25,14.8
2021-05-04,19810,1971,823.9,37,8
2021-05-04,19901,3441,938.1,66,15.7
2021-05-04,19902,NA,NA,NA,NA
2021-05-04,19904,3744,1003.9,113,24.5
2021-05-04,19930,NA,NA,NA,NA
2021-05-04,19931,NA,NA,NA,NA
2021-05-04,19933,1065,1058.5,21,21.7
2021-05-04,19934,1181,897.1,16,8.4
2021-05-04,19938,944,1127.2,NA,NA
2021-05-04,19939,707,1069.1,NA,NA
2021-05-04,19940,676,1252,NA,NA
2021-05-04,19941,317,1266.3,NA,NA
2021-05-04,19943,1103,870.5,14,9.3
2021-05-04,19944,NA,NA,NA,NA
2021-05-04,19945,841,1483.8,NA,NA
2021-05-04,19946,477,982.5,NA,NA
2021-05-04,19947,3205,1702.8,44,21
2021-05-04,19950,740,1036,23,19.6
2021-05-04,19951,NA,NA,NA,NA
2021-05-04,19952,936,988.1,12,7.8
2021-05-04,19953,385,936.1,NA,NA
2021-05-04,19954,NA,NA,NA,NA
2021-05-04,19956,1870,1300.7,26,15.8
2021-05-04,19958,2254,1087.5,74,12.4
2021-05-04,19960,813,1314.9,NA,NA
2021-05-04,19962,1231,1080.9,NA,NA
2021-05-04,19963,2248,1103.4,69,22
2021-05-04,19964,NA,NA,NA,NA
2021-05-04,19966,3111,1168.5,78,15.7
2021-05-04,19967,NA,NA,NA,NA
2021-05-04,19968,1000,978.8,15,11
2021-05-04,19970,733,1079.4,NA,NA
2021-05-04,19971,1393,1482.6,26,7.4
2021-05-04,19973,2963,1215.9,64,18
2021-05-04,19975,1088,1388.4,NA,NA
2021-05-04,19977,3198,1248.8,62,22.1
2021-05-04,19979,NA,NA,NA,NA
