date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21053,654,245988,1941,110,10908,326,142319,1179,73,3140,118,32282,281,NA,6928,210,56485,282,22
2020-10-10,22290,671,263780,2740,128,11721,338,154739,2049,81,3242,119,34120,251,NA,7248,214,59160,359,37
2020-10-11,22449,675,267061,3440,129,11812,341,157294,2646,81,3261,119,34323,222,NA,7297,215,59521,410,34
2020-10-12,22552,676,268330,1372,55,11871,342,158102,867,28,3272,119,34476,164,NA,7330,215,59791,303,22
2020-10-13,22623,677,269257,998,108,11911,343,158612,550,53,3277,119,34612,141,17,7356,215,60011,246,32
2020-10-14,22714,678,270852,1686,162,11969,343,159693,1139,108,3290,119,34816,217,NA,7376,216,60234,243,38
2020-10-15,22879,682,273015,2328,130,12074,347,161106,1518,73,3305,119,35009,208,17,7421,216,60602,413,36
2020-10-16,23117,683,275919,3142,181,12196,347,162776,1792,118,3343,119,35324,353,13,7499,217,61382,858,50
2020-10-17,23262,686,278417,2643,50,12288,350,164452,1768,25,3355,119,35629,317,NA,7540,217,61761,420,16
2020-10-18,23366,688,279958,1645,113,12337,351,165367,964,56,3368,119,35804,188,NA,7582,218,62139,420,45
2020-10-19,23480,692,281450,1606,81,12402,352,166266,964,46,3384,119,36009,221,NA,7615,221,62468,362,24
2020-10-2,21226,658,247831,2016,156,11018,329,143457,1248,128,3155,118,32489,222,NA,6976,211,56835,398,21
2020-10-20,23538,695,282116,724,105,12445,353,166705,482,68,3386,120,36079,72,NA,7628,222,62600,145,29
2020-10-21,23679,697,283467,1492,145,12521,354,167477,848,92,3399,120,36279,213,12,7680,223,62909,361,38
2020-10-22,23847,701,285236,1937,147,12617,354,168568,1187,82,3418,120,36465,205,NA,7733,227,63318,462,52
2020-10-23,24006,705,287095,2018,179,12705,354,169626,1146,85,3430,120,36679,226,23,7792,231,63827,568,62
