date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21065,654,245148,1935,110,10918,326,141771,1175,73,3141,118,32180,279,NA,6929,210,56341,282,22
2020-10-10,22304,671,262871,2729,128,11733,338,154141,2041,81,3243,119,34015,250,NA,7249,214,59006,357,37
2020-10-11,22463,675,266141,3429,129,11824,341,156688,2638,81,3262,119,34216,220,NA,7298,215,59366,409,34
2020-10-12,22566,676,267402,1364,56,11883,342,157491,862,29,3273,119,34368,163,NA,7331,215,59635,302,22
2020-10-13,22637,677,268324,993,108,11923,343,157998,547,53,3278,119,34504,141,17,7357,215,59853,244,32
2020-10-14,22728,678,269911,1678,162,11981,343,159076,1136,108,3291,119,34705,214,NA,7377,216,60074,241,38
2020-10-15,22893,682,272068,2322,131,12086,347,160486,1515,74,3306,119,34898,208,17,7422,216,60441,412,36
2020-10-16,23132,683,274959,3130,181,12209,347,162147,1784,118,3344,119,35212,352,13,7500,217,61219,856,50
2020-10-17,23279,686,277451,2639,50,12302,350,163817,1763,25,3356,119,35517,317,NA,7542,217,61598,421,16
2020-10-18,23383,688,278983,1636,113,12351,351,164728,960,56,3369,119,35689,185,NA,7584,218,61974,418,45
2020-10-19,23497,692,280467,1598,81,12416,352,165622,959,46,3385,119,35894,221,NA,7617,221,62300,359,24
2020-10-2,21239,658,246985,2011,156,11029,329,142904,1244,128,3156,118,32387,222,NA,6977,211,56691,398,21
2020-10-20,23555,695,281131,722,105,12459,353,166059,480,68,3387,120,35964,72,NA,7630,222,62432,145,29
2020-10-21,23696,697,282479,1489,145,12535,354,166828,845,92,3400,120,36164,213,12,7682,223,62741,361,38
2020-10-22,23865,701,284243,1933,147,12632,354,167915,1184,82,3419,120,36350,205,NA,7735,227,63149,461,52
