date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21068,669,243300,1920,10919,334,140799,1169,3140,119,31862,275,6932,216,55924,280
2020-10-10,22307,686,260899,2712,11735,346,153090,2031,3242,120,33680,248,7251,220,58566,353
2020-10-11,22466,691,264157,3417,11826,350,155626,2627,3261,120,33882,221,7300,221,58925,408
2020-10-12,22569,692,265413,1359,11885,351,156425,858,3272,120,34034,163,7333,221,59194,302
2020-10-13,22640,694,266332,990,11925,352,156931,546,3277,120,34170,141,7359,222,59412,244
2020-10-14,22731,695,267905,1664,11983,352,158002,1129,3290,120,34367,210,7379,223,59631,239
2020-10-15,22895,699,270041,2300,12088,356,159398,1501,3305,120,34559,207,7423,223,59995,408
2020-10-16,23134,700,272916,3114,12211,356,161049,1774,3343,120,34871,350,7501,224,60769,852
2020-10-17,23280,703,275389,2619,12304,359,162706,1750,3355,120,35171,312,7542,224,61147,419
2020-10-18,23384,705,276909,1624,12353,360,163611,954,3368,120,35339,181,7584,225,61521,416
2020-10-19,23498,710,278383,1588,12418,361,164502,956,3384,120,35541,218,7617,229,61844,356
2020-10-2,21242,673,245129,2003,11030,337,141927,1239,3155,119,32069,222,6980,217,56272,396
2020-10-20,23556,714,279042,717,12461,363,164934,475,3386,121,35611,72,7630,230,61976,145
2020-10-21,23697,716,280381,1480,12537,364,165697,839,3399,121,35811,213,7682,231,62282,358
2020-10-22,23866,720,282127,1915,12634,364,166781,1181,3418,121,35996,204,7735,235,62680,451
2020-10-23,24025,724,283961,1993,12722,364,167831,1138,3430,121,36204,220,7794,239,63178,557
2020-10-24,24148,728,285782,1944,12792,367,169065,1304,3446,121,36407,219,7831,240,63474,333
2020-10-25,24351,735,288127,2548,12918,371,170630,1691,3469,121,36677,293,7885,243,63898,478
2020-10-26,24437,736,289054,1013,12959,372,171141,552,3486,121,36841,181,7913,243,64122,252
2020-10-27,24572,736,290604,1685,13035,372,172088,1023,3504,121,36991,168,7954,243,64464,383
2020-10-28,24730,740,291869,1423,13128,374,172851,856,3528,121,37102,135,7995,245,64713,290
2020-10-29,24921,748,293680,2002,13215,378,173947,1183,3561,122,37320,251,8066,248,65109,467
2020-10-3,21364,675,246540,1533,11105,338,142731,879,3169,119,32278,223,7013,218,56601,362
2020-10-30,25119,750,295570,2088,13327,378,175213,1378,3586,123,37505,210,8127,249,65478,430
2020-10-31,25306,754,296960,1577,13404,379,175896,760,3626,123,37747,282,8197,252,65862,454
2020-10-4,21521,676,248619,2236,11220,339,144049,1433,3178,119,32518,249,7045,218,57013,444
2020-10-5,21608,678,249500,968,11275,341,144589,595,3184,119,32644,132,7071,218,57174,187
2020-10-6,21738,678,251250,1880,11353,341,145835,1324,3197,119,32799,168,7110,218,57435,300
2020-10-7,21838,681,252930,1780,11423,343,147158,1393,3200,120,32863,67,7137,218,57653,245
2020-10-8,21994,683,255429,2655,11532,344,149101,2052,3207,120,33078,222,7177,219,57898,285
2020-10-9,22175,685,258319,3071,11649,345,151145,2161,3229,120,33445,389,7218,220,58246,389
2020-11-1,25491,757,298937,2162,13540,382,177314,1554,3634,123,37903,164,8238,252,66180,359
2020-11-10,27518,779,312387,1489,14814,393,185527,787,3890,125,39700,274,8733,261,68859,331
2020-11-11,27715,782,313738,1548,14938,394,186225,822,3914,125,39907,231,8782,263,69176,366
2020-11-12,28177,784,316191,2915,15246,395,187855,1938,3966,125,40124,269,8884,264,69660,586
2020-11-13,28558,788,317916,2106,15474,396,188826,1199,4039,125,40438,387,8962,267,70009,427
2020-11-14,28960,789,319927,2413,15757,396,190060,1517,4056,125,40653,232,9064,268,70465,558
2020-11-15,29363,793,322533,3009,15999,397,191512,1694,4114,126,41014,419,9167,270,71127,765
2020-11-16,29726,797,324716,2546,16262,398,192956,1707,4155,126,41265,292,9226,273,71496,428
2020-11-17,29948,800,325696,1202,16389,400,193472,643,4189,127,41436,205,9287,273,71716,281
2020-11-18,30342,803,327608,2306,16629,402,194553,1321,4246,127,41713,334,9383,274,72107,487
2020-11-19,30986,806,331092,4128,17032,403,196557,2407,4345,129,42186,572,9525,274,72879,914
2020-11-2,25592,759,299792,956,13593,383,177802,541,3646,124,38003,112,8274,252,66411,267
2020-11-20,31505,810,334142,3569,17403,404,198545,2359,4399,130,42481,349,9619,276,73448,663
2020-11-21,32002,812,337084,3439,17737,404,200089,1878,4462,130,42977,559,9719,278,74158,810
2020-11-22,32389,817,339141,2444,17969,406,201244,1387,4514,132,43220,295,9821,279,74710,654
2020-11-23,32837,824,342019,3326,18264,409,203151,2202,4576,135,43523,365,9908,280,75232,609
2020-11-24,33151,828,344127,2422,18488,412,204585,1658,4617,136,43703,221,9957,280,75597,414
2020-11-25,33738,830,347311,3771,18841,412,206222,1990,4698,136,43991,369,10108,282,76620,1174
2020-11-26,34315,833,350317,3583,19224,413,207892,2053,4793,137,44459,563,10207,283,77265,744
2020-11-27,34826,838,352947,3141,19558,415,209451,1893,4895,138,44842,485,10281,285,77631,440
2020-11-28,35435,841,355556,3218,19950,417,211200,2141,4974,139,45075,312,10417,285,78107,612
2020-11-29,35857,846,357147,2013,20178,419,211983,1011,5104,141,45483,538,10480,286,78399,355
2020-11-3,25709,763,300640,965,13649,383,178278,532,3655,124,38132,138,8326,256,66621,262
2020-11-30,36537,850,359469,3002,20651,421,213470,1960,5197,141,45743,353,10593,288,78801,515
2020-11-4,25929,764,302093,1673,13779,384,179043,895,3700,124,38334,247,8371,256,67001,425
2020-11-5,26225,766,304210,2413,13975,386,180458,1611,3733,124,38553,252,8438,256,67346,412
2020-11-6,26442,768,305966,1973,14119,387,181497,1183,3754,124,38882,350,8490,257,67647,353
2020-11-7,26756,771,307877,2225,14335,389,182636,1355,3791,124,39173,328,8549,258,68021,433
2020-11-8,27071,772,309816,2254,14552,390,183961,1542,3822,124,39390,248,8616,258,68324,370
2020-11-9,27277,774,311139,1529,14688,390,184866,1041,3838,124,39478,104,8670,260,68591,321
2020-12-1,36905,857,360462,1361,20855,426,214000,734,5292,143,45969,321,10662,288,78993,261
2020-12-10,44071,917,382476,3229,25293,457,226985,1655,6721,165,49174,520,11950,295,83246,837
2020-12-11,45167,922,385933,4553,25985,459,229133,2840,6918,166,49572,595,12151,297,83920,875
2020-12-12,45787,929,388197,2884,26322,464,230264,1468,7013,167,49921,444,12337,298,84534,800
2020-12-13,46831,943,391542,4389,26912,474,232016,2342,7207,168,50501,774,12594,301,85312,1035
2020-12-14,47547,950,393845,3019,27384,478,233523,1979,7316,169,50735,343,12726,303,85690,510
2020-12-15,48394,959,396699,3701,27927,482,235196,2216,7473,172,51248,670,12871,305,86172,627
2020-12-16,49272,972,399393,3572,28441,490,236580,1898,7632,175,51699,610,13075,307,86828,860
2020-12-17,49627,980,400647,1609,28616,494,237257,852,7708,178,51868,245,13178,308,87147,422
2020-12-18,50674,988,403842,4242,29263,498,239131,2521,7864,181,52257,545,13420,309,87901,996
2020-12-19,51175,1002,405560,2219,29529,506,239974,1109,7947,183,52492,318,13571,313,88454,704
2020-12-2,37696,860,362879,3208,21385,429,215441,1971,5419,143,46296,454,10795,288,79408,548
2020-12-20,51653,1017,407292,2210,29728,517,240631,856,8065,184,52877,503,13732,316,88977,684
2020-12-21,52247,1024,409076,2378,30096,521,241665,1402,8174,187,53174,406,13847,316,89317,455
2020-12-22,52876,1033,410680,2233,30524,526,242680,1443,8295,190,53444,391,13927,317,89585,348
2020-12-23,53683,1044,413587,3714,31013,531,244338,2147,8405,194,53766,432,14134,319,90321,943
2020-12-24,54329,1054,415923,2982,31456,536,245831,1936,8496,197,54009,334,14246,321,90841,632
2020-12-25,55160,1066,418725,3633,31858,542,247120,1691,8732,198,54458,685,14438,326,91660,1011
2020-12-26,55752,1077,420661,2528,32192,549,248171,1385,8842,201,54782,434,14582,327,92108,592
2020-12-27,56231,1094,422079,1897,32490,563,249153,1280,8919,204,54891,186,14684,327,92365,359
2020-12-28,56955,1105,423838,2483,32969,567,250276,1602,9029,207,55105,324,14816,331,92681,448
2020-12-29,57372,1112,425213,1792,33237,570,251168,1160,9105,210,55272,243,14889,332,92974,366
2020-12-3,38628,868,365391,3444,21919,434,216888,1981,5660,145,46727,672,10951,289,79849,597
2020-12-30,58256,1121,427320,2991,33785,575,252401,1781,9255,211,55570,448,15071,335,93462,670
2020-12-31,58882,1132,428741,2047,34022,581,253119,955,9409,213,55782,366,15306,338,93903,676
2020-12-4,39323,872,367394,2698,22369,437,218131,1693,5795,145,46980,388,11060,290,80222,482
2020-12-5,40128,879,369902,3313,22859,441,219530,1889,5962,147,47327,514,11207,291,80849,774
2020-12-6,40958,886,372967,3895,23286,444,221040,1937,6174,151,47996,881,11398,291,81468,810
2020-12-7,41689,892,375284,3048,23725,446,222508,1907,6318,155,48303,451,11545,291,81894,573
2020-12-8,42629,896,377887,3543,24410,448,224364,2541,6454,157,48553,386,11663,291,82246,470
2020-12-9,43275,910,380043,2802,24874,453,225749,1849,6551,163,48824,368,11744,294,82615,450
2020-3-10,13,0,18,4,12,0,11,3,0,0,NA,0,0,0,NA,1
2020-3-11,17,0,22,8,11,0,12,5,0,0,NA,0,NA,0,NA,3
2020-3-12,17,0,32,10,11,0,19,7,0,0,NA,0,NA,0,NA,3
2020-3-13,18,0,51,20,12,0,29,11,0,0,NA,NA,NA,0,18,8
2020-3-14,18,0,70,19,12,0,41,12,0,0,NA,NA,NA,0,21,3
2020-3-15,21,0,86,19,12,0,51,10,NA,0,11,6,NA,0,24,3
2020-3-16,22,0,104,19,11,0,58,8,NA,0,16,5,NA,0,30,6
2020-3-17,26,0,142,42,14,0,82,27,NA,0,24,9,NA,0,36,6
2020-3-18,37,0,198,67,22,0,90,16,NA,0,28,5,NA,0,80,46
2020-3-19,50,0,453,268,29,0,164,81,NA,0,55,30,11,0,229,152
2020-3-20,58,0,540,95,33,0,211,51,NA,0,68,13,15,0,256,31
2020-3-21,65,0,599,66,38,0,244,38,NA,0,76,8,17,0,273,19
2020-3-22,78,0,626,40,47,0,260,25,NA,0,81,5,21,0,279,10
