date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-02-09,19701,3121,800.8,25,6.3
2021-02-09,19702,4452,808.8,34,10.5
2021-02-09,19703,1153,824.7,NA,NA
2021-02-09,19706,NA,NA,NA,NA
2021-02-09,19707,1081,747.7,33,10.7
2021-02-09,19709,3753,971.5,30,8
2021-02-09,19711,3918,676.3,44,7.3
2021-02-09,19713,2771,933.1,43,10.3
2021-02-09,19716,NA,NA,NA,NA
2021-02-09,19717,61,351.4,0,0
2021-02-09,19720,5900,963.1,56,8.7
2021-02-09,19730,NA,NA,NA,NA
2021-02-09,19731,NA,NA,NA,NA
2021-02-09,19732,NA,NA,NA,NA
2021-02-09,19733,NA,NA,NA,NA
2021-02-09,19734,1096,915.1,NA,NA
2021-02-09,19736,NA,NA,NA,NA
2021-02-09,19801,1605,957.5,15,11.9
2021-02-09,19802,1977,760.7,18,7.7
2021-02-09,19803,1543,757.2,50,10.6
2021-02-09,19804,1765,1038,23,10.7
2021-02-09,19805,4073,1070.8,56,16.6
2021-02-09,19806,753,762.7,21,11.3
2021-02-09,19807,485,828.7,NA,NA
2021-02-09,19808,3110,797.5,48,7.9
2021-02-09,19809,925,626,19,10.9
2021-02-09,19810,1459,612.5,20,4.7
2021-02-09,19901,2567,692.9,50,12.2
2021-02-09,19902,NA,NA,NA,NA
2021-02-09,19904,2912,820.2,89,19.8
2021-02-09,19930,NA,NA,NA,NA
2021-02-09,19931,NA,NA,NA,NA
2021-02-09,19933,948,955.5,16,16.2
2021-02-09,19934,880,638.2,13,6.9
2021-02-09,19938,728,887.8,NA,NA
2021-02-09,19939,575,875.8,NA,NA
2021-02-09,19940,564,1034.5,NA,NA
2021-02-09,19941,279,1359.5,NA,NA
2021-02-09,19943,810,725.6,NA,NA
2021-02-09,19944,NA,NA,NA,NA
2021-02-09,19945,690,1134.5,NA,NA
2021-02-09,19946,387,768.1,NA,NA
2021-02-09,19947,2934,1554.4,39,17.1
2021-02-09,19950,585,795.9,18,16.4
2021-02-09,19951,NA,NA,NA,NA
2021-02-09,19952,717,711.2,11,6.5
2021-02-09,19953,303,703.9,NA,NA
2021-02-09,19954,NA,NA,NA,NA
2021-02-09,19956,1583,1128.1,21,12.6
2021-02-09,19958,1917,934.5,62,11.4
2021-02-09,19960,703,1111.1,NA,NA
2021-02-09,19962,900,783.1,NA,NA
2021-02-09,19963,1871,913.8,60,17.9
2021-02-09,19964,NA,NA,NA,NA
2021-02-09,19966,2629,1054.5,59,11.7
2021-02-09,19967,NA,NA,NA,NA
2021-02-09,19968,807,761.6,11,8.8
2021-02-09,19970,613,855.7,NA,NA
2021-02-09,19971,1164,1229.7,21,7.3
2021-02-09,19973,2580,1055.4,47,12.9
2021-02-09,19975,873,1045,NA,NA
2021-02-09,19977,2478,951.9,51,19.5
2021-02-09,19979,NA,NA,NA,NA
