date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21044,654,247134,1947,110,10901,326,143052,1184,73,3139,118,32456,281,NA,6927,210,56656,282,22
2020-10-10,22280,671,265030,2756,128,11713,338,155546,2062,81,3241,119,34304,252,NA,7247,214,59345,361,37
2020-10-11,22439,675,268330,3459,129,11804,341,158115,2660,81,3260,119,34510,225,NA,7296,215,59708,412,34
2020-10-12,22542,676,269606,1379,55,11863,342,158926,870,28,3271,119,34663,164,NA,7329,215,59982,307,22
2020-10-13,22613,677,270539,1004,108,11903,343,159439,553,53,3276,119,34802,144,17,7355,215,60202,246,32
2020-10-14,22705,678,272145,1698,162,11961,343,160529,1148,108,3290,119,35008,220,NA,7375,216,60425,243,38
2020-10-15,22871,682,274327,2348,130,12066,347,161954,1530,73,3305,119,35203,210,17,7421,216,60794,415,36
2020-10-16,23109,683,277252,3163,181,12188,347,163637,1805,118,3343,119,35522,357,13,7499,217,61578,862,50
2020-10-17,23254,686,279760,2653,50,12280,350,165322,1777,25,3355,119,35827,317,NA,7540,217,61958,421,16
2020-10-18,23358,688,281308,1652,113,12329,351,166240,967,56,3368,119,36004,190,NA,7582,218,62338,422,45
2020-10-19,23472,692,282815,1621,81,12394,352,167149,974,46,3384,119,36211,223,NA,7615,221,62670,365,24
2020-10-2,21217,658,248987,2026,156,11011,329,144195,1253,128,3154,118,32664,223,NA,6975,211,57009,401,21
2020-10-20,23530,695,283482,725,105,12437,353,167589,483,68,3386,120,36281,72,NA,7628,222,62802,145,29
2020-10-21,23671,697,284837,1496,145,12513,354,168363,850,92,3399,120,36482,214,12,7680,223,63111,361,38
2020-10-22,23839,701,286616,1947,147,12609,354,169463,1196,82,3418,120,36668,205,NA,7733,227,63521,463,52
2020-10-23,23998,705,288480,2023,179,12697,354,170526,1151,85,3430,120,36882,226,23,7792,231,64030,568,62
2020-10-24,24120,709,290322,1964,123,12767,357,171773,1317,75,3446,120,37085,219,NA,7828,232,64331,337,32
2020-10-25,24322,716,292716,2596,96,12892,361,173375,1727,54,3469,120,37360,298,11,7882,235,64761,484,30
2020-10-26,24408,717,293658,1028,68,12933,362,173894,560,30,3486,120,37527,184,NA,7910,235,64987,254,28
2020-10-27,24542,717,295240,1716,150,13008,362,174862,1043,109,3504,120,37677,168,15,7951,235,65339,393,22
2020-10-28,24700,721,296525,1443,175,13101,364,175632,863,101,3528,120,37795,142,22,7992,237,65592,294,44
2020-10-29,24892,729,298357,2024,176,13189,368,176739,1195,91,3561,121,38018,256,23,8063,240,65991,470,51
2020-10-3,21338,660,250411,1545,101,11085,330,145005,884,57,3168,118,32873,223,NA,7008,212,57343,367,34
2020-10-30,25091,731,300283,2125,159,13302,368,178035,1409,78,3586,122,38205,212,15,8124,241,66363,433,58
2020-10-31,25276,735,301694,1596,126,13377,369,178725,765,73,3626,122,38451,286,12,8194,244,66755,462,36
2020-10-4,21494,661,252532,2277,92,11199,331,146352,1461,70,3177,118,33121,257,NA,7040,212,57759,448,15
2020-10-5,21581,663,253431,986,78,11254,333,146902,605,45,3183,118,33252,137,14,7066,212,57921,188,17
2020-10-6,21711,663,255218,1917,102,11332,333,148173,1349,70,3196,118,33410,171,NA,7105,212,58190,308,22
2020-10-7,21811,666,256918,1800,124,11402,335,149514,1411,89,3199,119,33474,67,NA,7132,212,58410,247,23
2020-10-8,21968,668,259472,2711,185,11511,336,151499,2094,133,3206,119,33691,224,NA,7173,213,58664,295,34
2020-10-9,22148,670,262406,3114,133,11627,337,153570,2187,74,3228,119,34065,396,NA,7214,214,59017,394,47
2020-11-1,25460,738,303709,2199,113,13512,372,180167,1577,77,3634,122,38612,169,NA,8235,244,67081,367,29
2020-11-10,27479,758,317378,1515,219,14782,383,188499,803,132,3887,123,40446,276,28,8730,252,69806,335,51
2020-11-11,27676,760,318749,1568,446,14906,383,189204,829,318,3911,123,40655,233,22,8779,254,70127,370,79
2020-11-12,28137,762,321240,2952,304,15215,384,190862,1967,155,3962,123,40874,270,62,8880,255,70618,592,66
2020-11-13,28518,765,323003,2144,442,15443,385,191861,1227,319,4035,123,41191,390,27,8958,257,70973,433,87
2020-11-14,28919,766,325051,2449,232,15726,385,193120,1542,131,4052,123,41410,236,25,9059,258,71435,563,71
2020-11-15,29321,769,327692,3043,429,15968,386,194588,1710,313,4109,123,41774,421,33,9162,260,72110,778,70
2020-11-16,29682,773,329909,2578,187,16232,387,196048,1724,120,4150,123,42034,301,20,9218,263,72485,431,37
2020-11-17,29904,776,330904,1217,396,16359,389,196574,653,255,4184,124,42206,206,49,9279,263,72709,285,76
2020-11-18,30300,779,332837,2329,577,16599,391,197669,1335,364,4243,124,42484,337,57,9375,264,73106,493,122
2020-11-19,30944,782,336381,4188,455,17002,392,199708,2442,307,4342,126,42961,576,41,9517,264,73889,925,87
2020-11-2,25561,740,304575,967,81,13565,373,180660,546,55,3646,123,38715,115,NA,8271,244,67314,269,17
2020-11-20,31461,784,339489,3625,444,17371,392,201726,2387,254,4396,126,43262,355,74,9611,266,74476,681,91
2020-11-21,31958,786,342474,3482,396,17705,392,203295,1903,243,4459,126,43767,568,65,9711,268,75192,816,72
2020-11-22,32345,790,344564,2477,346,17936,394,204472,1408,227,4511,128,44015,300,27,9814,268,75748,659,70
2020-11-23,32791,796,347491,3373,425,18230,397,206411,2233,293,4573,130,44325,372,57,9900,269,76278,616,55
2020-11-24,33104,800,349624,2446,314,18453,400,207858,1670,230,4614,131,44509,225,27,9949,269,76648,419,48
2020-11-25,33693,802,352847,3812,640,18808,400,209518,2015,357,4695,131,44801,373,103,10100,271,77682,1185,154
2020-11-26,34270,805,355902,3632,506,19191,401,211214,2079,297,4790,132,45273,567,88,10199,272,78344,761,93
2020-11-27,34778,810,358577,3183,831,19522,403,212801,1918,543,4892,133,45662,491,126,10273,274,78717,447,131
2020-11-28,35386,813,361231,3262,351,19914,405,214581,2172,187,4971,134,45897,314,65,10408,274,79201,619,86
2020-11-29,35806,817,362846,2035,467,20140,407,215380,1025,310,5101,135,46310,543,53,10471,275,79495,357,94
2020-11-3,25678,744,305436,978,166,13621,373,181140,536,93,3655,123,38848,142,20,8323,248,67528,266,41
2020-11-30,36488,820,365211,3047,784,20615,408,216892,1987,582,5194,135,46579,362,78,10584,277,79903,521,94
2020-11-4,25896,745,306912,1694,222,13750,374,181917,906,140,3699,123,39053,249,31,8368,248,67916,433,38
2020-11-5,26190,747,309062,2444,206,13945,376,183353,1631,139,3732,123,39273,253,13,8434,248,68270,420,45
2020-11-6,26407,749,310845,2000,302,14089,377,184408,1199,169,3753,123,39609,357,40,8486,249,68575,357,80
2020-11-7,26719,752,312792,2259,243,14304,379,185563,1370,163,3790,123,39906,334,15,8545,250,68958,442,52
2020-11-8,27035,753,314759,2283,223,14522,380,186902,1557,148,3821,123,40130,255,11,8612,250,69265,374,61
2020-11-9,27241,755,316101,1548,148,14657,380,187821,1054,95,3837,123,40220,106,16,8667,252,69534,324,35
2020-12-1,36854,826,366227,1382,555,20817,412,217434,744,352,5289,137,46812,328,94,10653,277,80099,265,92
2020-12-10,43962,880,388460,3256,778,25206,441,230512,1671,465,6714,155,50066,524,145,11936,284,84412,842,140
2020-12-11,45049,885,391967,4594,1027,25892,443,232685,2859,616,6912,156,50470,602,153,12133,286,85098,883,209
2020-12-12,45662,892,394238,2884,762,26224,448,233818,1465,470,7007,157,50821,446,82,12317,287,85715,801,192
2020-12-13,46700,905,397605,4405,941,26808,457,235571,2337,544,7201,158,51413,786,176,12574,290,86501,1043,182
2020-12-14,47411,912,399904,3010,1056,27274,461,237059,1954,716,7311,159,51650,347,135,12706,292,86886,517,174
2020-12-15,48249,919,402765,3699,1053,27811,464,238723,2201,676,7467,162,52170,676,203,12849,293,87374,631,137
2020-12-16,49119,932,405479,3584,608,28316,472,240102,1884,287,7627,165,52628,618,108,13053,295,88047,877,192
