date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21038,654,247979,1956,110,10899,326,143605,1188,73,3137,118,32569,283,NA,6926,210,56780,283,22
2020-10-10,22274,671,265940,2772,128,11711,338,156153,2077,81,3239,119,34421,253,NA,7246,214,59474,361,37
2020-10-11,22433,675,269248,3467,129,11802,341,158730,2668,81,3258,119,34627,225,NA,7295,215,59837,412,34
2020-10-12,22536,676,270530,1385,55,11861,342,159547,876,28,3269,119,34780,164,NA,7328,215,60111,307,22
2020-10-13,22607,677,271466,1007,108,11901,343,160062,555,53,3274,119,34919,144,17,7354,215,60332,247,32
2020-10-14,22699,678,273079,1705,162,11959,343,161157,1153,108,3288,119,35126,221,NA,7374,216,60556,244,38
2020-10-15,22865,682,275268,2355,130,12064,347,162588,1536,73,3303,119,35321,210,17,7420,216,60925,415,36
2020-10-16,23103,683,278208,3178,181,12186,347,164281,1815,118,3341,119,35642,359,13,7498,217,61711,864,50
2020-10-17,23248,686,280721,2658,50,12278,350,165970,1781,25,3353,119,35947,317,NA,7539,217,62091,421,16
2020-10-18,23352,688,282276,1659,113,12327,351,166893,972,56,3366,119,36124,190,NA,7581,218,62473,424,45
2020-10-19,23466,692,283790,1628,81,12392,352,167806,978,46,3382,119,36332,224,NA,7614,221,62806,366,24
2020-10-2,21211,658,249841,2035,156,11009,329,144754,1259,128,3152,118,32778,224,NA,6974,211,57135,403,21
2020-10-20,23524,695,284457,725,105,12435,353,168246,483,68,3384,120,36402,72,NA,7627,222,62938,145,29
2020-10-21,23665,697,285816,1500,145,12511,354,169021,851,92,3397,120,36603,214,12,7679,223,63249,363,38
2020-10-22,23833,701,287596,1948,147,12607,354,170122,1197,82,3416,120,36789,205,NA,7732,227,63659,463,52
