date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21080,654,250664,445855,23823,10924,326,145518,245482,11413,3147,118,32892,52336,3329,6933,210,57077,97293,7524
2020-10-10,22314,671,268840,491177,24922,11735,338,158238,276370,12160,3249,119,34761,56339,3394,7252,214,59790,104378,7774
2020-10-11,22474,675,272191,494894,25051,11827,341,160851,279010,12241,3268,119,34968,56624,3403,7301,215,60156,104881,7808
2020-10-12,22578,676,273489,496511,25106,11887,342,161679,279932,12269,3279,119,35122,56868,3407,7334,215,60432,105187,7830
2020-10-13,22649,677,274437,499734,25214,11927,343,162200,282254,12322,3284,119,35264,57207,3424,7360,215,60655,105593,7862
2020-10-14,22741,678,276069,506483,25376,11985,343,163311,286708,12430,3298,119,35473,57738,3434,7380,216,60880,106624,7900
2020-10-15,22907,682,278293,511605,25506,12090,347,164768,289785,12503,3313,119,35671,58234,3451,7426,216,61255,107657,7936
2020-10-16,23144,683,281265,518102,25687,12211,347,166482,293789,12621,3351,119,35996,58744,3464,7504,217,62047,109093,7986
2020-10-17,23288,686,283810,520469,25737,12303,350,168192,295010,12646,3362,119,36304,59047,3470,7545,217,62434,109734,8002
2020-10-18,23392,688,285374,523848,25850,12352,351,169121,297233,12702,3375,119,36481,59401,3480,7587,218,62818,110335,8047
2020-10-19,23506,692,286903,525954,25931,12417,352,170044,298630,12748,3391,119,36693,59608,3488,7620,221,63152,110706,8071
2020-10-2,21253,658,252553,451309,23979,11034,329,146686,248893,11541,3162,118,33105,52852,3334,6981,211,57435,98326,7545
2020-10-20,23564,695,287584,528893,26036,12460,353,170494,300378,12816,3393,120,36764,59908,3492,7633,222,63287,111306,8100
2020-10-21,23705,697,288954,534811,26181,12536,354,171275,304672,12908,3406,120,36966,60346,3504,7685,223,63601,112047,8138
2020-10-22,23873,701,290757,539656,26328,12632,354,172382,307109,12990,3425,120,37155,60925,3512,7738,227,64021,113344,8190
2020-10-23,24032,705,292664,545907,26507,12720,354,173473,310919,13075,3437,120,37376,61362,3535,7797,231,64537,114959,8252
2020-10-24,24154,709,294538,549555,26630,12790,357,174744,313208,13150,3453,120,37583,61871,3545,7833,232,64840,115596,8284
2020-10-25,24357,716,296974,552132,26726,12916,361,176378,315135,13204,3476,120,37865,62036,3556,7887,235,65271,115958,8314
2020-10-26,24443,717,297936,554284,26794,12957,362,176909,316496,13234,3493,120,38037,62243,3563,7915,235,65500,116336,8342
2020-10-27,24577,717,299542,558565,26944,13032,362,177895,319337,13343,3511,120,38190,62582,3578,7956,235,65854,117022,8364
2020-10-28,24735,721,300855,563778,27119,13125,364,178685,322687,13444,3535,120,38309,63038,3600,7997,237,66111,117915,8408
2020-10-29,24925,729,302711,569299,27295,13211,368,179811,326088,13535,3568,121,38533,63506,3623,8068,240,66513,119154,8459
2020-10-3,21373,660,253990,454992,24080,11107,330,147507,251014,11598,3176,118,33315,53283,3339,7014,212,57770,99176,7579
