date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-10-15,19701,5502,1395.6,46,10.2
2021-10-15,19702,7682,1389.7,59,16.3
2021-10-15,19703,2049,1409.7,18,11.4
2021-10-15,19706,NA,NA,NA,NA
2021-10-15,19707,1820,1289.9,48,17
2021-10-15,19709,6672,1649,58,15.9
2021-10-15,19711,7134,1222.6,72,11.6
2021-10-15,19713,4513,1533.4,70,16.6
2021-10-15,19716,NA,NA,NA,NA
2021-10-15,19717,376,416.9,0,0
2021-10-15,19720,10098,1717.5,105,16.9
2021-10-15,19730,NA,NA,NA,NA
2021-10-15,19731,NA,NA,NA,NA
2021-10-15,19732,NA,NA,NA,NA
2021-10-15,19733,NA,NA,NA,NA
2021-10-15,19734,2103,1784.7,18,18.6
2021-10-15,19736,NA,NA,NA,NA
2021-10-15,19801,2941,1740.2,24,24.4
2021-10-15,19802,3907,1560.9,40,13.6
2021-10-15,19803,2535,1340.3,78,16.6
2021-10-15,19804,2871,1692.2,36,15.2
2021-10-15,19805,6920,1838,83,25.7
2021-10-15,19806,1194,1254.7,41,23.7
2021-10-15,19807,876,1488,12,6.3
2021-10-15,19808,5028,1381.7,82,14.6
2021-10-15,19809,1616,1095.7,29,17.6
2021-10-15,19810,2499,1053.9,47,10.5
2021-10-15,19901,4857,1342,87,21
2021-10-15,19902,NA,NA,NA,NA
2021-10-15,19904,5306,1451,134,28.9
2021-10-15,19930,NA,NA,NA,NA
2021-10-15,19931,NA,NA,NA,NA
2021-10-15,19933,1520,1524.8,29,29.3
2021-10-15,19934,1726,1323,21,11.1
2021-10-15,19938,1375,1655.9,14,14.3
2021-10-15,19939,955,1438.2,NA,NA
2021-10-15,19940,1001,1885.2,NA,NA
2021-10-15,19941,447,1703.3,NA,NA
2021-10-15,19943,1715,1373.3,20,12.9
2021-10-15,19944,NA,NA,NA,NA
2021-10-15,19945,1186,2164.2,NA,NA
2021-10-15,19946,721,1468.3,NA,NA
2021-10-15,19947,4071,2171.4,58,27.4
2021-10-15,19950,1105,1566.6,29,24.5
2021-10-15,19951,NA,NA,NA,NA
2021-10-15,19952,1473,1591.7,20,13.5
2021-10-15,19953,527,1293.6,NA,NA
2021-10-15,19954,NA,NA,NA,NA
2021-10-15,19956,2757,1929.4,38,22.6
2021-10-15,19958,2992,1470.7,87,14.4
2021-10-15,19960,1110,1804.8,12,13.8
2021-10-15,19962,1819,1618.1,13,7.8
2021-10-15,19963,3135,1571.8,86,27.9
2021-10-15,19964,NA,NA,NA,NA
2021-10-15,19966,4317,1662.2,90,17.9
2021-10-15,19967,NA,NA,NA,NA
2021-10-15,19968,1390,1386.9,17,11.9
2021-10-15,19970,936,1443.8,NA,NA
2021-10-15,19971,1763,1878.5,34,9.8
2021-10-15,19973,4288,1806.4,80,23
2021-10-15,19975,1401,1814.6,15,6.2
2021-10-15,19977,4431,1752.6,78,27.4
2021-10-15,19979,NA,NA,NA,NA
