date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-04-15,19701,3933,989.8,31,7
2021-04-15,19702,5610,1014.1,46,13.3
2021-04-15,19703,1453,997,17,10.7
2021-04-15,19706,NA,NA,NA,NA
2021-04-15,19707,1387,978.8,42,14.4
2021-04-15,19709,4730,1172.5,39,11.7
2021-04-15,19711,5525,915.5,57,9.1
2021-04-15,19713,3399,1146.1,61,14.4
2021-04-15,19716,NA,NA,NA,NA
2021-04-15,19717,220,391.8,0,0
2021-04-15,19720,7495,1264.9,80,12.8
2021-04-15,19730,NA,NA,NA,NA
2021-04-15,19731,NA,NA,NA,NA
2021-04-15,19732,NA,NA,NA,NA
2021-04-15,19733,NA,NA,NA,NA
2021-04-15,19734,1437,1211.7,12,13.8
2021-04-15,19736,NA,NA,NA,NA
2021-04-15,19801,2028,1179.9,20,22
2021-04-15,19802,2659,1048.9,29,9.9
2021-04-15,19803,1930,1006.5,71,14.7
2021-04-15,19804,2181,1273.3,29,12.2
2021-04-15,19805,4998,1334.6,71,22.3
2021-04-15,19806,944,961,34,20.1
2021-04-15,19807,672,1132.9,NA,NA
2021-04-15,19808,3832,1048.2,67,12
2021-04-15,19809,1148,771.6,25,14.8
2021-04-15,19810,1873,780.1,37,8
2021-04-15,19901,3210,878.3,66,15.7
2021-04-15,19902,NA,NA,NA,NA
2021-04-15,19904,3540,949,109,23.5
2021-04-15,19930,NA,NA,NA,NA
2021-04-15,19931,NA,NA,NA,NA
2021-04-15,19933,1015,1004.5,21,21.7
2021-04-15,19934,1109,842.6,16,8.4
2021-04-15,19938,882,1056.6,NA,NA
2021-04-15,19939,681,1027.4,NA,NA
2021-04-15,19940,640,1184.7,NA,NA
2021-04-15,19941,304,1208.2,NA,NA
2021-04-15,19943,1038,817.9,14,9.3
2021-04-15,19944,NA,NA,NA,NA
2021-04-15,19945,801,1414,NA,NA
2021-04-15,19946,451,928.3,NA,NA
2021-04-15,19947,3151,1673.5,43,20.7
2021-04-15,19950,690,964.2,21,17.9
2021-04-15,19951,NA,NA,NA,NA
2021-04-15,19952,894,944,12,7.8
2021-04-15,19953,362,880.5,NA,NA
2021-04-15,19954,NA,NA,NA,NA
2021-04-15,19956,1798,1252.2,26,15.8
2021-04-15,19958,2179,1047.6,72,12.2
2021-04-15,19960,773,1247.9,NA,NA
2021-04-15,19962,1150,1008.3,NA,NA
2021-04-15,19963,2170,1067,69,22
2021-04-15,19964,NA,NA,NA,NA
2021-04-15,19966,2991,1119.9,76,15.3
2021-04-15,19967,NA,NA,NA,NA
2021-04-15,19968,944,906.7,14,10.6
2021-04-15,19970,717,1049.8,NA,NA
2021-04-15,19971,1357,1436.6,26,7.4
2021-04-15,19973,2869,1176.7,62,17.5
2021-04-15,19975,1057,1335.1,NA,NA
2021-04-15,19977,3018,1172.8,61,21.9
2021-04-15,19979,NA,NA,NA,NA
