date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2022-02-16,19701,9566,2452.1,65,14.4
2022-02-16,19702,13409,2426.1,76,20.6
2022-02-16,19703,3831,2651.3,25,16
2022-02-16,19706,NA,NA,NA,NA
2022-02-16,19707,3243,2362.7,51,18
2022-02-16,19709,12514,3089.4,81,20.5
2022-02-16,19711,11402,2111.5,96,15.7
2022-02-16,19713,7820,2683.8,92,22.4
2022-02-16,19716,NA,NA,NA,NA
2022-02-16,19717,764,4817.8,0,0
2022-02-16,19720,16943,2897.7,136,21.7
2022-02-16,19730,NA,NA,NA,NA
2022-02-16,19731,NA,NA,NA,NA
2022-02-16,19732,NA,NA,NA,NA
2022-02-16,19733,NA,NA,NA,NA
2022-02-16,19734,4039,3409,22,21.3
2022-02-16,19736,NA,NA,NA,NA
2022-02-16,19801,4977,2953.6,32,31.9
2022-02-16,19802,6749,2704.2,68,22.7
2022-02-16,19803,4644,2480.2,87,18.3
2022-02-16,19804,4750,2834.5,45,19
2022-02-16,19805,11372,3016.5,97,29.9
2022-02-16,19806,2049,2203.5,46,27.4
2022-02-16,19807,1462,2476.8,16,8.4
2022-02-16,19808,8706,2427.5,101,18.3
2022-02-16,19809,3054,2074.7,32,19.1
2022-02-16,19810,4773,2042.8,55,12.3
2022-02-16,19901,9131,2572.3,108,26
2022-02-16,19902,NA,NA,NA,NA
2022-02-16,19904,9847,2727.6,170,36.9
2022-02-16,19930,NA,NA,NA,NA
2022-02-16,19931,NA,NA,NA,NA
2022-02-16,19933,2568,2573.7,37,36.8
2022-02-16,19934,3263,2506.7,32,17.4
2022-02-16,19938,2776,3326.4,23,22.7
2022-02-16,19939,1629,2508.3,15,10.9
2022-02-16,19940,1670,3222.1,NA,NA
2022-02-16,19941,817,3076.7,13,65.2
2022-02-16,19943,3226,2609.7,31,20
2022-02-16,19944,NA,NA,NA,NA
2022-02-16,19945,1915,3542.5,11,9.6
2022-02-16,19946,1233,2537.8,13,22.6
2022-02-16,19947,6280,3351.8,71,33.3
2022-02-16,19950,1844,2665.1,36,30.6
2022-02-16,19951,NA,NA,NA,NA
2022-02-16,19952,2534,2772.6,31,22.6
2022-02-16,19953,988,2525.2,13,22.9
2022-02-16,19954,NA,NA,NA,NA
2022-02-16,19956,4749,3328.4,50,29.2
2022-02-16,19958,5149,2557.2,96,15.8
2022-02-16,19960,1932,3150.6,14,16
2022-02-16,19962,3341,3013.7,18,10.7
2022-02-16,19963,5501,2799.4,109,35.7
2022-02-16,19964,NA,NA,NA,NA
2022-02-16,19966,7415,2894,108,21.2
2022-02-16,19967,NA,NA,NA,NA
2022-02-16,19968,2670,2730.7,24,15.3
2022-02-16,19970,1550,2489.5,13,6
2022-02-16,19971,2812,3043.6,41,13.1
2022-02-16,19973,7224,3076.6,95,27.9
2022-02-16,19975,2101,2770.8,16,6.7
2022-02-16,19977,8268,3314.8,103,36
2022-02-16,19979,NA,NA,NA,NA
