date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21071,653,252322,445747,23821,10921,326,146576,245415,11411,3147,118,33103,52325,3329,6927,209,57365,97274,7524
2020-10-10,22304,670,270634,491062,24920,11731,338,159406,276296,12158,3249,119,34981,56328,3394,7246,213,60089,104359,7774
2020-10-11,22464,674,274008,494779,25049,11823,341,162037,278936,12239,3268,119,35189,56613,3403,7295,214,60458,104862,7808
2020-10-12,22568,675,275320,496396,25104,11883,342,162872,279858,12267,3279,119,35347,56857,3407,7328,214,60736,105168,7830
2020-10-13,22639,676,276274,499617,25212,11923,343,163398,282178,12320,3284,119,35490,57196,3424,7354,214,60959,105574,7862
2020-10-14,22731,677,277911,506365,25374,11981,343,164514,286631,12428,3298,119,35699,57727,3434,7374,215,61184,106605,7900
2020-10-15,22897,680,280160,511486,25504,12086,346,165991,289707,12501,3313,119,35900,58223,3451,7420,215,61561,107638,7936
2020-10-16,23134,681,283151,517982,25685,12207,346,167720,293710,12619,3351,119,36226,58733,3464,7498,216,62355,109074,7986
2020-10-17,23278,684,285710,520348,25735,12299,349,169438,294930,12644,3362,119,36537,59036,3470,7539,216,62745,109715,8002
2020-10-18,23382,686,287281,523727,25848,12348,350,170373,297153,12700,3375,119,36714,59390,3480,7581,217,63130,110316,8047
2020-10-19,23496,689,288825,525833,25929,12413,350,171305,298550,12746,3391,119,36927,59597,3488,7614,220,63469,110687,8071
2020-10-2,21244,657,254225,451201,23977,11031,329,147752,248826,11539,3162,118,33316,52841,3334,6975,210,57727,98307,7545
2020-10-20,23554,692,289509,528772,26034,12456,351,171757,300298,12814,3393,120,36998,59897,3492,7627,221,63605,111287,8100
2020-10-21,23695,694,290893,534688,26179,12532,352,172548,304592,12906,3406,120,37201,60334,3504,7679,222,63921,112028,8138
2020-10-22,23863,698,292717,539532,26326,12628,352,173669,307028,12988,3425,120,37392,60913,3512,7732,226,64346,113325,8190
2020-10-23,24022,702,294641,545781,26505,12716,352,174776,310837,13073,3437,120,37613,61350,3535,7791,230,64863,114940,8252
2020-10-24,24144,706,296530,549429,26628,12786,355,176057,313126,13148,3453,120,37823,61859,3545,7827,231,65168,115577,8284
2020-10-25,24347,712,298979,552006,26724,12912,358,177700,315053,13202,3476,120,38106,62024,3556,7881,234,65601,115939,8314
2020-10-26,24433,713,299945,554158,26792,12953,359,178231,316414,13232,3493,120,38280,62231,3563,7909,234,65832,116317,8342
2020-10-27,24567,713,301555,558438,26942,13028,359,179218,319254,13341,3511,120,38433,62570,3578,7950,234,66188,117003,8364
2020-10-28,24725,717,302882,563651,27117,13121,361,180018,322604,13442,3535,120,38553,63026,3600,7991,236,66447,117896,8408
2020-10-29,24916,724,304750,569172,27293,13207,364,181152,326005,13533,3568,121,38779,63494,3623,8063,239,66850,119135,8459
2020-10-3,21364,659,255671,454883,24078,11104,330,148579,250946,11596,3176,118,33527,53272,3339,7008,211,58064,99157,7579
2020-10-30,25115,725,306718,573910,27452,13320,364,182473,328725,13611,3593,121,38970,63943,3638,8124,240,67231,120349,8517
2020-10-31,25300,729,308154,577600,27578,13395,365,183177,331046,13684,3633,121,39218,64420,3650,8194,243,67630,121010,8553
2020-10-4,21519,660,257844,457997,24170,11217,331,149971,253285,11666,3185,118,33775,53483,3344,7040,211,58483,99513,7594
2020-10-5,21606,662,258764,460484,24248,11272,333,150538,254902,11711,3191,118,33909,53754,3358,7066,211,58645,99914,7611
2020-10-6,21735,662,260597,463979,24350,11350,333,151843,257583,11781,3204,118,34070,53964,3364,7104,211,58921,100306,7633
2020-10-7,21835,665,262352,470862,24474,11420,335,153232,262322,11870,3207,119,34138,54450,3370,7131,211,59142,101271,7656
2020-10-8,21992,667,264954,479252,24659,11529,336,155257,268534,12003,3214,119,34360,55189,3379,7172,212,59397,102174,7690
2020-10-9,22172,669,267950,485597,24792,11645,337,157382,272586,12077,3236,119,34736,55924,3389,7213,213,59755,103328,7737
2020-11-1,25484,732,310224,579973,27691,13530,368,184657,332826,13761,3641,121,39387,64550,3653,8235,243,67963,121321,8582
2020-11-10,27503,750,324190,619505,29501,14800,377,193190,358094,14895,3894,122,41263,68790,3835,8730,251,70730,128119,9002
2020-11-11,27701,752,325595,627978,29947,14925,377,193918,363524,15213,3918,122,41473,69366,3857,8779,253,71057,129700,9081
2020-11-12,28165,754,328140,633932,30251,15236,378,195615,366918,15368,3970,122,41699,70205,3919,8880,254,71555,130910,9147
2020-11-13,28546,757,329963,640804,30693,15464,379,196657,371435,15687,4043,122,42025,70674,3946,8958,256,71917,132309,9234
2020-11-14,28949,758,332046,645351,30925,15749,379,197945,374100,15818,4060,122,42246,71281,3971,9059,257,72381,133285,9305
2020-11-15,29352,761,334737,653273,31354,15991,380,199447,380201,16131,4118,122,42619,71746,4004,9162,259,73061,134193,9375
2020-11-16,29713,765,336994,656261,31541,16255,381,200933,382229,16251,4159,122,42884,72023,4024,9218,262,73441,134615,9412
2020-11-17,29934,768,338003,661406,31931,16381,383,201469,385363,16501,4193,123,43060,72762,4073,9279,262,73665,135447,9487
2020-11-18,30332,770,339989,672696,32484,16622,384,202605,392451,16853,4252,123,43346,73875,4128,9376,263,74064,137285,9602
2020-11-19,30976,772,343613,682073,32934,17025,384,204694,398335,17156,4351,125,43833,74554,4169,9518,263,74859,139421,9688
2020-11-2,25585,733,311105,582273,27772,13583,368,185157,334436,13816,3653,122,39491,64717,3661,8271,243,68201,121701,8599
2020-11-20,31495,774,346815,690170,33370,17396,384,206786,402909,17404,4405,125,44141,75578,4243,9612,265,75456,141225,9778
2020-11-21,31987,776,349846,695555,33758,17726,384,208382,406448,17641,4468,125,44656,76266,4308,9711,267,76177,142062,9848
2020-11-22,32360,780,351902,701192,34091,17948,386,209544,410586,17860,4519,127,44893,76644,4335,9810,267,76731,142871,9913
2020-11-23,32802,786,354844,708064,34505,18239,389,211497,415705,18145,4581,129,45209,77150,4391,9895,268,77257,143743,9967
2020-11-24,33106,790,356989,711710,34817,18456,392,212956,418204,18373,4622,130,45394,77492,4418,9941,268,77625,144313,10015
2020-11-25,33690,792,360251,722904,35446,18809,392,214632,424381,18724,4703,130,45695,78775,4520,10089,270,78673,147207,10167
2020-11-26,34261,795,363366,731535,35940,19187,393,216364,429619,19015,4798,131,46178,79934,4607,10187,271,79338,148456,10256
2020-11-27,34766,799,366103,742772,36756,19516,394,217993,437070,19549,4900,132,46574,81204,4733,10261,273,79716,150118,10381
2020-11-28,35369,802,368775,746503,37103,19904,396,219798,439188,19733,4978,133,46808,81688,4798,10396,273,80193,150973,10466
2020-11-29,35777,806,370376,750941,37562,20123,398,220587,442266,20036,5108,134,47216,82016,4850,10455,274,80490,151703,10560
2020-11-3,25702,737,311985,585684,27938,13639,368,185650,336397,13909,3662,122,39625,65122,3681,8323,247,68420,122463,8640
2020-11-30,36448,809,372768,759359,38331,20593,399,222119,448600,20609,5201,134,47490,82598,4925,10562,276,80897,152619,10652
2020-11-4,25919,737,313496,591656,28160,13768,368,186443,340135,14049,3705,122,39840,65670,3712,8368,247,68815,123426,8678
2020-11-5,26213,739,315693,597032,28366,13962,370,187913,343822,14188,3738,122,40066,66059,3725,8435,247,69174,124390,8723
2020-11-6,26431,741,317524,603214,28668,14106,371,189003,347088,14357,3759,122,40410,66879,3765,8488,248,69484,125866,8803
2020-11-7,26743,744,319510,608291,28911,14322,373,190186,350507,14520,3795,122,40714,67580,3780,8547,249,69870,126496,8855
2020-11-8,27060,745,321528,612346,29134,14542,374,191563,353736,14668,3826,122,40945,67738,3791,8613,249,70181,126983,8916
2020-11-9,27264,747,322891,615264,29282,14675,374,192497,355740,14763,3842,122,41035,67990,3807,8668,251,70454,127432,8951
2020-12-1,36806,813,373801,764254,38884,20792,402,222674,451680,20961,5296,135,47724,83219,5019,10626,276,81095,153448,10742
2020-12-10,43814,855,396359,838870,46087,25129,420,235973,498933,25244,6691,152,51025,92043,6290,11892,283,85459,166245,12130
2020-12-11,44883,859,399932,848311,47083,25800,421,238188,504631,25846,6888,153,51439,93196,6442,12087,285,86156,167978,12327
2020-12-12,45481,865,402218,856332,47797,26126,425,239335,509547,26284,6978,154,51792,94013,6522,12267,286,86776,169705,12506
2020-12-13,46477,874,405569,865636,48662,26688,430,241073,514736,26782,7167,155,52388,95504,6681,12509,289,87564,171699,12679
2020-12-14,47168,880,407847,876486,49635,27140,433,242548,522647,27440,7275,156,52632,96357,6809,12637,291,87937,173083,12837
2020-12-15,47953,887,410620,886283,50684,27639,436,244159,528441,28112,7427,159,53146,98067,7012,12769,292,88405,174668,12974
2020-12-16,48787,896,413245,893837,51291,28118,442,245493,532961,28398,7585,161,53583,98905,7120,12965,293,89060,176109,13166
2020-12-17,49118,901,414439,902096,52189,28274,444,246124,537782,28934,7658,163,53747,100163,7304,13066,294,89371,177816,13321
2020-12-18,50151,907,417725,909828,52999,28908,447,248052,542008,29338,7812,165,54150,101022,7455,13309,295,90144,179905,13551
2020-12-19,50635,914,419471,914580,53396,29162,452,248904,544232,29514,7893,165,54391,101872,7552,13457,297,90708,181065,13661
2020-12-2,37587,816,376312,773913,39709,21317,405,224169,458021,21416,5421,135,48060,84320,5181,10757,276,81527,154681,10901
2020-12-20,51091,924,421224,917847,53764,29340,459,249558,546229,29695,8013,165,54785,102252,7625,13615,300,91242,181702,13758
2020-12-21,51661,930,423048,926336,54618,29688,462,250605,551655,30251,8118,168,55097,103224,7740,13730,300,91589,183264,13916
2020-12-22,52251,937,424655,933506,55279,30090,466,251622,555814,30613,8228,170,55358,103995,7841,13808,301,91863,185027,14090
2020-12-23,53041,945,427578,943560,56127,30568,470,253284,563073,31218,8334,173,55682,104995,7936,14013,302,92609,186377,14219
2020-12-24,53675,952,429990,950825,56705,31000,474,254820,567256,31549,8427,175,55932,105925,8022,14122,303,93152,187903,14363
