date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21050,654,247019,1947,110,10907,326,142974,1184,73,3139,118,32443,281,NA,6927,210,56638,282,22
2020-10-10,22286,671,264912,2755,128,11719,338,155466,2061,81,3241,119,34291,252,NA,7247,214,59326,361,37
2020-10-11,22445,675,268211,3458,129,11810,341,158034,2659,81,3260,119,34497,225,NA,7296,215,59689,412,34
2020-10-12,22548,676,269487,1379,55,11869,342,158845,870,28,3271,119,34650,164,NA,7329,215,59963,307,22
2020-10-13,22619,677,270420,1004,108,11909,343,159358,553,53,3276,119,34789,144,17,7355,215,60183,246,32
2020-10-14,22711,678,272025,1697,162,11967,343,160447,1147,108,3290,119,34995,220,NA,7375,216,60406,243,38
2020-10-15,22877,682,274205,2346,130,12072,347,161871,1529,73,3305,119,35189,209,17,7421,216,60775,415,36
2020-10-16,23115,683,277127,3160,181,12194,347,163552,1803,118,3343,119,35507,356,13,7499,217,61559,862,50
2020-10-17,23260,686,279635,2653,50,12286,350,165237,1777,25,3355,119,35812,317,NA,7540,217,61939,421,16
2020-10-18,23364,688,281183,1652,113,12335,351,166155,967,56,3368,119,35989,190,NA,7582,218,62319,422,45
2020-10-19,23478,692,282689,1620,81,12400,352,167064,974,46,3384,119,36195,222,NA,7615,221,62651,365,24
2020-10-2,21223,658,248872,2026,156,11017,329,144117,1253,128,3154,118,32651,223,NA,6975,211,56991,401,21
2020-10-20,23536,695,283356,725,105,12443,353,167504,483,68,3386,120,36265,72,NA,7628,222,62783,145,29
2020-10-21,23677,697,284709,1494,145,12519,354,168276,848,92,3399,120,36466,214,12,7680,223,63092,361,38
2020-10-22,23845,701,286488,1947,147,12615,354,169376,1196,82,3418,120,36652,205,NA,7733,227,63502,463,52
2020-10-23,24004,705,288350,2021,179,12703,354,170437,1149,85,3430,120,36866,226,23,7792,231,64011,568,62
2020-10-24,24126,709,290191,1963,123,12773,357,171684,1317,75,3446,120,37069,219,NA,7828,232,64311,336,32
2020-10-25,24328,716,292584,2595,96,12898,361,173285,1726,54,3469,120,37344,298,11,7882,235,64741,484,30
2020-10-26,24414,717,293526,1028,68,12939,362,173804,560,30,3486,120,37511,184,NA,7910,235,64967,254,28
2020-10-27,24548,717,295107,1715,150,13014,362,174771,1042,109,3504,120,37661,168,15,7951,235,65319,393,22
2020-10-28,24706,721,296391,1442,175,13107,364,175540,862,101,3528,120,37779,142,22,7992,237,65572,294,44
2020-10-29,24898,729,298221,2022,176,13195,368,176646,1194,91,3561,121,38002,256,23,8063,240,65971,470,51
2020-10-3,21344,660,250296,1545,101,11091,330,144927,884,57,3168,118,32860,223,NA,7008,212,57325,367,34
2020-10-30,25097,731,300143,2121,159,13308,368,177938,1405,78,3586,122,38189,212,15,8124,241,66343,433,58
2020-10-31,25282,735,301553,1595,126,13383,369,178628,765,73,3626,122,38435,286,12,8194,244,66734,461,36
2020-10-4,21500,661,252416,2276,92,11205,331,146273,1460,70,3177,118,33108,257,NA,7040,212,57741,448,15
2020-10-5,21587,663,253314,985,78,11260,333,146823,605,45,3183,118,33239,137,14,7066,212,57902,187,17
2020-10-6,21717,663,255101,1917,102,11338,333,148094,1349,70,3196,118,33397,171,NA,7105,212,58171,308,22
2020-10-7,21817,666,256801,1800,124,11408,335,149435,1411,89,3199,119,33461,67,NA,7132,212,58391,247,23
2020-10-8,21974,668,259355,2711,185,11517,336,151420,2094,133,3206,119,33678,224,NA,7173,213,58645,295,34
2020-10-9,22154,670,262289,3114,133,11633,337,153491,2187,74,3228,119,34052,396,NA,7214,214,58998,394,47
2020-11-1,25466,738,303567,2198,113,13518,372,180070,1577,77,3634,122,38595,168,NA,8235,244,67060,367,29
2020-11-10,27485,758,317230,1514,219,14788,383,188399,802,132,3887,123,40427,276,28,8730,252,69784,335,51
2020-11-11,27682,760,318601,1568,446,14912,383,189104,829,318,3911,123,40636,233,22,8779,254,70105,370,79
2020-11-12,28144,762,321090,2951,304,15221,384,190760,1965,155,3963,123,40855,271,62,8880,255,70596,592,66
2020-11-13,28525,765,322852,2143,442,15449,385,191759,1227,319,4036,123,41172,390,27,8958,257,70951,433,87
