date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21062,669,235485,1850,10918,334,136543,1133,3138,119,30633,259,6927,216,54115,276
2020-10-10,22308,686,252458,2620,11738,346,148428,1965,3240,120,32357,233,7249,220,56667,346
2020-10-11,22470,691,255616,3320,11832,350,150890,2556,3259,120,32552,214,7298,221,57013,395
2020-10-12,22573,692,256829,1316,11891,351,151657,826,3270,120,32699,158,7331,221,57276,296
2020-10-13,22644,694,257712,954,11931,352,152148,531,3275,120,32827,133,7357,222,57484,234
2020-10-14,22734,695,259210,1588,11988,352,153169,1078,3288,120,33014,200,7377,223,57693,229
2020-10-15,22900,699,261264,2220,12093,356,154509,1445,3303,120,33194,195,7423,223,58048,401
2020-10-16,23137,700,264040,3013,12216,356,156105,1719,3340,120,33489,332,7500,224,58801,830
2020-10-17,23283,703,266442,2548,12309,359,157723,1711,3352,120,33781,304,7541,224,59163,403
2020-10-18,23390,705,267904,1569,12361,360,158601,930,3365,120,33937,169,7583,225,59519,398
2020-10-19,23504,710,269338,1548,12426,361,159472,936,3381,120,34127,206,7616,229,59835,349
2020-10-2,21236,673,237245,1934,11029,337,137634,1202,3152,119,30828,209,6976,217,54449,383
2020-10-20,23565,714,269979,702,12472,363,159892,466,3383,121,34194,69,7629,230,59965,143
2020-10-21,23706,716,271264,1426,12548,364,160628,812,3396,121,34381,200,7681,231,60258,345
2020-10-22,23873,720,272946,1849,12643,364,161676,1143,3415,121,34560,198,7734,235,60640,435
2020-10-23,24032,724,274712,1925,12731,364,162684,1096,3427,121,34760,212,7793,239,61125,544
2020-10-24,24153,728,276468,1877,12799,367,163880,1264,3444,121,34953,210,7829,240,61408,319
2020-10-25,24354,735,278732,2465,12923,371,165393,1637,3467,121,35208,278,7883,243,61821,467
2020-10-26,24439,736,279631,984,12963,372,165886,533,3484,121,35369,178,7911,243,62038,245
2020-10-27,24575,736,281122,1627,13039,372,166802,992,3502,121,35512,161,7953,243,62362,366
2020-10-28,24735,740,282331,1369,13133,374,167526,818,3526,121,35618,130,7995,245,62604,284
2020-10-29,24929,748,284097,1960,13222,378,168597,1160,3559,122,35829,244,8067,248,62988,456
2020-10-3,21361,675,238607,1487,11106,338,138413,856,3166,119,31025,211,7010,218,54766,351
2020-10-30,25124,750,285926,2024,13334,378,169828,1343,3582,123,36001,195,8127,249,63348,420
2020-10-31,25312,754,287258,1520,13411,379,170491,740,3623,123,36231,271,8197,252,63712,434
2020-10-4,21518,676,240611,2161,11221,339,139687,1389,3175,119,31259,243,7042,218,55160,426
2020-10-5,21605,678,241456,932,11276,341,140211,579,3181,119,31375,122,7068,218,55313,179
2020-10-6,21738,678,243142,1819,11356,341,141411,1280,3195,119,31526,165,7107,218,55566,292
2020-10-7,21837,681,244765,1722,11425,343,142692,1350,3198,120,31584,61,7134,218,55777,238
2020-10-8,21994,683,247185,2577,11535,344,144575,1993,3205,120,31789,212,7174,219,56015,278
2020-10-9,22175,685,249971,2967,11652,345,146549,2091,3227,120,32137,370,7215,220,56355,381
2020-11-1,25498,757,289168,2096,13548,382,171866,1512,3631,123,36379,156,8238,252,64020,349
2020-11-10,27532,779,302133,1447,14826,393,179823,761,3891,125,38086,268,8732,261,66590,327
2020-11-11,27731,782,303425,1491,14950,394,180495,796,3915,125,38287,225,8783,263,66890,351
2020-11-12,28196,784,305796,2836,15262,395,182075,1892,3968,125,38492,258,8883,264,67357,567
2020-11-13,28577,788,307469,2054,15490,396,183020,1173,4040,125,38797,377,8962,267,67693,415
2020-11-14,28985,789,309413,2352,15777,396,184209,1476,4057,125,39005,225,9066,268,68138,549
2020-11-15,29387,793,311931,2920,16019,397,185610,1643,4114,126,39352,404,9169,270,68780,745
2020-11-16,29752,797,314050,2484,16283,398,187015,1669,4155,126,39589,278,9229,273,69141,421
2020-11-17,29975,800,315003,1176,16411,400,187520,633,4189,127,39756,201,9289,273,69353,272
2020-11-18,30371,803,316848,2241,16652,402,188570,1291,4246,127,40022,323,9386,274,69725,469
2020-11-19,31019,806,320204,4004,17056,403,190505,2339,4347,129,40480,559,9529,274,70460,878
2020-11-2,25599,759,290002,935,13600,383,172344,530,3644,124,36473,107,8274,252,64248,264
2020-11-20,31538,810,323163,3478,17428,404,192432,2299,4400,130,40758,331,9623,276,71021,655
2020-11-21,32031,812,326013,3343,17761,404,193934,1835,4463,130,41234,539,9720,278,71707,783
2020-11-22,32418,817,327988,2362,17993,406,195052,1350,4515,132,41462,280,9822,279,72233,628
2020-11-23,32871,824,330738,3203,18291,409,196877,2123,4577,135,41748,348,9911,280,72733,589
2020-11-24,33192,828,332774,2357,18520,412,198266,1618,4620,136,41916,211,9960,280,73086,402
