date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21070,653,252772,445718,23819,10919,326,146850,245395,11411,3148,118,33162,52322,3329,6927,209,57458,97268,7522
2020-10-10,22303,670,271125,491032,24918,11729,338,159713,276275,12158,3250,119,35043,56325,3394,7246,213,60186,104353,7772
2020-10-11,22463,674,274502,494749,25047,11821,341,162347,278915,12239,3269,119,35251,56610,3403,7295,214,60555,104856,7806
2020-10-12,22567,675,275816,496366,25102,11881,342,163184,279837,12267,3280,119,35409,56854,3407,7328,214,60833,105162,7828
2020-10-13,22638,676,276770,499587,25210,11921,343,163710,282157,12320,3285,119,35552,57193,3424,7354,214,61056,105568,7860
2020-10-14,22730,677,278409,506335,25372,11979,343,164827,286610,12428,3299,119,35761,57724,3434,7374,215,61281,106599,7898
2020-10-15,22894,680,280662,511456,25502,12084,346,166305,289686,12501,3313,119,35964,58220,3451,7419,215,61658,107632,7934
2020-10-16,23131,681,283656,517952,25683,12205,346,168037,293689,12619,3351,119,36290,58730,3464,7497,216,62452,109068,7984
2020-10-17,23275,684,286220,520318,25733,12297,349,169758,294909,12644,3362,119,36603,59033,3470,7538,216,62842,109709,8000
2020-10-18,23379,686,287792,523697,25846,12346,350,170694,297132,12700,3375,119,36780,59387,3480,7580,217,63227,110310,8045
2020-10-19,23493,689,289341,525803,25927,12411,350,171630,298529,12746,3391,119,36993,59594,3488,7613,220,63567,110681,8069
2020-10-2,21243,657,254679,451172,23975,11029,329,148029,248806,11539,3163,118,33376,52838,3334,6975,210,57820,98301,7543
2020-10-20,23551,692,290026,528742,26032,12454,351,172083,300277,12814,3393,120,37064,59894,3492,7626,221,63703,111281,8098
2020-10-21,23692,694,291414,534658,26177,12530,352,172877,304571,12906,3406,120,37267,60331,3504,7678,222,64020,112022,8136
2020-10-22,23860,698,293243,539502,26324,12626,352,174001,307007,12988,3425,120,37458,60910,3512,7731,226,64447,113319,8188
2020-10-23,24019,702,295172,545750,26503,12714,352,175112,310815,13073,3437,120,37680,61347,3535,7790,230,64964,114934,8250
2020-10-24,24141,706,297062,549398,26626,12784,355,176393,313104,13148,3453,120,37890,61856,3545,7826,231,65269,115571,8282
2020-10-25,24344,712,299514,551974,26722,12910,358,178039,315030,13202,3476,120,38173,62021,3556,7880,234,65702,115933,8312
2020-10-26,24430,713,300480,554126,26790,12951,359,178570,316391,13232,3493,120,38347,62228,3563,7908,234,65933,116311,8340
2020-10-27,24564,713,302091,558406,26940,13026,359,179558,319231,13341,3511,120,38500,62567,3578,7949,234,66289,116997,8362
2020-10-28,24722,717,303426,563619,27115,13119,361,180365,322581,13442,3535,120,38620,63023,3600,7990,236,66549,117890,8406
2020-10-29,24913,724,305300,569140,27291,13205,364,181505,325982,13533,3568,121,38846,63491,3623,8062,239,66952,119129,8457
2020-10-3,21363,659,256130,454854,24076,11102,330,148859,250926,11596,3177,118,33588,53269,3339,7008,211,58157,99151,7577
2020-10-30,25112,725,307275,573877,27450,13318,364,182828,328702,13611,3593,121,39037,63940,3638,8123,240,67338,120342,8515
2020-10-31,25297,729,308715,577567,27576,13393,365,183534,331023,13684,3633,121,39285,64417,3650,8193,243,67738,121003,8551
2020-10-4,21518,660,258313,457968,24168,11215,331,150258,253265,11666,3186,118,33837,53480,3344,7040,211,58578,99507,7592
2020-10-5,21605,662,259233,460455,24246,11270,333,150825,254882,11711,3192,118,33971,53751,3358,7066,211,58740,99908,7609
2020-10-6,21734,662,261069,463950,24348,11348,333,152133,257563,11781,3205,118,34132,53961,3364,7104,211,59016,100300,7631
2020-10-7,21834,665,262826,470833,24472,11418,335,153524,262302,11870,3208,119,34200,54447,3370,7131,211,59237,101265,7654
2020-10-8,21991,667,265435,479222,24657,11527,336,155555,268513,12003,3215,119,34422,55186,3379,7172,212,59493,102168,7688
2020-10-9,22171,669,268435,485567,24790,11643,337,157684,272565,12077,3237,119,34798,55921,3389,7213,213,59851,103322,7735
2020-11-1,25481,732,310793,579940,27689,13528,368,185021,332803,13761,3641,121,39454,64547,3653,8234,243,68072,121314,8580
2020-11-10,27501,750,324790,619470,29499,14798,377,193577,358069,14895,3894,122,41332,68787,3835,8730,251,70844,128112,9000
2020-11-11,27699,752,326197,627943,29945,14923,377,194306,363499,15213,3918,122,41542,69363,3857,8779,253,71172,129693,9079
2020-11-12,28164,754,328745,633897,30249,15234,378,196005,366893,15368,3970,122,41768,70202,3919,8881,254,71671,130903,9145
2020-11-13,28545,757,330568,640768,30691,15462,379,197047,371410,15687,4043,122,42094,70671,3946,8959,256,72033,132301,9232
2020-11-14,28948,758,332655,645315,30923,15747,379,198337,374075,15818,4060,122,42316,71278,3971,9060,257,72498,133277,9303
2020-11-15,29351,761,335354,653237,31352,15989,380,199843,380176,16131,4118,122,42691,71743,4004,9163,259,73178,134185,9373
2020-11-16,29712,765,337613,656225,31539,16253,381,201330,382204,16251,4159,122,42956,72020,4024,9219,262,73559,134607,9410
2020-11-17,29933,768,338622,661369,31929,16379,383,201866,385338,16501,4193,123,43132,72759,4073,9280,262,73783,135439,9485
2020-11-18,30331,770,340610,672657,32482,16620,384,203003,392426,16853,4252,123,43418,73871,4128,9377,263,74182,137276,9600
2020-11-19,30976,772,344245,682034,32932,17024,384,205098,398310,17156,4351,125,43908,74550,4169,9519,263,74979,139412,9686
2020-11-2,25582,733,311677,582240,27770,13581,368,185524,334413,13816,3653,122,39558,64714,3661,8270,243,68310,121694,8597
2020-11-20,31495,774,347449,690130,33368,17395,384,207192,402884,17404,4405,125,44216,75574,4243,9613,265,75576,141215,9776
2020-11-21,31987,776,350485,695515,33756,17725,384,208791,406423,17641,4468,125,44732,76262,4308,9712,267,76298,142052,9846
2020-11-22,32359,780,352546,701152,34089,17946,386,209956,410561,17860,4519,127,44969,76640,4335,9811,267,76854,142861,9911
2020-11-23,32801,786,355498,708024,34503,18237,389,211916,415680,18145,4581,129,45286,77146,4391,9896,268,77382,143733,9965
2020-11-24,33105,790,357645,711670,34815,18454,392,213376,418179,18373,4622,130,45471,77488,4418,9942,268,77751,144303,10013
2020-11-25,33689,792,360907,722863,35444,18807,392,215052,424356,18724,4703,130,45772,78771,4520,10090,270,78799,147196,10165
2020-11-26,34261,795,364033,731494,35938,19185,393,216791,429594,19015,4799,131,46258,79930,4607,10188,271,79465,148445,10254
2020-11-27,34766,799,366777,742728,36754,19514,394,218426,437043,19549,4901,132,46655,81199,4733,10262,273,79843,150107,10379
