date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21045,669,231929,1811,10917,334,134576,1117,3134,119,30019,249,6916,216,53395,270
2020-10-10,22291,686,248578,2557,11737,346,146231,1912,3236,120,31710,229,7238,220,55905,341
2020-10-11,22453,691,251659,3243,11831,350,148635,2498,3255,120,31900,209,7287,221,56241,385
2020-10-12,22556,692,252844,1288,11890,351,149386,810,3266,120,32042,153,7320,221,56498,290
2020-10-13,22627,694,253714,941,11930,352,149872,526,3271,120,32169,132,7346,222,56704,232
2020-10-14,22717,695,255182,1558,11987,352,150877,1062,3284,120,32348,192,7366,223,56908,224
2020-10-15,22882,699,257197,2180,12092,356,152194,1422,3299,120,32524,191,7411,223,57252,389
2020-10-16,23119,700,259939,2979,12215,356,153775,1704,3336,120,32814,327,7488,224,57993,818
2020-10-17,23265,703,262296,2503,12308,359,155356,1674,3348,120,33104,302,7529,224,58352,400
2020-10-18,23372,705,263730,1541,12360,360,156214,910,3361,120,33257,166,7571,225,58706,396
2020-10-19,23486,710,265136,1520,12425,361,157069,920,3377,120,33444,203,7604,229,59017,344
2020-10-2,21219,673,233655,1900,11028,337,135652,1187,3148,119,30207,202,6965,217,53724,378
2020-10-20,23547,714,265764,689,12471,363,157478,455,3379,121,33511,69,7617,230,59145,141
2020-10-21,23688,716,267034,1411,12547,364,158205,803,3392,121,33697,199,7669,231,59434,341
2020-10-22,23855,720,268693,1826,12642,364,159237,1127,3411,121,33873,195,7722,235,59813,432
2020-10-23,24014,724,270440,1906,12730,364,160238,1089,3423,121,34072,211,7781,239,60290,536
2020-10-24,24134,728,272162,1842,12798,367,161417,1247,3439,121,34260,204,7817,240,60563,309
2020-10-25,24335,735,274378,2417,12922,371,162898,1605,3462,121,34511,274,7871,243,60965,456
2020-10-26,24420,736,275265,972,12962,372,163385,527,3479,121,34669,175,7899,243,61180,243
2020-10-27,24556,736,276736,1607,13038,372,164284,975,3497,121,34811,160,7941,243,61502,364
2020-10-28,24716,740,277931,1355,13132,374,165003,813,3521,121,34914,127,7983,245,61741,281
2020-10-29,24910,748,279669,1932,13221,378,166053,1139,3554,122,35122,241,8055,248,62123,454
2020-10-3,21344,675,234996,1466,11105,338,136422,847,3162,119,30398,205,6999,218,54036,346
2020-10-30,25105,750,281469,1995,13333,378,167268,1327,3577,123,35290,191,8115,249,62475,412
2020-10-31,25294,754,282784,1504,13411,379,167924,734,3618,123,35516,267,8185,252,62834,429
2020-10-4,21501,676,236969,2130,11220,339,137672,1365,3171,119,30631,242,7031,218,54427,423
2020-10-5,21588,678,237804,922,11275,341,138189,572,3177,119,30747,122,7057,218,54578,177
2020-10-6,21721,678,239458,1787,11355,341,139365,1256,3191,119,30895,162,7096,218,54826,287
2020-10-7,21820,681,241058,1699,11424,343,140625,1329,3194,120,30953,61,7123,218,55035,236
2020-10-8,21977,683,243430,2529,11534,344,142475,1960,3201,120,31154,208,7163,219,55264,269
2020-10-9,22158,685,246154,2905,11651,345,144405,2047,3223,120,31494,362,7204,220,55598,375
2020-11-1,25480,757,284659,2061,13548,382,169271,1484,3626,123,35663,155,8226,252,63137,344
