date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21066,654,245193,1935,110,10919,326,141800,1175,73,3141,118,32185,279,NA,6929,210,56351,282,22
2020-10-10,22306,671,262918,2729,128,11735,338,154171,2041,81,3243,119,34020,250,NA,7249,214,59017,357,37
2020-10-11,22465,675,266188,3429,129,11826,341,156718,2638,81,3262,119,34221,220,NA,7298,215,59377,409,34
2020-10-12,22568,676,267450,1365,56,11885,342,157522,863,29,3273,119,34373,163,NA,7331,215,59646,302,22
2020-10-13,22639,677,268372,993,108,11925,343,158029,547,53,3278,119,34509,141,17,7357,215,59864,244,32
2020-10-14,22730,678,269959,1678,162,11983,343,159107,1136,108,3291,119,34710,214,NA,7377,216,60085,241,38
2020-10-15,22895,682,272116,2322,131,12088,347,160517,1515,74,3306,119,34903,208,17,7422,216,60452,412,36
2020-10-16,23134,683,275009,3132,181,12211,347,162179,1785,118,3344,119,35217,352,13,7500,217,61231,857,50
2020-10-17,23281,686,277501,2639,50,12304,350,163849,1763,25,3356,119,35522,317,NA,7542,217,61610,421,16
2020-10-18,23385,688,279033,1636,113,12353,351,164760,960,56,3369,119,35694,185,NA,7584,218,61986,418,45
2020-10-19,23499,692,280517,1598,81,12418,352,165654,959,46,3385,119,35899,221,NA,7617,221,62312,359,24
2020-10-2,21240,658,247030,2011,156,11030,329,142933,1244,128,3156,118,32392,222,NA,6977,211,56701,398,21
2020-10-20,23557,695,281181,722,105,12461,353,166091,480,68,3387,120,35969,72,NA,7630,222,62444,145,29
2020-10-21,23698,697,282530,1490,145,12537,354,166861,846,92,3400,120,36169,213,12,7682,223,62753,361,38
2020-10-22,23867,701,284294,1933,147,12634,354,167948,1184,82,3419,120,36355,205,NA,7735,227,63161,461,52
2020-10-23,24026,705,286148,2013,179,12722,354,169003,1143,85,3431,120,36568,225,23,7794,231,63669,567,62
2020-10-24,24149,709,287979,1954,123,12792,357,170242,1309,75,3447,120,36771,219,NA,7831,232,63968,336,32
2020-10-25,24352,716,290354,2578,96,12918,361,171829,1713,54,3470,120,37044,296,11,7885,235,64396,482,30
2020-10-26,24438,717,291288,1020,69,12959,362,172343,555,30,3487,120,37210,183,NA,7913,235,64620,252,28
2020-10-27,24573,717,292848,1695,151,13035,362,173296,1029,110,3505,120,37360,168,15,7954,235,64966,387,22
2020-10-28,24731,721,294120,1430,177,13128,364,174062,859,102,3529,120,37472,136,22,7995,237,65217,292,44
2020-10-29,24922,729,295940,2011,177,13215,368,175162,1187,92,3562,121,37693,254,23,8066,240,65615,469,51
2020-10-3,21362,660,248448,1540,101,11105,330,143739,881,57,3170,118,32601,223,NA,7010,212,57034,366,34
2020-10-30,25121,731,297839,2098,160,13328,368,176435,1386,79,3587,122,37878,210,15,8127,241,65985,431,58
2020-10-31,25307,735,299236,1583,126,13404,369,177120,761,73,3627,122,38121,283,12,8197,244,66372,457,36
2020-10-4,21519,661,250547,2256,92,11220,331,145070,1446,70,3179,118,32846,254,NA,7042,212,57448,446,15
2020-10-5,21606,663,251435,975,78,11275,333,145613,598,45,3185,118,32976,136,14,7068,212,57609,187,17
2020-10-6,21736,663,253202,1897,103,11353,333,146872,1337,71,3198,118,33133,170,NA,7107,212,57872,302,22
2020-10-7,21836,666,254893,1791,124,11423,335,148204,1402,89,3201,119,33197,67,NA,7134,212,58092,247,23
2020-10-8,21993,668,257413,2677,185,11532,336,150159,2064,133,3208,119,33413,223,NA,7175,213,58344,293,34
2020-10-9,22174,670,260321,3089,133,11649,337,152216,2174,74,3230,119,33783,392,NA,7216,214,58693,390,47
2020-11-1,25492,738,301232,2181,113,13540,372,178552,1568,77,3635,122,38279,166,NA,8238,244,66693,362,29
2020-11-10,27515,758,314808,1504,220,14813,383,186825,796,133,3889,123,40094,274,28,8732,252,69405,333,51
2020-11-11,27712,760,316171,1560,447,14937,383,187526,825,318,3913,123,40303,233,22,8781,254,69724,368,79
2020-11-12,28174,762,318636,2927,304,15246,384,189163,1946,155,3965,123,40520,269,62,8882,255,70212,589,66
2020-11-13,28555,765,320385,2130,442,15474,385,190150,1215,319,4038,123,40836,389,27,8960,257,70567,433,87
2020-11-14,28955,766,322413,2428,232,15756,385,191395,1527,131,4055,123,41054,235,25,9061,258,71025,559,71
2020-11-15,29357,769,325038,3027,429,15998,386,192853,1700,313,4112,123,41417,420,33,9164,260,71697,775,70
2020-11-16,29720,773,327237,2562,189,16261,387,194303,1713,122,4153,123,41673,297,20,9223,263,72069,431,37
2020-11-17,29942,776,328226,1211,396,16388,389,194825,649,255,4187,124,41844,205,49,9284,263,72292,284,76
2020-11-18,30337,779,330148,2317,578,16628,391,195913,1328,364,4245,124,42122,336,57,9380,264,72685,489,122
2020-11-19,30981,782,333661,4157,456,17031,392,197935,2425,308,4344,126,42598,575,41,9522,264,73463,920,87
2020-11-2,25593,740,302093,962,81,13593,373,179041,542,55,3647,123,38381,114,NA,8274,244,66926,269,17
2020-11-20,31500,784,336735,3593,444,17402,392,199931,2367,254,4398,126,42894,350,74,9616,266,74045,676,91
2020-11-21,31997,786,339702,3464,396,17736,392,201487,1890,243,4461,126,43396,565,65,9716,268,74761,816,72
2020-11-22,32384,790,341773,2458,346,17967,394,202650,1394,227,4513,128,43642,298,27,9819,268,75314,656,70
2020-11-23,32831,796,344678,3352,430,18262,397,204575,2220,297,4575,130,43948,368,57,9905,269,75841,613,55
2020-11-24,33145,800,346796,2432,316,18486,400,206013,1662,231,4616,131,44129,222,27,9954,269,76208,416,48
2020-11-25,33734,802,349995,3788,642,18841,400,207657,1999,359,4697,131,44420,372,103,10105,271,77235,1178,154
2020-11-26,34311,805,353028,3610,506,19224,401,209342,2068,297,4792,132,44891,566,88,10204,272,77889,753,93
2020-11-27,34822,810,355673,3156,833,19558,403,210911,1903,545,4894,133,45274,485,126,10278,274,78257,442,131
2020-11-28,35431,813,358307,3243,351,19951,405,212673,2155,187,4973,134,45508,313,65,10413,274,78740,618,86
2020-11-29,35853,817,359909,2024,467,20179,407,213461,1016,310,5103,135,45921,543,53,10476,275,79033,356,94
2020-11-3,25710,744,302947,971,167,13649,373,179519,534,94,3656,123,38512,140,20,8326,248,67137,263,41
2020-11-30,36536,820,362252,3026,790,20655,408,214959,1974,588,5196,135,46183,355,78,10589,277,79441,521,94
2020-11-4,25930,745,304414,1687,223,13779,374,180291,902,141,3701,123,38714,247,31,8371,248,67524,432,38
2020-11-5,26225,747,306553,2434,207,13975,376,181716,1621,140,3734,123,38934,253,13,8437,248,67878,420,45
2020-11-6,26442,749,308326,1990,303,14119,377,182766,1194,170,3755,123,39266,353,40,8489,249,68182,356,80
2020-11-7,26756,752,310253,2241,243,14335,379,183909,1359,163,3792,123,39560,331,15,8548,250,68561,438,52
2020-11-8,27070,753,312210,2271,223,14551,380,185242,1549,148,3823,123,39782,253,11,8615,250,68867,373,61
2020-11-9,27276,755,313543,1539,148,14687,380,186155,1049,95,3839,123,39870,104,16,8669,252,69135,322,35
2020-12-1,36904,826,363252,1368,562,20859,412,215493,738,358,5291,137,46411,323,94,10658,277,79634,262,92
2020-12-10,44061,880,385428,3242,784,25295,441,228566,1661,471,6717,155,49638,523,145,11942,284,83924,839,140
2020-12-11,45151,885,388916,4578,1038,25985,443,230733,2857,627,6914,156,50040,599,153,12139,286,84603,876,209
2020-12-12,45769,892,391190,2892,772,26322,448,231871,1475,478,7009,157,50389,444,84,12323,287,85220,801,192
2020-12-13,46811,905,394554,4406,949,26911,457,233633,2351,551,7203,158,50971,776,176,12579,290,86003,1039,182
2020-12-14,47529,912,396878,3042,1064,27384,461,235152,1992,724,7313,159,51207,346,135,12711,292,86385,514,174
2020-12-15,48375,919,399744,3712,1057,27927,464,236831,2222,678,7470,162,51723,673,204,12855,293,86868,627,137
2020-12-16,49253,932,402462,3596,626,28440,472,238226,1908,304,7630,165,52176,613,108,13059,295,87534,870,192
2020-12-17,49608,939,403720,1613,916,28615,476,238906,855,553,7706,167,52345,245,184,13162,296,87854,423,155
2020-12-18,50654,946,406938,4264,835,29262,480,240792,2533,424,7861,169,52737,547,156,13404,297,88615,1003,230
2020-12-19,51155,959,408662,2225,419,29528,488,241638,1112,194,7944,171,52975,321,99,13555,300,89168,704,110
2020-12-2,37693,829,365693,3230,847,21388,415,216948,1984,469,5418,137,46741,457,165,10790,277,80053,551,161
2020-12-20,51633,973,410406,2222,380,29726,498,242300,860,190,8063,172,53363,507,76,13716,303,89694,687,97
2020-12-21,52226,980,412203,2390,867,30094,502,243338,1406,569,8172,175,53666,412,115,13830,303,90037,457,158
2020-12-22,52856,988,413816,2243,678,30523,507,244358,1449,370,8293,177,53938,393,105,13910,304,90306,349,176
2020-12-23,53662,998,416739,3729,880,31011,512,246026,2156,629,8403,181,54262,434,100,14117,305,91046,947,129
2020-12-24,54310,1008,419094,3003,606,31455,517,247524,1942,350,8495,184,54508,338,94,14229,307,91575,641,145
2020-12-25,55141,1020,421910,3647,716,31857,523,248819,1697,408,8731,185,54959,687,135,14421,312,92399,1016,150
2020-12-26,55735,1031,423866,2550,768,32192,530,249877,1393,466,8841,188,55287,438,96,14566,313,92853,599,187
2020-12-27,56213,1047,425299,1911,503,32489,544,250870,1290,340,8918,190,55397,187,57,14668,313,93110,359,85
2020-12-28,56937,1058,427066,2491,794,32968,548,251997,1606,438,9028,193,55613,326,153,14800,317,93427,449,180
