date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-06-28,19701,4482,1132.2,34,7.9
2021-06-28,19702,6227,1126.2,50,14
2021-06-28,19703,1653,1134.3,18,11.4
2021-06-28,19706,NA,NA,NA,NA
2021-06-28,19707,1489,1055.6,43,14.9
2021-06-28,19709,5319,1318,48,13.6
2021-06-28,19711,5933,1000.3,60,9.7
2021-06-28,19713,3781,1278.4,62,14.6
2021-06-28,19716,NA,NA,NA,NA
2021-06-28,19717,227,325.5,0,0
2021-06-28,19720,8316,1406.5,83,13.3
2021-06-28,19730,NA,NA,NA,NA
2021-06-28,19731,NA,NA,NA,NA
2021-06-28,19732,NA,NA,NA,NA
2021-06-28,19733,NA,NA,NA,NA
2021-06-28,19734,1614,1363.6,14,16.6
2021-06-28,19736,NA,NA,NA,NA
2021-06-28,19801,2273,1334.6,22,23
2021-06-28,19802,2966,1174.6,33,11.1
2021-06-28,19803,2074,1089.7,71,14.7
2021-06-28,19804,2393,1398.4,32,13.6
2021-06-28,19805,5551,1479.2,75,23.2
2021-06-28,19806,999,1023.7,36,21.1
2021-06-28,19807,710,1203.4,NA,NA
2021-06-28,19808,4176,1144.2,70,12.5
2021-06-28,19809,1310,883.5,25,14.8
2021-06-28,19810,2046,854.8,40,8.6
2021-06-28,19901,3575,976.4,68,16.3
2021-06-28,19902,NA,NA,NA,NA
2021-06-28,19904,3912,1051.4,117,25.3
2021-06-28,19930,NA,NA,NA,NA
2021-06-28,19931,NA,NA,NA,NA
2021-06-28,19933,1093,1090.9,21,21.7
2021-06-28,19934,1209,916.3,16,8.4
2021-06-28,19938,980,1172.3,13,13.5
2021-06-28,19939,727,1100.1,NA,NA
2021-06-28,19940,710,1311.8,NA,NA
2021-06-28,19941,329,1308.6,NA,NA
2021-06-28,19943,1152,909.4,14,9.3
2021-06-28,19944,NA,NA,NA,NA
2021-06-28,19945,881,1568,NA,NA
2021-06-28,19946,493,1017.3,NA,NA
2021-06-28,19947,3312,1761.6,46,21.8
2021-06-28,19950,768,1077.4,23,19.6
2021-06-28,19951,NA,NA,NA,NA
2021-06-28,19952,971,1023.6,12,7.8
2021-06-28,19953,404,981.3,NA,NA
2021-06-28,19954,NA,NA,NA,NA
2021-06-28,19956,1936,1347.4,27,16.2
2021-06-28,19958,2312,1123.4,77,12.9
2021-06-28,19960,832,1344.9,NA,NA
2021-06-28,19962,1254,1101.1,NA,NA
2021-06-28,19963,2339,1152.6,71,22.7
2021-06-28,19964,NA,NA,NA,NA
2021-06-28,19966,3223,1217.7,80,16
2021-06-28,19967,NA,NA,NA,NA
2021-06-28,19968,1040,1022.9,15,11
2021-06-28,19970,758,1122.3,NA,NA
2021-06-28,19971,1433,1538.4,26,7.4
2021-06-28,19973,3093,1273.2,65,18.5
2021-06-28,19975,1126,1452,NA,NA
2021-06-28,19977,3342,1307.8,65,23.2
2021-06-28,19979,NA,NA,NA,NA
