date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-07-06,19701,4488,1132.8,34,7.9
2021-07-06,19702,6241,1129.3,50,14
2021-07-06,19703,1654,1134.1,18,11.4
2021-07-06,19706,NA,NA,NA,NA
2021-07-06,19707,1491,1056.5,43,14.9
2021-07-06,19709,5334,1321.6,49,13.8
2021-07-06,19711,5939,1001.2,60,9.7
2021-07-06,19713,3791,1282.4,62,14.6
2021-07-06,19716,NA,NA,NA,NA
2021-07-06,19717,227,325.5,0,0
2021-07-06,19720,8331,1409.1,83,13.3
2021-07-06,19730,NA,NA,NA,NA
2021-07-06,19731,NA,NA,NA,NA
2021-07-06,19732,NA,NA,NA,NA
2021-07-06,19733,NA,NA,NA,NA
2021-07-06,19734,1617,1365.8,14,16.6
2021-07-06,19736,NA,NA,NA,NA
2021-07-06,19801,2276,1337,22,23
2021-07-06,19802,2975,1178.3,33,11.1
2021-07-06,19803,2077,1091.5,71,14.7
2021-07-06,19804,2395,1399.2,32,13.6
2021-07-06,19805,5556,1480.8,75,23.2
2021-07-06,19806,999,1023.7,36,21.1
2021-07-06,19807,711,1206.8,NA,NA
2021-07-06,19808,4183,1145.6,70,12.5
2021-07-06,19809,1313,885.6,25,14.8
2021-07-06,19810,2047,855.2,40,8.6
2021-07-06,19901,3583,978.5,68,16.3
2021-07-06,19902,NA,NA,NA,NA
2021-07-06,19904,3918,1053,117,25.3
2021-07-06,19930,NA,NA,NA,NA
2021-07-06,19931,NA,NA,NA,NA
2021-07-06,19933,1095,1094,21,21.7
2021-07-06,19934,1211,918.3,16,8.4
2021-07-06,19938,986,1177.7,13,13.5
2021-07-06,19939,727,1099,NA,NA
2021-07-06,19940,713,1318.3,NA,NA
2021-07-06,19941,329,1308.6,NA,NA
2021-07-06,19943,1154,910.2,14,9.3
2021-07-06,19944,NA,NA,NA,NA
2021-07-06,19945,883,1573,NA,NA
2021-07-06,19946,493,1017.3,NA,NA
2021-07-06,19947,3315,1763,46,21.8
2021-07-06,19950,770,1079.4,23,19.6
2021-07-06,19951,NA,NA,NA,NA
2021-07-06,19952,973,1024.7,12,7.8
2021-07-06,19953,404,982.2,NA,NA
2021-07-06,19954,NA,NA,NA,NA
2021-07-06,19956,1944,1352.7,27,16.2
2021-07-06,19958,2316,1125.2,77,12.9
2021-07-06,19960,832,1345,NA,NA
2021-07-06,19962,1257,1103.8,NA,NA
2021-07-06,19963,2345,1156.7,71,22.7
2021-07-06,19964,NA,NA,NA,NA
2021-07-06,19966,3228,1219,80,16
2021-07-06,19967,NA,NA,NA,NA
2021-07-06,19968,1041,1023.7,15,11
2021-07-06,19970,758,1120.8,NA,NA
2021-07-06,19971,1437,1539.1,26,7.4
2021-07-06,19973,3097,1274.9,65,18.5
2021-07-06,19975,1128,1454.4,NA,NA
2021-07-06,19977,3355,1313.1,65,23.2
2021-07-06,19979,NA,NA,NA,NA
