date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,delaware_positiveTests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,newcastle_positiveTests,kent_cases,kent_deaths,kent_negative,kent_tests,kent_positiveTests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests,sussex_positiveTests
2020-10-1,21064,653,252836,445709,23819,10916,326,146878,245389,11411,3146,118,33177,52321,3329,6926,209,57476,97266,7522
2020-10-10,22297,670,271196,491023,24918,11726,338,159746,276269,12158,3248,119,35059,56324,3394,7245,213,60205,104351,7772
2020-10-11,22457,674,274574,494740,25047,11818,341,162381,278909,12239,3267,119,35267,56609,3403,7294,214,60574,104854,7806
2020-10-12,22561,675,275890,496357,25102,11878,342,163219,279831,12267,3278,119,35425,56853,3407,7327,214,60853,105160,7828
2020-10-13,22632,676,276844,499578,25210,11918,343,163745,282151,12320,3283,119,35568,57192,3424,7353,214,61076,105566,7860
2020-10-14,22724,677,278483,506325,25372,11976,343,164862,286604,12428,3297,119,35777,57723,3434,7373,215,61301,106596,7898
2020-10-15,22888,680,280736,511446,25502,12081,346,166340,289680,12501,3311,119,35980,58219,3451,7418,215,61678,107629,7934
2020-10-16,23125,681,283730,517942,25683,12202,346,168072,293683,12619,3349,119,36306,58729,3464,7496,216,62472,109065,7984
2020-10-17,23269,684,286296,520308,25733,12294,349,169794,294903,12644,3360,119,36619,59032,3470,7537,216,62863,109706,8000
2020-10-18,23373,686,287869,523687,25846,12343,350,170730,297126,12700,3373,119,36796,59386,3480,7579,217,63249,110307,8045
2020-10-19,23487,689,289420,525793,25927,12408,350,171666,298523,12746,3389,119,37010,59593,3488,7612,220,63590,110678,8069
2020-10-2,21237,657,254744,451163,23975,11026,329,148058,248800,11539,3161,118,33391,52837,3334,6974,210,57838,98299,7543
2020-10-20,23545,692,290106,528732,26032,12451,351,172119,300271,12814,3391,120,37081,59893,3492,7625,221,63727,111278,8098
2020-10-21,23686,694,291494,534648,26177,12527,352,172913,304565,12906,3404,120,37284,60330,3504,7677,222,64044,112019,8136
2020-10-22,23854,698,293325,539492,26324,12623,352,174038,307001,12988,3423,120,37475,60909,3512,7730,226,64472,113316,8188
2020-10-23,24013,702,295257,545740,26503,12711,352,175151,310809,13073,3435,120,37697,61346,3535,7789,230,64990,114931,8250
2020-10-24,24135,706,297147,549388,26626,12781,355,176432,313098,13148,3451,120,37907,61855,3545,7825,231,65295,115568,8282
2020-10-25,24338,712,299600,551964,26722,12907,358,178079,315024,13202,3474,120,38190,62020,3556,7879,234,65728,115930,8312
2020-10-26,24424,713,300566,554116,26790,12948,359,178610,316385,13232,3491,120,38364,62227,3563,7907,234,65959,116308,8340
2020-10-27,24558,713,302177,558396,26940,13023,359,179598,319225,13341,3509,120,38517,62566,3578,7948,234,66315,116994,8362
2020-10-28,24716,717,303512,563609,27115,13116,361,180405,322575,13442,3533,120,38637,63022,3600,7989,236,66575,117887,8406
2020-10-29,24907,724,305387,569130,27291,13202,364,181545,325976,13533,3566,121,38863,63490,3623,8061,239,66979,119126,8457
2020-10-3,21357,659,256197,454845,24076,11099,330,148890,250920,11596,3175,118,33603,53268,3339,7007,211,58175,99149,7577
2020-10-30,25106,725,307362,573867,27450,13315,364,182868,328696,13611,3591,121,39054,63939,3638,8122,240,67365,120339,8515
2020-10-31,25291,729,308803,577557,27576,13390,365,183574,331017,13684,3631,121,39303,64416,3650,8192,243,67765,121000,8551
2020-10-4,21512,660,258381,457959,24168,11212,331,150289,253259,11666,3184,118,33853,53479,3344,7039,211,58596,99505,7592
2020-10-5,21599,662,259302,460446,24246,11267,333,150857,254876,11711,3190,118,33987,53750,3358,7065,211,58758,99906,7609
2020-10-6,21728,662,261139,463941,24348,11345,333,152166,257557,11781,3203,118,34148,53960,3364,7103,211,59034,100298,7631
2020-10-7,21828,665,262896,470824,24472,11415,335,153557,262296,11870,3206,119,34216,54446,3370,7130,211,59255,101263,7654
2020-10-8,21985,667,265505,479213,24657,11524,336,155588,268507,12003,3213,119,34438,55185,3379,7171,212,59511,102166,7688
2020-10-9,22165,669,268506,485558,24790,11640,337,157717,272559,12077,3235,119,34814,55920,3389,7212,213,59870,103320,7735
2020-11-1,25475,732,310882,579930,27689,13525,368,185061,332797,13761,3639,121,39472,64546,3653,8233,243,68100,121311,8580
2020-11-10,27495,750,324880,619460,29499,14795,377,193618,358063,14895,3892,122,41350,68786,3835,8729,251,70872,128109,9000
2020-11-11,27693,752,326287,627933,29945,14920,377,194347,363493,15213,3916,122,41560,69362,3857,8778,253,71200,129690,9079
2020-11-12,28158,754,328835,633887,30249,15231,378,196046,366887,15368,3968,122,41786,70201,3919,8880,254,71699,130900,9145
2020-11-13,28539,757,330658,640758,30691,15459,379,197088,371404,15687,4041,122,42112,70670,3946,8958,256,72061,132298,9232
2020-11-14,28942,758,332745,645305,30923,15744,379,198378,374069,15818,4058,122,42334,71277,3971,9059,257,72526,133274,9303
2020-11-15,29345,761,335444,653227,31352,15986,380,199884,380170,16131,4116,122,42709,71742,4004,9162,259,73206,134182,9373
2020-11-16,29706,765,337703,656215,31539,16250,381,201371,382198,16251,4157,122,42974,72019,4024,9218,262,73587,134604,9410
2020-11-17,29927,768,338712,661359,31929,16376,383,201907,385332,16501,4191,123,43150,72758,4073,9279,262,73811,135436,9485
2020-11-18,30325,770,340700,672647,32482,16617,384,203044,392420,16853,4250,123,43436,73870,4128,9376,263,74210,137273,9600
2020-11-19,30970,772,344337,682024,32932,17021,384,205139,398304,17156,4349,125,43926,74549,4169,9518,263,75009,139409,9686
2020-11-2,25576,733,311766,582230,27770,13578,368,185564,334407,13816,3651,122,39576,64713,3661,8269,243,68338,121691,8597
2020-11-20,31489,774,347542,690120,33368,17392,384,207233,402878,17404,4403,125,44235,75573,4243,9612,265,75606,141212,9776
2020-11-21,31982,776,350579,695505,33756,17723,384,208832,406417,17641,4466,125,44752,76261,4308,9711,267,76328,142049,9846
2020-11-22,32354,780,352640,701142,34089,17944,386,209997,410555,17860,4517,127,44989,76639,4335,9810,267,76884,142858,9911
2020-11-23,32796,786,355593,708013,34502,18235,389,211957,415673,18144,4579,129,45307,77145,4391,9895,268,77412,143730,9965
2020-11-24,33100,790,357742,711659,34814,18452,392,213418,418172,18372,4620,130,45492,77487,4418,9941,268,77782,144300,10013
2020-11-25,33684,792,361007,722852,35443,18805,392,215094,424349,18723,4701,130,45795,78770,4520,10089,270,78830,147193,10165
2020-11-26,34256,795,364134,731483,35937,19183,393,216833,429587,19014,4797,131,46282,79929,4607,10187,271,79496,148442,10254
2020-11-27,34761,799,366879,742717,36753,19512,394,218469,437036,19548,4899,132,46679,81198,4733,10261,273,79874,150104,10379
2020-11-28,35363,802,369556,746447,37100,19899,396,220279,439153,19732,4977,133,46913,81682,4798,10396,273,80351,150959,10464
2020-11-29,35771,806,371158,750885,37559,20118,398,221068,442231,20035,5107,134,47322,82010,4850,10455,274,80648,151689,10558
2020-11-3,25693,737,312647,585641,27936,13634,368,186057,336368,13909,3660,122,39711,65118,3681,8321,247,68557,122453,8638
2020-11-30,36442,809,373553,759302,38328,20588,399,222603,448564,20608,5200,134,47596,82592,4925,10562,276,81055,152605,10650
2020-11-4,25910,737,314161,591613,28158,13763,368,186853,340106,14049,3703,122,39926,65666,3712,8366,247,68952,123416,8676
2020-11-5,26204,739,316362,596989,28364,13957,370,188324,343793,14188,3736,122,40152,66055,3725,8433,247,69314,124380,8721
2020-11-6,26422,741,318197,603170,28666,14101,371,189417,347058,14357,3757,122,40496,66875,3765,8486,248,69624,125856,8801
2020-11-7,26734,744,320190,608247,28909,14317,373,190605,350477,14520,3793,122,40801,67576,3780,8545,249,70011,126486,8853
2020-11-8,27051,745,322214,612301,29132,14537,374,191987,353705,14668,3824,122,41032,67734,3791,8611,249,70323,126973,8914
2020-11-9,27255,747,323578,615219,29280,14670,374,192922,355709,14763,3840,122,41122,67986,3807,8666,251,70596,127422,8949
2020-12-1,36800,813,374586,764196,38880,20787,402,223158,451643,20959,5295,135,47830,83213,5019,10626,276,81253,153434,10740
2020-12-10,43807,855,397197,838806,46083,25123,420,236481,498894,25242,6690,152,51140,92036,6290,11892,283,85631,166229,12128
2020-12-11,44876,859,400778,848247,47079,25794,421,238698,504592,25844,6887,153,51555,93189,6442,12087,285,86333,167962,12325
2020-12-12,45474,865,403072,856268,47793,26120,425,239847,509508,26282,6977,154,51911,94006,6522,12267,286,86954,169689,12504
2020-12-13,46470,874,406432,865572,48658,26682,430,241590,514697,26780,7166,155,52510,95497,6681,12509,289,87743,171683,12677
2020-12-14,47161,880,408712,876360,49627,27134,433,243067,522579,27437,7274,156,52754,96330,6807,12637,291,88116,173066,12835
2020-12-15,47947,887,411486,886131,50670,27634,436,244679,528358,28105,7426,159,53268,98038,7009,12769,292,88584,174647,12972
2020-12-16,48781,896,414115,893673,51272,28113,442,246014,532876,28390,7584,161,53706,98870,7114,12965,293,89241,176085,13163
2020-12-17,49111,901,415314,901930,52169,28269,444,246645,537696,28925,7656,163,53871,100128,7298,13066,294,89555,177791,13318
2020-12-18,50144,907,418602,909661,52979,28903,447,248575,541921,29329,7811,165,54274,100987,7449,13308,295,90328,179880,13548
2020-12-19,50628,914,420350,914413,53376,29157,452,249428,544145,29505,7892,165,54515,101837,7546,13456,297,90893,181040,13658
2020-12-2,37580,816,377102,773855,39705,21311,405,224654,457984,21414,5420,135,48166,84314,5181,10757,276,81688,154667,10899
2020-12-20,51083,924,422110,917646,53744,29335,459,250083,546116,29686,8011,165,54910,102212,7619,13614,300,91431,181676,13755
2020-12-21,51653,929,423935,926124,54596,29683,462,251130,551534,30241,8116,167,55223,103183,7734,13729,300,91778,183236,13912
2020-12-22,52243,936,425542,933274,55257,30085,466,252147,555687,30603,8226,169,55484,103950,7835,13807,301,92052,184990,14086
2020-12-23,53032,944,428471,943327,56105,30563,470,253812,562945,31208,8332,172,55810,104950,7930,14011,302,92799,186340,14215
2020-12-24,53667,951,430885,950590,56682,30995,474,255350,567128,31539,8426,174,56060,105880,8016,14120,303,93342,187865,14359
2020-12-25,54471,959,433715,960051,57369,31383,476,256645,572302,31927,8654,175,56508,107309,8143,14307,308,94186,189930,14508
2020-12-26,55031,966,435672,970441,58134,31697,480,257690,579071,32391,8761,177,56846,108125,8239,14442,309,94650,192076,14694
2020-12-27,55462,977,437071,975436,58623,31965,490,258650,582241,32719,8827,178,56949,108599,8296,14537,309,94913,193131,14779
2020-12-28,56158,984,438807,981373,59403,32420,492,259756,585924,33145,8932,181,57155,109419,8449,14670,311,95232,194224,14958
2020-12-29,56566,990,440227,988129,60052,32682,495,260681,590964,33579,9006,183,57330,109991,8530,14742,312,95529,195122,15080
2020-12-3,38503,821,379712,783034,40725,21841,408,226167,463426,21978,5659,136,48619,85740,5421,10910,277,82135,156174,11078
2020-12-30,57436,997,442379,994833,60718,33214,498,261946,594470,33872,9156,184,57631,111229,8690,14925,315,96031,196558,15276
