date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-02-22,19701,3256,835.3,27,6.7
2021-02-22,19702,4673,847.8,38,11.3
2021-02-22,19703,1204,862.3,11,6.1
2021-02-22,19706,NA,NA,NA,NA
2021-02-22,19707,1152,796.2,39,12.1
2021-02-22,19709,3891,1008.1,34,8.8
2021-02-22,19711,4267,728.8,47,7.6
2021-02-22,19713,2880,967.4,52,10.8
2021-02-22,19716,NA,NA,NA,NA
2021-02-22,19717,67,352.8,0,0
2021-02-22,19720,6180,1007.5,61,8.5
2021-02-22,19730,NA,NA,NA,NA
2021-02-22,19731,NA,NA,NA,NA
2021-02-22,19732,NA,NA,NA,NA
2021-02-22,19733,NA,NA,NA,NA
2021-02-22,19734,1154,961.6,11,9.9
2021-02-22,19736,NA,NA,NA,NA
2021-02-22,19801,1663,994.6,16,11.4
2021-02-22,19802,2088,802.1,22,8.9
2021-02-22,19803,1642,807.1,65,13.5
2021-02-22,19804,1859,1093.6,26,10.1
2021-02-22,19805,4233,1110.8,60,16.7
2021-02-22,19806,782,795.3,26,13.9
2021-02-22,19807,527,924.2,NA,NA
2021-02-22,19808,3255,834.4,54,8.5
2021-02-22,19809,970,655.1,23,12.2
2021-02-22,19810,1539,648,26,6.2
2021-02-22,19901,2677,719.7,53,12
2021-02-22,19902,NA,NA,NA,NA
2021-02-22,19904,3072,866,100,21.7
2021-02-22,19930,NA,NA,NA,NA
2021-02-22,19931,NA,NA,NA,NA
2021-02-22,19933,970,977.7,18,18
2021-02-22,19934,929,672.9,13,6.5
2021-02-22,19938,763,926.7,NA,NA
2021-02-22,19939,606,922.7,NA,NA
2021-02-22,19940,578,1059.3,NA,NA
2021-02-22,19941,284,1396.3,NA,NA
2021-02-22,19943,864,773.2,12,8.2
2021-02-22,19944,NA,NA,NA,NA
2021-02-22,19945,718,1177,NA,NA
2021-02-22,19946,401,795.1,NA,NA
2021-02-22,19947,3016,1595.6,41,16.6
2021-02-22,19950,604,823.4,18,16.4
2021-02-22,19951,NA,NA,NA,NA
2021-02-22,19952,789,783.4,12,7.9
2021-02-22,19953,321,747.4,NA,NA
2021-02-22,19954,NA,NA,NA,NA
2021-02-22,19956,1650,1173.2,24,13.4
2021-02-22,19958,1991,973,66,11.2
2021-02-22,19960,729,1154.4,NA,NA
2021-02-22,19962,947,824.4,NA,NA
2021-02-22,19963,1934,940,67,16.1
2021-02-22,19964,NA,NA,NA,NA
2021-02-22,19966,2762,1105,64,11.4
2021-02-22,19967,NA,NA,NA,NA
2021-02-22,19968,838,790.3,11,6.1
2021-02-22,19970,634,881.2,NA,NA
2021-02-22,19971,1204,1265.5,22,7
2021-02-22,19973,2670,1090.9,54,14.4
2021-02-22,19975,934,1107.1,NA,NA
2021-02-22,19977,2620,1007.5,55,20.8
2021-02-22,19979,NA,NA,NA,NA
