date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2022-01-07,19701,NA,NA,57,12.6
2022-01-07,19702,NA,NA,66,18.5
2022-01-07,19703,NA,NA,22,14.1
2022-01-07,19706,NA,NA,NA,NA
2022-01-07,19707,NA,NA,51,18
2022-01-07,19709,NA,NA,71,18.5
2022-01-07,19711,NA,NA,85,13.9
2022-01-07,19713,NA,NA,82,19.6
2022-01-07,19716,NA,NA,NA,NA
2022-01-07,19717,NA,NA,0,0
2022-01-07,19720,NA,NA,123,19.8
2022-01-07,19730,NA,NA,NA,NA
2022-01-07,19731,NA,NA,NA,NA
2022-01-07,19732,NA,NA,NA,NA
2022-01-07,19733,NA,NA,NA,NA
2022-01-07,19734,NA,NA,21,20.8
2022-01-07,19736,NA,NA,NA,NA
2022-01-07,19801,NA,NA,29,30
2022-01-07,19802,NA,NA,56,18.8
2022-01-07,19803,NA,NA,83,17.8
2022-01-07,19804,NA,NA,40,16.8
2022-01-07,19805,NA,NA,89,27.4
2022-01-07,19806,NA,NA,42,25.2
2022-01-07,19807,NA,NA,14,7.4
2022-01-07,19808,NA,NA,95,17.3
2022-01-07,19809,NA,NA,30,18.2
2022-01-07,19810,NA,NA,51,11.3
2022-01-07,19901,NA,NA,94,22.9
2022-01-07,19902,NA,NA,NA,NA
2022-01-07,19904,NA,NA,159,34.4
2022-01-07,19930,NA,NA,NA,NA
2022-01-07,19931,NA,NA,NA,NA
2022-01-07,19933,NA,NA,33,33.7
2022-01-07,19934,NA,NA,28,15.1
2022-01-07,19938,NA,NA,17,17
2022-01-07,19939,NA,NA,13,8.7
2022-01-07,19940,NA,NA,NA,NA
2022-01-07,19941,NA,NA,11,49.9
2022-01-07,19943,NA,NA,25,16
2022-01-07,19944,NA,NA,NA,NA
2022-01-07,19945,NA,NA,11,9.6
2022-01-07,19946,NA,NA,NA,NA
2022-01-07,19947,NA,NA,64,30.4
2022-01-07,19950,NA,NA,33,28.1
2022-01-07,19951,NA,NA,NA,NA
2022-01-07,19952,NA,NA,27,19.7
2022-01-07,19953,NA,NA,11,19.6
2022-01-07,19954,NA,NA,NA,NA
2022-01-07,19956,NA,NA,44,26
2022-01-07,19958,NA,NA,93,15.3
2022-01-07,19960,NA,NA,13,15
2022-01-07,19962,NA,NA,15,9
2022-01-07,19963,NA,NA,98,31.9
2022-01-07,19964,NA,NA,NA,NA
2022-01-07,19966,NA,NA,101,20.2
2022-01-07,19967,NA,NA,NA,NA
2022-01-07,19968,NA,NA,22,13.9
2022-01-07,19970,NA,NA,12,5.7
2022-01-07,19971,NA,NA,37,10.7
2022-01-07,19973,NA,NA,90,26.5
2022-01-07,19975,NA,NA,16,6.7
2022-01-07,19977,NA,NA,92,32.3
2022-01-07,19979,NA,NA,NA,NA
