date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2021-02-13,19701,3177,814.8,25,6.3
2021-02-13,19702,4538,824.2,36,11.3
2021-02-13,19703,1181,846.2,NA,NA
2021-02-13,19706,NA,NA,NA,NA
2021-02-13,19707,1106,764.8,37,12.2
2021-02-13,19709,3801,984.5,32,8.6
2021-02-13,19711,4031,695.4,46,7.6
2021-02-13,19713,2809,945.7,48,11.6
2021-02-13,19716,NA,NA,NA,NA
2021-02-13,19717,64,352.1,0,0
2021-02-13,19720,5986,976.7,58,9.1
2021-02-13,19730,NA,NA,NA,NA
2021-02-13,19731,NA,NA,NA,NA
2021-02-13,19732,NA,NA,NA,NA
2021-02-13,19733,NA,NA,NA,NA
2021-02-13,19734,1123,937,11,10.2
2021-02-13,19736,NA,NA,NA,NA
2021-02-13,19801,1625,971.7,16,12.4
2021-02-13,19802,2026,778.6,20,8.2
2021-02-13,19803,1576,773.3,54,11.3
2021-02-13,19804,1812,1068.1,24,11.2
2021-02-13,19805,4130,1084.7,58,17.2
2021-02-13,19806,769,784.3,23,12.6
2021-02-13,19807,499,858.9,NA,NA
2021-02-13,19808,3164,812,50,8.2
2021-02-13,19809,946,639.6,22,12.8
2021-02-13,19810,1490,625.3,22,5.1
2021-02-13,19901,2609,703.7,52,12.7
2021-02-13,19902,NA,NA,NA,NA
2021-02-13,19904,2962,834.3,95,21.2
2021-02-13,19930,NA,NA,NA,NA
2021-02-13,19931,NA,NA,NA,NA
2021-02-13,19933,960,968.1,16,16.2
2021-02-13,19934,896,649.4,13,6.9
2021-02-13,19938,743,906.3,NA,NA
2021-02-13,19939,592,901.3,NA,NA
2021-02-13,19940,569,1042.1,NA,NA
2021-02-13,19941,279,1359.5,NA,NA
2021-02-13,19943,824,736.8,NA,NA
2021-02-13,19944,NA,NA,NA,NA
2021-02-13,19945,706,1159.6,NA,NA
2021-02-13,19946,392,778.5,NA,NA
2021-02-13,19947,2964,1569.6,40,17.5
2021-02-13,19950,589,801,18,16.4
2021-02-13,19951,NA,NA,NA,NA
2021-02-13,19952,742,735.4,11,6.5
2021-02-13,19953,309,722.9,NA,NA
2021-02-13,19954,NA,NA,NA,NA
2021-02-13,19956,1610,1146.8,22,13.6
2021-02-13,19958,1947,953.1,64,11.7
2021-02-13,19960,716,1131.7,NA,NA
2021-02-13,19962,914,795.4,NA,NA
2021-02-13,19963,1892,924.6,63,18.8
2021-02-13,19964,NA,NA,NA,NA
2021-02-13,19966,2677,1073,60,11.9
2021-02-13,19967,NA,NA,NA,NA
2021-02-13,19968,818,772.9,11,8.8
2021-02-13,19970,620,863.1,NA,NA
2021-02-13,19971,1178,1242,22,7.5
2021-02-13,19973,2621,1072.6,47,12.9
2021-02-13,19975,894,1063.3,NA,NA
2021-02-13,19977,2552,981.2,53,20.3
2021-02-13,19979,NA,NA,NA,NA
