date_confirmed,delaware_cases,delaware_deaths,delaware_negative,delaware_tests,newcastle_cases,newcastle_deaths,newcastle_negative,newcastle_tests,kent_cases,kent_deaths,kent_negative,kent_tests,sussex_cases,sussex_deaths,sussex_negative,sussex_tests
2020-10-1,21062,669,235038,1847,10919,334,136273,1131,3139,119,30559,258,6926,216,54039,276
2020-10-10,22308,686,251962,2617,11739,346,148123,1963,3241,120,32278,232,7248,220,56586,346
2020-10-11,22470,691,255107,3307,11833,350,150575,2546,3260,120,32470,211,7297,221,56932,395
2020-10-12,22573,692,256316,1312,11892,351,151338,822,3271,120,32617,158,7330,221,57195,296
2020-10-13,22644,694,257198,953,11932,352,151829,531,3276,120,32745,133,7356,222,57403,234
2020-10-14,22734,695,258693,1585,11989,352,152847,1075,3289,120,32932,200,7376,223,57612,229
2020-10-15,22900,699,260742,2215,12094,356,154183,1441,3304,120,33112,195,7422,223,57966,400
2020-10-16,23137,700,263513,3008,12217,356,155778,1718,3341,120,33406,331,7499,224,58717,828
2020-10-17,23283,703,265910,2543,12310,359,157392,1707,3353,120,33698,304,7540,224,59078,402
2020-10-18,23390,705,267364,1561,12362,360,158264,924,3366,120,33854,169,7582,225,59434,398
2020-10-19,23504,710,268794,1544,12427,361,159133,934,3382,120,34043,205,7615,229,59750,349
2020-10-2,21236,673,236794,1930,11030,337,137363,1201,3153,119,30753,208,6975,217,54373,383
2020-10-20,23565,714,269434,701,12473,363,159552,465,3384,121,34110,69,7628,230,59880,143
2020-10-21,23706,716,270717,1424,12549,364,160286,810,3397,121,34297,200,7680,231,60173,345
2020-10-22,23873,720,272398,1848,12644,364,161333,1142,3416,121,34476,198,7733,235,60555,435
2020-10-23,24032,724,274163,1924,12732,364,162341,1096,3428,121,34676,212,7792,239,61040,544
2020-10-24,24153,728,275913,1871,12800,367,163534,1261,3445,121,34868,209,7828,240,61322,318
2020-10-25,24354,735,278164,2452,12924,371,165038,1628,3468,121,35123,278,7882,243,61731,463
2020-10-26,24439,736,279062,983,12964,372,165530,532,3485,121,35284,178,7910,243,61948,245
2020-10-27,24575,736,280551,1625,13040,372,166445,991,3503,121,35427,161,7952,243,62271,365
2020-10-28,24735,740,281757,1366,13134,374,167168,817,3527,121,35533,130,7994,245,62512,283
2020-10-29,24929,748,283516,1953,13223,378,168232,1153,3560,122,35744,244,8066,248,62896,456
2020-10-3,21361,675,238152,1483,11107,338,138139,853,3167,119,30950,211,7009,218,54689,350
2020-10-30,25124,750,285342,2021,13335,378,169462,1342,3583,123,35916,195,8126,249,63254,418
2020-10-31,25312,754,286674,1520,13412,379,170125,740,3624,123,36146,271,8196,252,63618,434
2020-10-4,21518,676,240147,2152,11222,339,139404,1380,3176,119,31184,243,7041,218,55083,426
2020-10-5,21605,678,240990,930,11277,341,139926,577,3182,119,31300,122,7067,218,55236,179
2020-10-6,21738,678,242671,1814,11357,341,141122,1276,3196,119,31451,165,7106,218,55488,291
2020-10-7,21837,681,244291,1719,11426,343,142400,1347,3199,120,31509,61,7133,218,55699,238
2020-10-8,21994,683,246704,2570,11536,344,144280,1990,3206,120,31713,211,7173,219,55934,275
2020-10-9,22175,685,249478,2955,11653,345,146246,2083,3228,120,32059,368,7214,220,56274,381
2020-11-1,25498,757,288581,2093,13549,382,171497,1509,3632,123,36294,156,8237,252,63926,349
2020-11-10,27532,779,301512,1442,14827,393,179436,760,3892,125,37993,267,8731,261,66488,324
2020-11-11,27731,782,302798,1485,14951,394,180102,790,3916,125,38194,225,8782,263,66788,351
2020-11-12,28196,784,305167,2834,15263,395,181680,1890,3969,125,38399,258,8882,264,67255,567
2020-11-13,28577,788,306836,2050,15491,396,182624,1172,4041,125,38704,377,8961,267,67590,414
2020-11-14,28985,789,308776,2348,15778,396,183811,1474,4058,125,38912,225,9065,268,68033,547
2020-11-15,29387,793,311288,2914,16020,397,185208,1639,4115,126,39258,403,9168,270,68674,744
2020-11-16,29752,797,313400,2477,16284,398,186608,1664,4156,126,39494,277,9228,273,69034,420
2020-11-17,29975,800,314348,1171,16412,400,187112,632,4190,127,39658,198,9289,273,69245,272
2020-11-18,30371,803,316189,2237,16653,402,188159,1288,4247,127,39924,323,9386,274,69616,468
2020-11-19,31019,806,319531,3990,17057,403,190085,2330,4348,129,40378,555,9529,274,70350,877
2020-11-2,25599,759,289412,932,13601,383,171973,528,3645,124,36388,107,8273,252,64153,263
2020-11-20,31538,810,322486,3474,17429,404,192010,2297,4401,130,40656,331,9623,276,70909,653
2020-11-21,32031,812,325324,3331,17762,404,193503,1826,4464,130,41129,536,9720,278,71595,783
2020-11-22,32418,817,327295,2358,17994,406,194618,1347,4516,132,41356,279,9822,279,72121,628
2020-11-23,32871,824,330040,3198,18292,409,196440,2120,4578,135,41640,346,9911,280,72621,589
2020-11-24,33191,828,332070,2350,18520,412,197826,1614,4621,136,41805,208,9960,280,72974,402
2020-11-25,33778,830,335129,3646,18872,412,199410,1936,4702,136,42075,351,10112,282,73952,1130
2020-11-26,34353,833,338036,3482,19253,413,201035,2006,4798,137,42519,540,10210,283,74580,726
2020-11-27,34866,838,340571,3048,19586,415,202546,1844,4902,138,42887,472,10285,285,74929,424
2020-11-28,35471,841,343082,3116,19977,417,204237,2082,4980,139,43106,297,10419,285,75387,592
2020-11-29,35893,846,344615,1955,20206,419,204994,986,5109,141,43496,519,10482,286,75666,342
2020-11-3,25716,763,290228,933,13657,383,172435,518,3654,124,36510,131,8325,256,64353,252
2020-11-30,36579,850,346849,2920,20683,421,206426,1909,5204,141,43742,341,10595,288,76053,500
2020-11-4,25938,764,291619,1613,13788,384,173167,863,3700,124,36700,236,8370,256,64720,412
2020-11-5,26232,766,293645,2320,13984,386,174529,1558,3733,124,36908,241,8435,256,65041,386
2020-11-6,26453,768,295331,1907,14130,387,175538,1155,3756,124,37215,330,8487,257,65330,341
2020-11-7,26770,771,297166,2152,14347,389,176637,1316,3794,124,37491,314,8547,258,65687,417
2020-11-8,27083,772,299045,2192,14564,390,177933,1513,3824,124,37697,236,8613,258,65972,351
2020-11-9,27288,774,300314,1474,14700,390,178803,1006,3840,124,37778,97,8666,260,66229,310
2020-12-1,36950,857,347812,1334,20890,426,206942,723,5299,143,43957,310,10664,288,76242,258
2020-12-10,44145,917,369046,3148,25345,457,219531,1619,6732,165,47012,497,11960,295,80318,816
