date_confirmed,zip,cases,casesPer10k,deaths,deathsPer10k
2022-01-14,19701,8706,8148,59,13.1
2022-01-14,19702,12286,11411,67,18.7
2022-01-14,19703,3515,3268,22,14.1
2022-01-14,19706,NA,NA,NA,NA
2022-01-14,19707,2852,2610,51,18
2022-01-14,19709,11163,10411,73,18.9
2022-01-14,19711,10486,9988,88,14.4
2022-01-14,19713,7161,6681,83,19.8
2022-01-14,19716,NA,NA,NA,NA
2022-01-14,19717,714,711,0,0
2022-01-14,19720,15647,14530,126,20.1
2022-01-14,19730,NA,NA,NA,NA
2022-01-14,19731,NA,NA,NA,NA
2022-01-14,19732,NA,NA,NA,NA
2022-01-14,19733,NA,NA,NA,NA
2022-01-14,19734,3605,3422,21,20.8
2022-01-14,19736,NA,NA,NA,NA
2022-01-14,19801,4617,4272,29,30
2022-01-14,19802,6227,5561,58,19.8
2022-01-14,19803,4167,3748,83,17.8
2022-01-14,19804,4367,4049,41,17.1
2022-01-14,19805,10482,9615,89,27.4
2022-01-14,19806,1878,1697,43,25.7
2022-01-14,19807,1333,1215,14,7.4
2022-01-14,19808,7848,7208,97,17.6
2022-01-14,19809,2782,2517,30,18.2
2022-01-14,19810,4252,3871,51,11.3
2022-01-14,19901,8066,7326,95,23.1
2022-01-14,19902,NA,NA,NA,NA
2022-01-14,19904,8730,7984,159,34.4
2022-01-14,19930,NA,NA,NA,NA
2022-01-14,19931,NA,NA,NA,NA
2022-01-14,19933,2314,2058,34,34.5
2022-01-14,19934,2872,2601,28,15.1
2022-01-14,19938,2406,2293,20,19.7
2022-01-14,19939,1457,1312,13,8.7
2022-01-14,19940,1509,1385,NA,NA
2022-01-14,19941,732,681,12,55.4
2022-01-14,19943,2787,2557,28,18.2
2022-01-14,19944,NA,NA,NA,NA
2022-01-14,19945,1731,1557,11,9.6
2022-01-14,19946,1071,986,NA,NA
2022-01-14,19947,5665,5057,65,30.6
2022-01-14,19950,1667,1484,34,28.9
2022-01-14,19951,NA,NA,NA,NA
2022-01-14,19952,2267,2043,28,20.6
2022-01-14,19953,873,807,11,19.6
2022-01-14,19954,NA,NA,NA,NA
2022-01-14,19956,4235,3841,46,27.2
2022-01-14,19958,4648,3664,93,15.3
2022-01-14,19960,1745,1557,14,16
2022-01-14,19962,2986,2718,15,9
2022-01-14,19963,4909,4455,99,32.4
2022-01-14,19964,NA,NA,NA,NA
2022-01-14,19966,6593,5761,102,20.3
2022-01-14,19967,NA,NA,NA,NA
2022-01-14,19968,2331,1896,22,13.9
2022-01-14,19970,1392,1258,12,5.7
2022-01-14,19971,2582,2154,38,11
2022-01-14,19973,6459,5717,91,26.8
2022-01-14,19975,1890,1672,16,6.7
2022-01-14,19977,7380,7007,93,32.7
2022-01-14,19979,NA,NA,NA,NA
